,Unnamed: 0,Unnamed: 0.1,Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year
18,34,63,Glutamine,NC(=O)CCC(N)C(=O)O,Hepatic steatosis,Rat,-3.3010299956639813,Repeated,Oral,"FDA approval package document: Pharmacology Review 208587/S-000, page:41 PDF 3757k",https://www.pharmapendium.com/browse/fda/Glutamine/dcca1fbba9dac502e24bbdd6a6aa8a66?reference=41,2017.0
19,35,64,Ibuprofen,CC(C)CC1=CC=C(C(C)C(=O)O)C=C1,Hepatic steatosis,Mouse,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Approval Package 017463/S-034, S-063, S-049, S-052, S-097, S-098, S-095; 019012/S-013 Part 01, page:9 PDF 4908k",https://www.pharmapendium.com/browse/fda/Ibuprofen/d16be14be7684a5a7e82ebbf532ebe1d?reference=9,1982.0
20,36,65,Ipratropium Bromide,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)C1=CC=CC=C1)C2,Hepatic steatosis,Rabbit,-2.5118833609788744,Repeated,Oral,"FDA approval package document: Approval Package 020228 Part 02, page:1 PDF 7029k",https://www.pharmapendium.com/browse/fda/Ipratropium Bromide/afca368ceebd4571754c70ed724cc024?reference=1,1992.0
21,37,69,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C2=CC=CC=C2C2=NNN=N2)C=C1,Hepatic steatosis,Rat,-3.1222158782728267,Repeated,Oral,"FDA approval package document: Pharmacology Review 020757/S-000 Part 03, page:16 PDF 2557k",https://www.pharmapendium.com/browse/fda/Irbesartan/e4125a4d7a8df53e053a639348f420d4?reference=16,1997.0
22,38,73,Isosulfan Blue,CCN(CC)C1=CC=C(C(=C2C=CC(=[N+](CC)CC)C=C2)C2=CC(S(=O)(=O)O)=CC=C2S(=O)(=O)[O-])C=C1,Hepatic steatosis,Rat,-2.574031267727719,Repeated,Oral,"FDA approval package document: Approval Package 018310, page:24 PDF 2077k",https://www.pharmapendium.com/browse/fda/Isosulfan Blue/115ca15cde165a8f68fdacbcd1edbbaa?reference=24,1981.0
23,39,74,Istradefylline,CCN1C(=O)C2=C(N=C(/C=C/C3=CC=C(OC)C(OC)=C3)N2C)N(CC)C1=O,Hepatic steatosis,Rat,-2.204119982655925,Repeated,Oral,"FDA approval package document: Pharmacology Review 022075/S-000 Part 04, page:1 PDF 356k",https://www.pharmapendium.com/browse/fda/Istradefylline/f309e64fb8ce0c86cf1bf334a7ba909d?reference=1,2008.0
24,40,76,Ketotifen Fumarate,CN1CCC(=C2C3=CC=CC=C3CC(=O)C3=C2C=CS3)CC1,Hepatic steatosis,Rat,-1.658964842664435,Repeated,Oral,"FDA approval package document: Pharmacology Review 021066 Part 02, page:44 PDF 1870k",https://www.pharmapendium.com/browse/fda/Ketotifen Fumarate/c588463a72ae5155995cfc0148b9eae7?reference=44,1999.0
25,41,87,Letrozole,N#CC1=CC=C(C(C2=CC=C(C#N)C=C2)N2C=NC=N2)C=C1,Hepatic steatosis,Rat,-0.5642714304385626,Repeated,Oral,"FDA approval package document: Pharmacology Review 020726 Part 01, page:39 PDF 1570k",https://www.pharmapendium.com/browse/fda/Letrozole/62e755a22df807f5058f1d7c062396dc?reference=39,1997.0
26,42,94,Levetiracetam,CCC(C(N)=O)N1CCCC1=O,Hepatic steatosis,Rat,-3.220108088040055,Repeated,Oral,"FDA approval package document: Pharmacology Review 021035/S-000 Part 01, page:19 PDF 1539k",https://www.pharmapendium.com/browse/fda/Levetiracetam/e6c95aa27670a927d474cc2ccda2de90?reference=19,1999.0
27,46,118,Maprotiline Hydrochloride,CNCCCC12CCC(C3=C1C=CC=C3)C1=C2C=CC=C1,Hepatic steatosis,Rat,-1.7781512503836436,Repeated,Oral,"FDA approval package document: Approval Package 017543 Part 02, page:7 PDF 1949k",https://www.pharmapendium.com/browse/fda/Maprotiline Hydrochloride/82688c1ac32518ab514f4c0935204e83?reference=7,1960.0
28,47,119,Megestrol Acetate,CC(=O)OC1(C(C)=O)CCC2C3=CC(C)=C4CC(=O)CCC4(C)C3CCC21C,Hepatic steatosis,Rat,-0.4771212547196624,Repeated,Oral,"FDA approval package document: Pharmacology Review 021778/S-000, page:26 PDF 3229k",https://www.pharmapendium.com/browse/fda/Megestrol Acetate/150bb511b7c6f352ddf19a1d9072f725?reference=26,2005.0
29,48,120,Meloxicam,CC1=CN=C(NC(=O)C2C(=O)C3=CC=CC=C3S(=O)(=O)N2C)S1,Hepatic steatosis,Rat,-0.0,Repeated,Oral,"FDA approval package document: Pharmacology Review 020938 Part 01, page:35 PDF 2568k",https://www.pharmapendium.com/browse/fda/Meloxicam/19c6b42f9728363c58f819cc59837b02?reference=35,1999.0
30,49,121,Metipranolol Hydrochloride,CC(=O)OC1=C(C)C=C(OCC(O)CNC(C)C)C(C)=C1C,Hepatic steatosis,Rat,-1.3010299956639813,Repeated,Oral,"FDA approval package document: Review 019907, page:7 PDF 738k",https://www.pharmapendium.com/browse/fda/Metipranolol Hydrochloride/03847351adca149d7c32516b87fe175f?reference=7,1989.0
31,50,122,Mexiletine Hydrochloride,CC1=C(OCC(C)N)C(C)=CC=C1,Hepatic steatosis,Rat,-1.937852093251156,Repeated,Oral,"EMA approval document: Public Assessment Report EMA/831802/2018; EMEA/H/C/004584/0000, page:24 PDF 3055k",https://www.pharmapendium.com/browse/ema/Mexiletine Hydrochloride/0339e2432f1279187517a7d5ce5d49a6?reference=24,2018.0
32,52,129,Midodrine Hydrochloride,COC1=CC=C(OC)C(C(O)CNC(=O)CN)=C1,Hepatic steatosis,Rat,-1.3010299956639813,Repeated,Intragastric,"FDA approval package document: Pharmacology Review 019815, page:32 PDF 2720k",https://www.pharmapendium.com/browse/fda/Midodrine Hydrochloride/f3b210f7e156784caab9e74e34b1676c?reference=32,1990.0
33,53,130,Mifepristone,CC#CC1(O)CCC2C3=C(C4=C(CC3)CC(=O)CC4)C(C3=CC=C(N(C)C)C=C3)CC21C,Hepatic steatosis,Rat,-2.3010299956639813,Repeated,Oral,"FDA approval package document: Pharmacology Review 020687/S-000 Part 01, page:10 PDF 585k",https://www.pharmapendium.com/browse/fda/Mifepristone/dd57c23206bb6f81f2cff617b3cf6dd9?reference=10,2000.0
34,54,131,Milrinone Lactate,CC1=C(C2=CC=NC=C2)C=C(C#N)C(=O)N1,Hepatic steatosis,Rat,-1.3979400086720375,Repeated,Oral,"FDA approval package document: Approval Package 019436/S-003, S-008 Part 08, page:47 PDF 4981k",https://www.pharmapendium.com/browse/fda/Milrinone Lactate/1f464b9e59f31b3cb8c728ff4e84559d?reference=47,1992.0
35,55,132,Moexipril Hydrochloride,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1CC2=CC(OC)=C(OC)C=C2CC1C(=O)O,Hepatic steatosis,Rat,-1.8750612633917,Repeated,Oral,"FDA approval package document: Pharmacology Review 020312 Part 03, page:15 PDF 904k",https://www.pharmapendium.com/browse/fda/Moexipril Hydrochloride/d279850af0b5ccacb95e276d64dd813b?reference=15,1993.0
36,56,133,Moricizine Hydrochloride,CCOC(=O)NC1=CC=C2SC3=C(C=CC=C3)N(C(=O)CCN3CCOCC3)C2=C1,Hepatic steatosis,Rat,-1.6283889300503116,Repeated,Oral,"FDA approval package document: Approval Package 019753 Part 08, page:18 PDF 6073k",https://www.pharmapendium.com/browse/fda/Moricizine Hydrochloride/5fa50b49c903de171ecfe837ec47d078?reference=18,1990.0
37,57,137,Nicardipine Hydrochloride,COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN(C)CC2=CC=CC=C2)C1C1=CC([N+](=O)[O-])=CC=C1,Hepatic steatosis,Rat,-1.3832167518513314,Repeated,Oral,"FDA approval package document: Approval Package 019488 Part 05, page:38 PDF 4805k",https://www.pharmapendium.com/browse/fda/Nicardipine Hydrochloride/dbacf098f277f16a297064e8da59d2db?reference=38,1988.0
38,58,143,Niraparib Tosylate Monohydrate,NC(=O)C1=CC=CC2=CN(C3=CC=C(C4CCCNC4)C=C3)N=C12,Hepatic steatosis,Rat,-1.6989700043360187,Repeated,Oral,"FDA approval package document: Approval Package 208447/S-000 Part 03, page:17 PDF 340k",https://www.pharmapendium.com/browse/fda/Niraparib Tosylate Monohydrate/71bcfa9c983a234a592f0a2ba227fcff?reference=17,2017.0
39,59,144,Nitrofurantoin,O=C1NC(O)=CN1/N=C/C1=CC=C([N+](=O)[O-])O1,Hepatic steatosis,Rat,-0.7781512503836436,Repeated,Oral,"FDA approval package document: Review 020064 Part 01, page:12 PDF 734k",https://www.pharmapendium.com/browse/fda/Nitrofurantoin/04a4449d4be43d2634abb175b427e67f?reference=12,1991.0
40,60,145,Orlistat,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,Hepatic steatosis,Rat,-2.6989700043360187,Repeated,Oral,"EMA approval document: Scientific Discussion, page:4 PDF 217k",https://www.pharmapendium.com/browse/ema/Orlistat/2429b2f17456c56f440e0ef5b74cf9b2?reference=4,2003.0
41,61,146,Oxcarbazepine,NC(=O)N1C2=CC=CC=C2CC(=O)C2=CC=CC=C21,Hepatic steatosis,Mouse,-2.0,Repeated,Oral,"FDA approval package document: Pharmacology Review 021014, page:39 PDF 3120k",https://www.pharmapendium.com/browse/fda/Oxcarbazepine/026ef210a8d173853cf1c6130530ea7e?reference=39,1999.0
42,64,150,Perindopril Erbumine,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,Hepatic steatosis,Mouse,-1.8750612633917,Repeated,Oral,"FDA approval package document: Pharmacology Review 020184 Part 03, page:30 PDF 2062k",https://www.pharmapendium.com/browse/fda/Perindopril Erbumine/50bd5c0bca23e5db08e0617e257c647d?reference=30,1993.0
43,66,153,Pramipexole Dihydrochloride,CCCNC1CCC2=C(C1)SC(N)=N2,Hepatic steatosis,Rat,0.40018239492749713,Repeated,Oral,"FDA approval package document: Pharmacology Review 020667/S-000 Part 06, page:22 PDF 903k",https://www.pharmapendium.com/browse/fda/Pramipexole Dihydrochloride/cec77ba4f16a1a0bd438ed876e18f5a4?reference=22,1995.0
44,67,158,Pravastatin Sodium,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,Hepatic steatosis,Rat,-1.7626785637274365,Repeated,Oral,"FDA approval package document: Approval Package 019898/S-003, S-004, S-005, S-006, S-007, S-008, S-009, S-010, S-011, S-013, S-015, S-017, S-020 Part 04, page:4 PDF 1182k",https://www.pharmapendium.com/browse/fda/Pravastatin Sodium/ccd6f2607f9ec13cfe9dceac3d2b0dec?reference=4,1991.0
45,68,168,Propafenone Hydrochloride,CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1,Hepatic steatosis,Rat,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Pharmacology Review 021416/S-000, page:6 PDF 632k",https://www.pharmapendium.com/browse/fda/Propafenone Hydrochloride/3dee66f0df34f23416ba7a27abdb25a8?reference=6,2002.0
46,69,171,Quetiapine Fumarate,OCCOCCN1CCN(C2=NC3=CC=CC=C3SC3=CC=CC=C23)CC1,Hepatic steatosis,Rat,-2.337459261290656,Repeated,Oral,"FDA approval package document: Pharmacology Review 020639 Part 02, page:31 PDF 2340k",https://www.pharmapendium.com/browse/fda/Quetiapine Fumarate/9f93629c1e7974400f83b072a3563a8d?reference=31,1997.0
47,70,176,Ramelteon,CCC(=O)NCCC1CCC2=CC=C3OCCC3=C21,Hepatic steatosis,Rat,-2.1760912590556813,Repeated,Oral,"FDA approval package document: Pharmacology Review 021782/S-000, page:149 PDF 22920k",https://www.pharmapendium.com/browse/fda/Ramelteon/e747eec7ca64f09ae8c52babd18274c4?reference=149,2004.0
48,71,177,Rifabutin,COC1/C=C/OC2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C1=NC3(CCN(CC(C)C)CC3)N=C12,Hepatic steatosis,Rat,-1.7853298350107671,Repeated,Oral,"FDA approval package document: Pharmacology Review 050689 Part 01, page:6 PDF 2116k",https://www.pharmapendium.com/browse/fda/Rifabutin/472db84a19090a83f7d084e732bc42ee?reference=6,1992.0
49,72,190,Rifampin,COC1/C=C/OC2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C=NN1CCN(C)CC1)=C2O,Hepatic steatosis,Rat,-2.397940008672037,Repeated,Oral,"FDA approval package document: Approval Package 050429, page:45 PDF 4018k",https://www.pharmapendium.com/browse/fda/Rifampin/4c395f8c75dbc0cabc0e90e4b0ff0d05?reference=45,1971.0
50,73,192,Rifapentine,COC1/C=C/OC2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C=NN1CCN(C3CCCC3)CC1)=C2O,Hepatic steatosis,Mouse,-1.6020599913279625,Repeated,Oral,"FDA approval package document: Approval Package 021024/S-000 Part 03, page:21 PDF 1576k",https://www.pharmapendium.com/browse/fda/Rifapentine/3571ba2cb11af6b710e653c49818811c?reference=21,1998.0
51,74,193,Rifaximin,COC1/C=C/OC2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C1=C2N=C2C=C(C)C=CN21,Hepatic steatosis,Rat,-2.0,Repeated,Oral,"FDA approval package document: Pharmacology Review 022554/S-000 Part 01, page:18 PDF 737k",https://www.pharmapendium.com/browse/fda/Rifaximin/5fe542571a4264bad6982e581e3b685b?reference=18,2010.0
52,77,205,Sildenafil Citrate,CCCC1=NN(C)C2=C1N=C(C1=CC(S(=O)(=O)N3CCN(C)CC3)=CC=C1OCC)NC2=O,Hepatic steatosis,Mouse,-1.6989700043360187,Repeated,Oral,"FDA approval package document: Pharmacology Review 020895/S-000 Part 03, page:2 PDF 620k",https://www.pharmapendium.com/browse/fda/Sildenafil Citrate/1002d912d8b3a1fd04ca93473dbfd96b?reference=2,1998.0
53,79,208,Stiripentol,CC(C)(C)C(O)/C=C/C1=CC=C2OCOC2=C1,Hepatic steatosis,Rat,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Pharmacology Review 206709/S-000; 207223/S-000 Part 02, page:34 PDF 4467k",https://www.pharmapendium.com/browse/fda/Stiripentol/83a501b83abbfc2c7987f8eb53ab65bf?reference=34,2018.0
54,81,210,Tapentadol Hydrochloride,CCC(C1=CC(O)=CC=C1)C(C)CN(C)C,Hepatic steatosis,Rat,-2.544068044350276,Repeated,Oral,"FDA approval package document: Pharmacology Review 022304/S-000 Part 02, page:24 PDF 6376k",https://www.pharmapendium.com/browse/fda/Tapentadol Hydrochloride/0ad47c11902adf65b04e5c9c7b4f4679?reference=24,2008.0
55,82,214,Tazarotene,CCOC(=O)C1=CN=C(C#CC2=CC3=C(C=C2)SCCC3(C)C)C=C1,Hepatic steatosis,Rat,-1.146128035678238,Repeated,Oral,"FDA approval package document: Pharmacology Review 020600/S-000 Part 01, page:25 PDF 1510k",https://www.pharmapendium.com/browse/fda/Tazarotene/3d5516759909ac829087353e9a0dcd62?reference=25,1996.0
56,84,219,Torsemide,CC1=CC(NC2=C(S(=O)(=O)NC(=O)NC(C)C)C=NC=C2)=CC=C1,Hepatic steatosis,Rat,-1.255272505103306,Repeated,Oral,"FDA approval package document: Approval Package 020136; 020137/S-005, S-007, S-008, S-009 Part 31, page:48 PDF 5739k",https://www.pharmapendium.com/browse/fda/Torsemide/3ec6783cd102d86ff7b70086f2554f9f?reference=48,1993.0
57,87,222,Ursodiol,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,Hepatic steatosis,Rat,-3.009450895798694,Repeated,Oral,"FDA approval package document: Approval Package 019594/S-016 Part 04, page:4 PDF 5853k",https://www.pharmapendium.com/browse/fda/Ursodiol/3c3a9e3d0bd20633028ac631bb770351?reference=4,1988.0
