,Unnamed: 0,Unnamed: 0.1,Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year
24,39,127,Darifenacin Hydrobromide,NC(=O)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1CCN(CCC2=CC3=C(C=C2)OCC3)C1,Liver injury,Rat,-1.8750612633917,Repeated,Oral,"FDA approval package document: Pharmacology Review 021513/S-000, page:110 PDF 6496k",https://www.pharmapendium.com/browse/fda/Darifenacin Hydrobromide/86dfbf308572dac9237b9ebf65d553ad?reference=110,2001.0
25,40,129,Darunavir Ethanolate,CC(C)CN(CC(O)C(CC1=CC=CC=C1)NC(=O)OC1COC2OCCC12)S(=O)(=O)C1=CC=C(N)C=C1,Liver injury,Rat,-2.633468455579586,Repeated,Oral,"FDA approval package document: Pharmacology Review 021976/S-000, page:21 PDF 5798k",https://www.pharmapendium.com/browse/fda/Darunavir Ethanolate/70ef46cb4572329a480d6ccc4a1debe2?reference=21,2006.0
26,42,135,Deferasirox,O=C(O)C1=CC=C(N2N=C(C3=CC=CC=C3O)N=C2C2=CC=CC=C2O)C=C1,Liver injury,Mouse,-1.8864907251724816,Repeated,Oral,"FDA approval package document: Pharmacology Review 021882/S-000 Part 02, page:19 PDF 2295k",https://www.pharmapendium.com/browse/fda/Deferasirox/5ff2b805ad7a0c471036bf8580b74b46?reference=19,2005.0
27,43,146,Delavirdine Mesylate,CC(C)NC1=CC=CN=C1N1CCN(C(=O)C2=CC3=C(C=CC(NS(C)(=O)=O)=C3)N2)CC1,Liver injury,Mouse,-2.5473644129795043,Repeated,Oral,"FDA approval package document: Pharmacology Review 020705 Part 01, page:16 PDF 1119k",https://www.pharmapendium.com/browse/fda/Delavirdine Mesylate/d2eaea11fb8a20f130373fd321064f35?reference=16,1996.0
28,45,162,Desonide,CC1(C)OC2CC3C4CC=C5CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,Liver injury,Rabbit,-3.3010299956639813,Repeated,Skin,"FDA approval package document: Pharmacology Review 021978/S-000, page:14 PDF 1936k",https://www.pharmapendium.com/browse/fda/Desonide/47eeb5b0c0691f26b1b3b4d771c16123?reference=14,2006.0
29,46,163,Desvenlafaxine Succinate,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,Liver injury,Mouse,-1.6989700043360187,Repeated,Oral,"FDA approval package document: Pharmacology Review 021992/S-000 Part 01, page:76 PDF 6084k",https://www.pharmapendium.com/browse/fda/Desvenlafaxine Succinate/df9dcfe22a7f1f4038abeb68de3140b3?reference=76,2008.0
30,50,169,Diltiazem Hydrochloride,COC1=CC=C(C2SC3=CC=CC=C3N(CCN(C)C)C(=O)C2OC(C)=O)C=C1,Liver injury,Mouse,-1.4771212547196624,Repeated,Oral,"FDA approval package document: Pharmacology Review 020506 Part 02, page:22 PDF 887k",https://www.pharmapendium.com/browse/fda/Diltiazem Hydrochloride/ab39417b47fc9d43bce85a4bc8cd737f?reference=22,1995.0
31,51,171,Diltiazem Malate,COC1=CC=C(C2SC3=C(C=CC=C3)N(CCN(C)C)C(=O)C2OC(C)=O)C=C1,Liver injury,Rat,-2.397940008672037,Repeated,Oral,"FDA approval package document: Pharmacology Review 020506 Part 01, page:6 PDF 752k",https://www.pharmapendium.com/browse/fda/Diltiazem Malate/a27221f091b5a5ec130b63487623f577?reference=6,1995.0
32,52,172,Dofetilide,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1,Liver injury,Rat,-1.4771212547196624,Repeated,Oral,"FDA approval package document: Pharmacology Review 020931, page:39 PDF 2324k",https://www.pharmapendium.com/browse/fda/Dofetilide/91c11f607a70c1095e8ae6d5585d89e7?reference=39,1999.0
33,53,174,Dolasetron Mesylate,O=C(OC1CC2CC3CC(C1)N2CC3=O)C1=CNC2=C1C=CC=C2,Liver injury,Mouse,-1.9208187539523751,Repeated,Oral,"FDA approval package document: Pharmacology Review 020623 Part 01, page:49 PDF 1728k",https://www.pharmapendium.com/browse/fda/Dolasetron Mesylate/cd0941e044f6e8298e3a87a83af10ec9?reference=49,1996.0
34,54,177,Doripenem,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12,Liver injury,Rat,-1.0,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 022106/S-000, page:55 PDF 5020k",https://www.pharmapendium.com/browse/fda/Doripenem/26553096949925a71afac335dd0bc162?reference=55,2007.0
35,55,178,Doxercalciferol,C=C1/C(=C\C=C2/CCCC3(C)C2CCC3C(C)/C=C/C(C)C(C)C)CC(O)CC1O,Liver injury,Rat,-7.740362689494244,Repeated,Oral,"FDA approval package document: Pharmacology Review 020862/S-000 Part 01, page:26 PDF 1070k",https://www.pharmapendium.com/browse/fda/Doxercalciferol/824f22e81f24fbbb35034c955b2db717?reference=26,1999.0
36,56,180,Eltrombopag Olamine,CC1=CC=C(N2NC(C)=C(N=NC3=C(O)C(C4=CC=CC(C(=O)O)=C4)=CC=C3)C2=O)C=C1C,Liver injury,Mouse,-1.9719712763997568,Repeated,Oral,"FDA approval package document: Pharmacology Review 022291/S-000 Part 02, page:3 PDF 6575k",https://www.pharmapendium.com/browse/fda/Eltrombopag Olamine/414dcfa9d5c8fea85d37642fd112e023?reference=3,2008.0
37,57,188,Emedastine Difumarate,CCOCCN1C(N2CCCN(C)CC2)=NC2=C1C=CC=C2,Liver injury,Rat,-2.113943352306837,Repeated,Oral,"FDA approval package document: Pharmacology Review 020706/S-000, page:64 PDF 2395k",https://www.pharmapendium.com/browse/fda/Emedastine Difumarate/af910740475c9f3b7c8036e937d038b1?reference=64,1997.0
38,58,193,Enfuvirtide,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC1=CNC=N1)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC1=CC=C(O)C=C1)NC(C)=O)C(C)O)C(C)CC)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC1=CNC2=CC=CC=C12)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC1=CNC2=CC=CC=C12)C(=O)NC(CC(N)=O)C(=O)NC(CC1=CNC2=CC=CC=C12)C(=O)NC(CC1=CC=CC=C1)C(N)=O,Liver injury,Rabbit,-1.8893017025063104,Repeated,Subcutaneous,"FDA approval package document: Pharmacology Review 021481/S-000 Part 04, page:10 PDF 1436k",https://www.pharmapendium.com/browse/fda/Enfuvirtide/11ad11c85d885d6f3af9118e9b4fb896?reference=10,2003.0
39,59,195,Entecavir,C=C1C(CO)C(O)CC1N1C=NC2=C1N=C(N)NC2=O,Liver injury,Mouse,-0.3010299956639812,Repeated,Oral,"FDA approval package document: Pharmacology Review 021797/S-000, page:50 PDF 4991k",https://www.pharmapendium.com/browse/fda/Entecavir/33465dde950fca76b460013aa96dcbe2?reference=50,2004.0
40,60,198,Epirubicin Hydrochloride,COC1=C2C(O)=C3C(O)=C4C(OC5CC(N)C(O)C(C)O5)=CC(O)(C(=O)CO)CC4=C(O)C3=C(O)C2=CC=C1,Liver injury,Rabbit,-0.0,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 050778, page:31 PDF 1495k",https://www.pharmapendium.com/browse/fda/Epirubicin Hydrochloride/ca418b617c650daaff7e7f3ad388b16f?reference=31,1999.0
41,61,199,Erlotinib Hydrochloride,C#CC1=CC(NC2=NC=NC3=CC(OCCOC)=C(OCCOC)C=C23)=CC=C1,Liver injury,Rat,-1.0,Repeated,Oral,"FDA approval package document: Pharmacology Review 021743/S-000, page:67 PDF 2897k",https://www.pharmapendium.com/browse/fda/Erlotinib Hydrochloride/54ec5af6b2ede34590fb1e26ebb7ba4d?reference=67,2004.0
42,63,204,Everolimus,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C/1C,Liver injury,Rat,-0.4771212547196624,Repeated,Oral,"FDA approval package document: Pharmacology Review 022334/S-000, page:112 PDF 10405k",https://www.pharmapendium.com/browse/fda/Everolimus/e46643d0f24958522e729d0eb9b739f9?reference=112,2009.0
43,64,205,Exemestane,C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,Liver injury,Rat,-2.544068044350276,Repeated,Oral,"FDA approval package document: Pharmacology Review 020753/S-000 Part 02, page:2 PDF 1047k",https://www.pharmapendium.com/browse/fda/Exemestane/6c67d6d8528d673f7fb090f409191757?reference=2,1999.0
44,65,206,Famciclovir,CC(=O)OCC(CCN1C=NC2=C1N=C(N)N=C2)COC(C)=O,Liver injury,Rat,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Pharmacology Review 020363 Part 04, page:6 PDF 2123k",https://www.pharmapendium.com/browse/fda/Famciclovir/a313c964ee4da57b5c325449aeb88e03?reference=6,1994.0
45,66,207,Felbamate,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,Liver injury,Mouse,-2.282546589969968,Repeated,Oral,"FDA approval package document: Pharmacology Review 020189 Part 02, page:24 PDF 773k",https://www.pharmapendium.com/browse/fda/Felbamate/cebaf8ee1c1465a6b549b8d3fa0455aa?reference=24,1993.0
46,71,227,Fosphenytoin Sodium,O=C1NC(C2=CC=CC=C2)(C2=CC=CC=C2)C(=O)N1CO[PH](=O)(=O)O,Liver injury,Rat,-2.041392685158225,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 020450, page:20 PDF 2321k",https://www.pharmapendium.com/browse/fda/Fosphenytoin Sodium/b9572b14dae0809e2e4995fa0c8b37b2?reference=20,1995.0
47,72,230,Fospropofol Disodium,CC(C)C1=CC=CC(C(C)C)=C1OCO[PH](=O)(=O)O,Liver injury,Rat,-0.6989700043360189,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 022244/S-000 Part 02, page:28 PDF 6204k",https://www.pharmapendium.com/browse/fda/Fospropofol Disodium/1c5008b99bf2f4864d62595ac44f14af?reference=28,2008.0
48,73,231,Frovatriptan Succinate,CNC1CCC2=C(C1)C1=C(C=CC(C(N)=O)=C1)N2,Liver injury,Mouse,-2.903089986991944,Repeated,Oral,"FDA approval package document: Pharmacology Review 021006/S-000 Part 02, page:20 PDF 1571k",https://www.pharmapendium.com/browse/fda/Frovatriptan Succinate/351436d19cfebfaff3ca99171a737daa?reference=20,2001.0
49,74,232,Gabapentin,NCC1(CC(=O)O)CCCCC1,Liver injury,Rat,-3.1760912590556813,Repeated,Unreported,"FDA approval package document: Pharmacology Review 021397/S-000; 021423/S-000; 021424/S-000, page:15 PDF 788k",https://www.pharmapendium.com/browse/fda/Gabapentin/ceabbf7a3eb91f20106ff765458e4a2f?reference=15,2002.0
50,75,233,Galantamine Hydrobromide,COC1=CC=C2CN(C)CCC34C=CC(O)CC3OC1=C24,Liver injury,Rat,-1.4771212547196624,Repeated,Oral,"FDA approval package document: Pharmacology Review 021169 Part 02, page:1 PDF 1012k",https://www.pharmapendium.com/browse/fda/Galantamine Hydrobromide/cc67edf82d4a656ba66bd273f59b7ea5?reference=1,2000.0
51,80,242,Glutamine,NC(=O)CCC(N)C(=O)O,Liver injury,Rat,-3.3010299956639813,Repeated,Oral,"FDA approval package document: Pharmacology Review 021667/S-000, page:46 PDF 1524k",https://www.pharmapendium.com/browse/fda/Glutamine/6d398bd4eaed2a931866e07022ff6cd9?reference=46,2003.0
52,81,243,Histrelin Acetate,CCNC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CN(CC2=CC=CC=C2)C=N1)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=C1C=CC=C2)NC(=O)C(CC1=CNC=N1)NC(O)C1=CC=C(O)N1,Liver injury,Rat,-7.966141732739032,Repeated,Subcutaneous,"FDA approval package document: Pharmacology Review 022058/S-000, page:18 PDF 1819k",https://www.pharmapendium.com/browse/fda/Histrelin Acetate/5bd536b6b7ab84ee613350fa8c6ecfe5?reference=18,
53,82,245,Hydrocortisone Butyrate,CCCC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,Liver injury,Rat,-0.4771212547196624,Repeated,Subcutaneous,"FDA approval package document: Pharmacology Review 020769/S-000, page:24 PDF 1253k",https://www.pharmapendium.com/browse/fda/Hydrocortisone Butyrate/df28a61c8104291d03e940216a987f96?reference=24,1996.0
54,83,247,Hydromorphone Hydrochloride,CN1CCC23C4=C5C=CC(O)=C4OC2C(=O)CCC3C1C5,Liver injury,Rabbit,-0.6989700043360189,Repeated,Subcutaneous,"FDA approval package document: Pharmacology Review 021217/S-000 Part 07, page:28 PDF 5792k",https://www.pharmapendium.com/browse/fda/Hydromorphone Hydrochloride/c9160058148dcfc9e2710e157f5fcce9?reference=28,2010.0
55,85,250,Micafungin Sodium,CCCCCOC1=CC=C(C2=CC(C3=CC=C(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)C5=CC=C(O)C(OS(=O)(=O)O)=C5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)C=C3)=NO2)C=C1,Liver injury,Rat,-1.0413926851582251,Repeated,Intravenous,"EMA approval document: Assessment Report EMEA/CHMP/121708/2008, page:15 PDF 910k",https://www.pharmapendium.com/browse/ema/Micafungin Sodium/e19df45d989961a0c39da63210018820?reference=15,2008.0
56,86,252,Mirtazapine,CN1CCN2C3=C(C=CC=N3)CC3=CC=CC=C3C2C1,Liver injury,Mouse,-2.041392685158225,Repeated,Oral,"FDA approval package document: Pharmacology Review 020415 Part 03, page:25 PDF 764k",https://www.pharmapendium.com/browse/fda/Mirtazapine/57359952480bb2c3f1af262203e33ce7?reference=25,1990.0
