,Unnamed: 0,Unnamed: 0.1,Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year
10,11,45,Alfuzosin Hydrochloride,COC1=CC2=NC(N(C)CCCNC(=O)C3CCCO3)=NC(N)=C2C=C1OC,Hepatomegaly,Rat,-2.292256071356476,Repeated,Oral,"FDA approval package document: Pharmacology Review 021287/S-000 Part 01, page:24 PDF 1318k",https://www.pharmapendium.com/browse/fda/Alfuzosin Hydrochloride/e0725d4b1356803a41d34119e5da56f6?reference=24,2003.0
11,12,51,Almotriptan Malate,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,Hepatomegaly,Rat,-2.7781512503836434,Repeated,Oral,"FDA approval package document: Pharmacology Review 021001/S-000 Part 01, page:54 PDF 1950k",https://www.pharmapendium.com/browse/fda/Almotriptan Malate/65a4fd1f91a6b2d9de68e8285c53b339?reference=54,1997.0
12,13,52,Alogliptin Benzoate,CN1C(=O)C=C(N2CCCC(N)C2)N(CC2=C(C#N)C=CC=C2)C1=O,Hepatomegaly,Rat,-2.837053981681968,Repeated,Oral,"FDA approval package document: Pharmacology Review 022271/S-000; 022426 Part 05, page:36 PDF 5127k",https://www.pharmapendium.com/browse/fda/Alogliptin Benzoate/629b0b6453156e05c41174d542c6f0f4?reference=36,2012.0
13,14,66,Alosetron Hydrochloride,CC1=C(CN2CCC3=C(C2=O)C2=C(C=CC=C2)N3C)N=CN1,Hepatomegaly,Rat,-1.6434526764861874,Repeated,Oral,"FDA approval package document: Pharmacology Review 021107/S-000 Part 03, page:8 PDF 688k",https://www.pharmapendium.com/browse/fda/Alosetron Hydrochloride/97c2cc8990641a87289d61470bd2d96a?reference=8,1999.0
14,15,73,Ambrisentan,COC(C1=CC=CC=C1)(C1=CC=CC=C1)C(OC1=NC(C)=CC(C)=N1)C(=O)O,Hepatomegaly,Rat,-2.687974620034556,Repeated,Oral,"FDA approval package document: Pharmacology Review 022081/S-000 Part 02, page:90 PDF 7551k",https://www.pharmapendium.com/browse/fda/Ambrisentan/c4ae62a66fc4f48dc8750a821739f110?reference=90,2003.0
15,17,81,Amdinocillin,CC1(C)SC2C(/N=C/N3CCCCCC3)C(=O)N2C1C(=O)O,Hepatomegaly,Rat,-2.066946789630613,Repeated,Subcutaneous,"FDA approval package document: Approval Package 050565 Part 01, page:8 PDF 4997k",https://www.pharmapendium.com/browse/fda/Amdinocillin/98282e407fde0d44e23549f4f9c934e1?reference=8,1983.0
16,18,84,Amifampridine,NC1=CC=NC=C1N,Hepatomegaly,Rat,-0.4771212547196624,Repeated,Oral,"EMA approval document: Assessment Report EMEA/H/C/001032, page:17 PDF 531k",https://www.pharmapendium.com/browse/ema/Amifampridine/ecc29ff280b769afc3c94bc2e06da635?reference=17,2009.0
17,19,85,Amifampridine Phosphate,NC1=C(N)C=NC=C1,Hepatomegaly,Rat,-1.3010299956639813,Repeated,Oral,"FDA approval package document: Pharmacology Review 208078/S-000 Part 02, page:84 PDF 11391k",https://www.pharmapendium.com/browse/fda/Amifampridine Phosphate/6971567a1cf6dab94b9c91505aaac1a6?reference=84,2018.0
18,20,91,Aminolevulinic Acid Hydrochloride,NCC(=O)CCC(=O)O,Hepatomegaly,Rat,-2.0,Repeated,Oral,"FDA approval package document: Pharmacology Review 208630/S-000, page:18 PDF 3615k",https://www.pharmapendium.com/browse/fda/Aminolevulinic Acid Hydrochloride/640039e288fff44a7e49927777ce7f64?reference=18,2017.0
19,21,93,Aminophylline,CN1C(=O)C2=C(N=CN2)N(C)C1=O,Hepatomegaly,Rat,-1.0791812460476249,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Toxicology and Applied Pharmacology 7,291,1965   ---   DOI:10.1016/0041-008X(65)90097-9   ISSN:0041-008X   JOURNAL:Toxicology and Applied Pharmacology   PAGES:291   VOLUME:7",http://dx.doi.org/10.1016/0041-008X(65)90097-9,1965.0
20,22,94,Amiodarone Hydrochloride,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,Hepatomegaly,Rat,-1.4393326938302626,Repeated,Oral,"FDA approval package document: Approval Package 018972/S-000 Part 01, page:8 PDF 1509k",https://www.pharmapendium.com/browse/fda/Amiodarone Hydrochloride/1ffebdb6bf4deba0d2bd2efdcc52ccd4?reference=8,1988.0
21,23,96,Amitriptyline Hydrochloride,CN(C)CCC=C1C2=C(C=CC=C2)CCC2=C1C=CC=C2,Hepatomegaly,Rat,-0.9542425094393248,Repeated,Intragastric,Reference from PharmaPendium Published Toxicity: 2005119040   ---   DOI:10.1016/j.toxlet.2020.02.007   ISSN:0378-4274   JOURNAL:Toxicology Letters   PAGES:43   VOLUME:325,http://dx.doi.org/10.1016/j.toxlet.2020.02.007,2020.0
22,25,98,Amoxicillin,CC1(C)SC2C(NC(=O)C(N)C3=CC=C(O)C=C3)C(=O)N2C1C(=O)O,Hepatomegaly,Rat,-3.3010299956639813,Repeated,Oral,"FDA approval package document: Pharmacology Review 050813/S-000, page:15 PDF 1634k",https://www.pharmapendium.com/browse/fda/Amoxicillin/015eb266cdcc47e3a5cc7bdec962f77d?reference=15,2007.0
23,26,99,Amphotericin B,CC1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,Hepatomegaly,Rat,-1.0,Repeated,Intravenous,"FDA approval package document: Approval Package 050724 Part 02, page:61 PDF 5905k",https://www.pharmapendium.com/browse/fda/Amphotericin B/a0fb7f56d6dd1ca570987dce7397b902?reference=61,1995.0
24,28,101,Amprenavir,CC(C)CN(CC(O)C(CC1=CC=CC=C1)NC(=O)OC1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,Hepatomegaly,Rat,-2.544068044350276,Repeated,Oral,"FDA approval package document: Pharmacology Review 021007/S-000; 021039/S-000, page:19 PDF 1550k",https://www.pharmapendium.com/browse/fda/Amprenavir/48f67e7468197a28681d5099ab1d2aae?reference=19,1998.0
25,29,107,Anastrozole,CC(C)(C#N)C1=CC(C(C)(C)C#N)=CC(CN2C=NC=N2)=C1,Hepatomegaly,Rat,-1.3979400086720375,Repeated,Oral,"FDA approval package document: Pharmacology Review 020541/S-010, page:13 PDF 829k",https://www.pharmapendium.com/browse/fda/Anastrozole/6bc1d39cbdef73502c2b202a1539bdac?reference=13,2002.0
26,30,109,Anidulafungin,CCCCCOC1=CC=C(C2=CC=C(C3=CC=C(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(C(C)O)NC(=O)C(C(O)C(O)C5=CC=C(O)C=C5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)C=C3)C=C2)C=C1,Hepatomegaly,Rat,-1.5440680443502757,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 021948/S-000; 021632/S-000, page:29 PDF 3419k",https://www.pharmapendium.com/browse/fda/Anidulafungin/5a8b3f5b87ca9a0caf47f2e7024cc485?reference=29,2003.0
27,32,112,Apremilast,CCOC1=C(OC)C=CC(C(CS(C)(=O)=O)N2C(=O)C3=CC=CC(NC(C)=O)=C3C2=O)=C1,Hepatomegaly,Mouse,-2.8750612633917,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/476353/2014; EMEA/H/C/003746, page:41 PDF 5634k",https://www.pharmapendium.com/browse/ema/Apremilast/5d252b41c66ed82190c08c6fb94cc716?reference=41,2014.0
28,36,175,Atazanavir Sulfate,COC(=O)NC(C(=O)NC(CC1=CC=CC=C1)C(O)CN(CC1=CC=C(C2=NC=CC=C2)C=C1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,Hepatomegaly,Rat,-2.780557320149522,Repeated,Oral,"EMA approval document: Scientific Discussion, page:9 PDF 362k",https://www.pharmapendium.com/browse/ema/Atazanavir Sulfate/a93a11d3afbe70add1b85a41351c4441?reference=9,2004.0
29,37,181,Atomoxetine Hydrochloride,CNCCC(OC1=CC=CC=C1C)C1=CC=CC=C1,Hepatomegaly,Rat,-1.293730756922482,Repeated,Oral,"FDA approval package document: Pharmacology Review 021411/S-000 Part 05, page:23 PDF 1497k",https://www.pharmapendium.com/browse/fda/Atomoxetine Hydrochloride/add15c7e5acb04911dbe2878416de97d?reference=23,2001.0
30,41,203,Aztreonam,CC1C(=NC(=O)C(NOC(C)(C)C(=O)O)C2=CSC(N)=N2)C(=O)N1S(=O)(=O)O,Hepatomegaly,Rat,-2.617000341120899,Repeated,Subcutaneous,"FDA approval package document: Approval Package 050580 Part 04, page:47 PDF 6472k",https://www.pharmapendium.com/browse/fda/Aztreonam/7b921af7cebff9f1cb6a52238d057819?reference=47,1986.0
31,45,224,Bempedoic Acid,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,Hepatomegaly,Rat,-1.5637776333621658,Repeated,Oral,"FDA approval package document: Approval Package 211616/S-000 Part 08, page:1 PDF 849k",https://www.pharmapendium.com/browse/fda/Bempedoic Acid/ab62f621ee1b630854d8da3ece6dda69?reference=1,2019.0
32,47,240,Benznidazole,O=C(CN1C=CN=C1[N+](=O)[O-])NCC1=CC=CC=C1,Hepatomegaly,Rat,-1.0,Repeated,Oral,"FDA approval package document: Pharmacology Review 209570/S-000 Part 01, page:49 PDF 11345k",https://www.pharmapendium.com/browse/fda/Benznidazole/ea6c524b79d1ed8cd262a8adc8124792?reference=49,2017.0
33,48,241,Benzophenone,O=C(C1=CC=CC=C1)C1=CC=CC=C1,Hepatomegaly,Rat,-1.4471580313422192,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Food and Chemical Toxicology 29,741,1971   ---   DOI:10.1016/0278-6915(91)90182-7   ISSN:0278-6915   JOURNAL:Food and Chemical Toxicology   PAGES:741   VOLUME:29",http://dx.doi.org/10.1016/0278-6915(91)90182-7,1971.0
34,49,242,Benzydamine,CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=C1C=CC=C2,Hepatomegaly,Mouse,-1.146128035678238,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Toxicology and Applied Pharmacology 10,148,1967   ---   DOI:10.1016/0041-008X(67)90136-6   ISSN:0041-008X   JOURNAL:Toxicology and Applied Pharmacology   PAGES:148   VOLUME:10",http://dx.doi.org/10.1016/0041-008X(67)90136-6,1967.0
35,51,259,Bepridil Hydrochloride,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,Hepatomegaly,Mouse,-2.397940008672037,Repeated,Oral,"FDA approval package document: Approval Package 019002 Part 07, page:1 PDF 2218k",https://www.pharmapendium.com/browse/fda/Bepridil Hydrochloride/5da4edd69312579909a910644baac7a0?reference=1,1990.0
36,54,265,Betaxolol Hydrochloride,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,Hepatomegaly,Rat,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Approval Package 019270/S-000, page:51 PDF 4585k",https://www.pharmapendium.com/browse/fda/Betaxolol Hydrochloride/3fe68fe535613daf2fd91b3bbf70919e?reference=51,1985.0
37,56,268,Bexarotene,C=C(C1=CC=C(C(=O)O)C=C1)C1=C(C)C=C2C(=C1)C(C)(C)CCC2(C)C,Hepatomegaly,Rat,-1.59659709562646,Repeated,Oral,"FDA approval package document: Pharmacology Review 021055/S-000 Part 01, page:19 PDF 1153k",https://www.pharmapendium.com/browse/fda/Bexarotene/3b5738f6e24512f5e7d2e26086bd425d?reference=19,1999.0
38,58,284,Bivalirudin,CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C1CCCN1C(=O)C(N)CC1=CC=CC=C1)C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CC(C)C)C(=O)O,Hepatomegaly,Rat,-2.397940008672037,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 020873/S-000 Part 03, page:6 PDF 1408k",https://www.pharmapendium.com/browse/fda/Bivalirudin/41f60d987acb34b425c6a4e8b8f69a46?reference=6,1999.0
39,60,288,Bosentan,COC1=CC=CC=C1OC1=C(OCCO)N=C(C2=NC=CC=N2)N=C1NS(=O)(=O)C1=CC=C(C(C)(C)C)C=C1,Hepatomegaly,Rat,-3.0301441417228645,Repeated,Oral,"FDA approval package document: Pharmacology Review 021290/S-000 Part 01, page:10 PDF 1496k",https://www.pharmapendium.com/browse/fda/Bosentan/fb952a4c87173b3d2b6aa2e23b6753ac?reference=10,2001.0
40,61,296,Bremelanotide Acetate,CCCCC(NC(C)=O)C(=O)NC1CC(=O)NCCCCC(C(=O)O)NC(=O)C(CC2=CNC3=C2C=CC=C3)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC2=CNC=N2)NC1=O,Hepatomegaly,Mouse,-1.7520484478194385,Repeated,Subcutaneous,"FDA approval package document: Approval Package 210557/S-000 Part 08, page:30 PDF 10057k",https://www.pharmapendium.com/browse/fda/Bremelanotide Acetate/02d5935322778cb32696d30da098b4b2?reference=30,2018.0
41,62,300,Brinzolamide,CCNC1CN(CCCOC)S(=O)(=O)C2=C1C=C(S(N)(=O)=O)S2,Hepatomegaly,Rat,-2.255272505103306,Repeated,Oral,"FDA approval package document: Pharmacology Review 020816/S-000 Part 01, page:35 PDF 1222k",https://www.pharmapendium.com/browse/fda/Brinzolamide/ec687d600c7fb731237cddf608dec88b?reference=35,1997.0
42,63,302,Brivaracetam,CCCC1CC(=O)N(C(CC)C(N)=O)C1,Hepatomegaly,Rat,-2.583576585633949,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/822086/2015; EMEA/H/C/003898/0000, page:28 PDF 1391k",https://www.pharmapendium.com/browse/ema/Brivaracetam/b57268d9ac3068c5cc834f5adc6fd0ba?reference=28,2015.0
43,65,306,Budesonide,CCCC1OC2CC3C4CC=C5CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,Hepatomegaly,Rat,-6.778151250383644,Repeated,Inhalation,"FDA approval package document: Pharmacology Review 020746/S-000, page:14 PDF 982k",https://www.pharmapendium.com/browse/fda/Budesonide/4f1fb593e80bd51d06988d9e9b4c42a6?reference=14,1998.0
44,66,307,Bumetanide,CCCCNC1=CC(C(=O)O)=CC(S(N)(=O)=O)=C1OC1=CC=CC=C1,Hepatomegaly,Rat,-1.4259687322722812,Repeated,Oral,"FDA approval package document: Approval Package 018225; 018226 Part 01, page:19 PDF 5382k",https://www.pharmapendium.com/browse/fda/Bumetanide/baf0fae035aea232184bc6d48ef45834?reference=19,1994.0
45,68,335,Butenafine Hydrochloride,CN(CC1=CC=C(C(C)(C)C)C=C1)CC1=CC=CC2=CC=CC=C12,Hepatomegaly,Rat,-2.2587056809417,Repeated,Subcutaneous,"FDA approval package document: Pharmacology Review 020524/S-005, page:6 PDF 399k",https://www.pharmapendium.com/browse/fda/Butenafine Hydrochloride/46b97c5aea2bd9e60954934697394239?reference=6,2000.0
46,70,345,Caffeine Citrate,CN1C(=O)C2=C(N=CN2C)N(C)C1=O,Hepatomegaly,Rat,-1.8129133566428557,Repeated,Intragastric,"FDA approval package document: Pharmacology Review 020793/S-000, page:27 PDF 2833k",https://www.pharmapendium.com/browse/fda/Caffeine Citrate/7fa4b021e6153510d5650dd90c1dce9a?reference=27,1999.0
47,71,348,Calcitriol,C=C1/C(=C\C=C2/CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,Hepatomegaly,Rat,-7.176091259055681,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 021068, page:9 PDF 1522k",https://www.pharmapendium.com/browse/fda/Calcitriol/aa065acddbfdd79b59b251145b954611?reference=9,1998.0
48,73,353,Candesartan Cilexetil,CCOC1=NC2=CC=CC(C(=O)OC(C)OC(=O)OC3CCCCC3)=C2N1CC1=CC=C(C2=CC=CC=C2C2=NNN=N2)C=C1,Hepatomegaly,Rat,-1.0,Repeated,Oral,"FDA approval package document: Pharmacology Review 020838/S-000 Part 01, page:34 PDF 1562k",https://www.pharmapendium.com/browse/fda/Candesartan Cilexetil/da41fac278b6827ce487dbe45f52e6ea?reference=34,1998.0
49,74,354,Cannabidiol,C=C(C)C1CCC(C)=CC1C1=C(O)C=C(CCCCC)C=C1O,Hepatomegaly,Mouse,-2.2247919564926817,Repeated,Oral,"FDA approval package document: Pharmacology Review 210365/S-000, page:29 PDF 12775k",https://www.pharmapendium.com/browse/fda/Cannabidiol/2ca6aedc4b850302e03713d2ab8b19aa?reference=29,2018.0
50,76,371,Carbamazepine,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C21,Hepatomegaly,Rat,-1.5740312677277188,Repeated,Oral,"FDA approval package document: Approval Package 018927/S-061, S-011, S-003, S-001, S-002, S-010, S-004, S-018, S-059, S-019 Part 01, page:33 PDF 4867k",https://www.pharmapendium.com/browse/fda/Carbamazepine/c72a28ad5effebdc76cd6f2d9ad3ec86?reference=33,1987.0
51,77,376,Carglumic Acid,NC(=O)NC(CCC(=O)O)C(=O)O,Hepatomegaly,Rat,-2.8239087409443187,Repeated,Oral,"FDA approval package document: Pharmacology Review 022562/S-000 Part 04, page:15 PDF 4470k",https://www.pharmapendium.com/browse/fda/Carglumic Acid/5715c822f5e5583890fe0d541762a880?reference=15,2010.0
52,79,393,Carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,Hepatomegaly,Rat,-2.903089986991944,Repeated,Oral,"FDA approval package document: Approval Package 011792/S-041 Part 12, page:14 PDF 402k",https://www.pharmapendium.com/browse/fda/Carisoprodol/1a1908c9868c3814c5cf3286b691e831?reference=14,2007.0
53,80,398,Cefaloridine,O=C(CC1=CC=CS1)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3=CC=CC=C3)CSC12,Hepatomegaly,Rat,-1.484299839346786,Repeated,Subcutaneous,"Reference from PharmaPendium Published Toxicity: Toxicology and Applied Pharmacology 8,407,1966   ---   DOI:10.1016/0041-008X(66)90051-2   ISSN:0041-008X   JOURNAL:Toxicology and Applied Pharmacology   PAGES:407   VOLUME:8",http://dx.doi.org/10.1016/0041-008X(66)90051-2,1966.0
54,81,400,Cefditoren Pivoxil,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\C3=C(C)N=CS3)CSC12)C1=CSC(N)=N1,Hepatomegaly,Rat,-2.773603622632923,Repeated,Oral,"FDA approval package document: Pharmacology Review 021222/S-000, page:13 PDF 1253k",https://www.pharmapendium.com/browse/fda/Cefditoren Pivoxil/0901a16bcd5765996b9634b7443f3eae?reference=13,1999.0
55,82,404,Cefepime Hydrochloride,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)C1=CSC(N)=N1,Hepatomegaly,Rat,-3.0,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 050817/S-000, page:14 PDF 1555k",https://www.pharmapendium.com/browse/fda/Cefepime Hydrochloride/0c30dfb84d60e51f9eba207fad913afa?reference=14,2007.0
56,83,405,Cefonicid Sodium,O=C(NC1C(=O)N2C(C(=O)O)C(=CSC3=NN=NN3CS(=O)(=O)O)CSC12)C(O)C1=CC=CC=C1,Hepatomegaly,Rat,-2.0,Repeated,Intraperitoneal,"FDA approval package document: Approval Package 050579 Part 03, page:37 PDF 5140k",https://www.pharmapendium.com/browse/fda/Cefonicid Sodium/4d65530ff33b4bbe08dbebadee5eaee0?reference=37,1984.0
57,84,407,Ceftazidime,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3=CC=CC=C3)CSC12)C1=CSC(N)=N1)C(=O)O,Hepatomegaly,Rat,-2.8750612633917,Repeated,Subcutaneous,"FDA approval package document: Approval Package 050578 Part 01, page:14 PDF 4762k",https://www.pharmapendium.com/browse/fda/Ceftazidime/1cd0911cf52fca25f2dc0e6329639eec?reference=14,1985.0
58,91,429,Cevimeline Hydrochloride,CC1OC2(CS1)CN1CCC2CC1,Hepatomegaly,Mouse,-1.6056641155967877,Repeated,Oral,"FDA approval package document: Pharmacology Review 020989/S-000, page:30 PDF 1384k",https://www.pharmapendium.com/browse/fda/Cevimeline Hydrochloride/65d27f8b802cefe5af3e7c4b49be1859?reference=30,1999.0
59,96,437,Ciclesonide,CC(C)C(=O)OCC(=O)C12OC(C3CCCCC3)OC1CC1C3CC=C4CC(=O)C=CC4(C)C3C(O)CC12C,Hepatomegaly,Rat,-8.92569876119301,Repeated,Inhalation,"FDA approval package document: Pharmacology Review 021658/S-000 Part 01, page:89 PDF 7036k",https://www.pharmapendium.com/browse/fda/Ciclesonide/0650561f95807aad73b20524047485ae?reference=89,2007.0
60,97,441,Ciclopirox,CC1=CC(=O)N(O)C(C2CCCCC2)=C1,Hepatomegaly,Rat,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Approval Package 018748 Part 02, page:48 PDF 5723k",https://www.pharmapendium.com/browse/fda/Ciclopirox/16ef7e32e16afc74aacf281177b7d9ef?reference=48,1982.0
61,98,442,Cidofovir,NC1=NC(=O)N(CC(CO)OC[PH](=O)(=O)O)C=C1,Hepatomegaly,Rat,-0.6989700043360189,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 020638 Part 01, page:25 PDF 11015k",https://www.pharmapendium.com/browse/fda/Cidofovir/81389b7c8bc0142f8bc1942851b394e8?reference=25,1995.0
62,99,443,Cilostazol,O=C1CCC2=C(C=CC(OCCCCC3=NN=NN3C3CCCCC3)=C2)N1,Hepatomegaly,Rat,-1.4771212547196624,Repeated,Oral,"FDA approval package document: Pharmacology Review 020863/S-000 Part 02, page:8 PDF 2476k",https://www.pharmapendium.com/browse/fda/Cilostazol/48d400b3c32a0c02ff1de731c88448b2?reference=8,1998.0
63,110,469,Cobicistat,CC(C)C1=NC(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,Hepatomegaly,Rat,-1.7958800173440752,Repeated,Oral,"FDA approval package document: Pharmacology Review 203094/S-000, page:34 PDF 4686k",https://www.pharmapendium.com/browse/fda/Cobicistat/fbd81667efa64e5238763760c47bacb4?reference=34,2012.0
64,112,474,Conivaptan Hydrochloride,CC1=NC2=C(N1)C1=CC=CC=C1N(C(=O)C1=CC=C(NC(=O)C3=CC=CC=C3C3=CC=CC=C3)C=C1)CC2,Hepatomegaly,Rat,-1.8129133566428557,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 021697/S-000 Part 01, page:67 PDF 5313k",https://www.pharmapendium.com/browse/fda/Conivaptan Hydrochloride/860e08effb2fca2bf492f3fb05d05a2d?reference=67,2005.0
