Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Anidulafungin,CCCCCOC1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O,Hepatic failure,Human,-0.6989700043360189,Repeated,Intravenous,"EMA approval document: ANNEX I, page:4 PDF 246k",https://www.pharmapendium.com/browse/ema/Anidulafungin/b0126dc536ecaaa2fca7659f1a5064c5?reference=4,2020.0,CCCCCOC1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)N[CH]1C[CH](O)[CH](O)NC(=O)[CH]2[CH](O)[CH](C)CN2C(=O)[CH](NC(=O)[CH](NC(=O)[CH]2C[CH](O)CN2C(=O)[CH](NC1=O)[CH](C)O)[CH](O)[CH](O)C1=CC=C(O)C=C1)[CH](C)O
Apixaban,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,Hepatic failure,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 202155/S-000 Part 21, page:7 PDF 4343k",https://www.pharmapendium.com/browse/fda/Apixaban/709e0370f29772b0b0d37de36ec49231?reference=7,2012.0,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O
Argatroban,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=C2NCC(C)CC2=CC=C1,Hepatic failure,Human,-2.6989700043360187,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 020883/S-000 Part 02, page:16 PDF 1482k",https://www.pharmapendium.com/browse/fda/Argatroban/b122a5989d050ed712a3caf647e9286a?reference=16,2000.0,C[CH]1CCN([CH](C1)C(O)=O)C(=O)[CH](CCCNC(N)=N)NS(=O)(=O)C1=C2NCC(C)CC2=CC=C1
Aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl,Hepatic failure,Human,-1.4771212547196624,Repeated,Oral,"FDA approval package document: Approval Package 021436/S-019, S-020, S-022; 021713/S-014 Part 10, page:12 PDF 3580k",https://www.pharmapendium.com/browse/fda/Aripiprazole/de18cdf02f2dcd6fecbf15cd801fba12?reference=12,2008.0,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl
Arsenic Trioxide,O1[As]2O[As]1O2,Hepatic failure,Human,-0.47712125471966244,Repeated,Intravenous,"EMA approval document: Assessment Report EMA/CHMP/623089/2016; EMEA/H/C/000388/II/0058, page:49 PDF 2793k",https://www.pharmapendium.com/browse/ema/Arsenic Trioxide/fe610381fc16a4934c63adf8252ffd96?reference=49,2016.0,O1[As]2O[As]1O2
Atorvastatin Calcium,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC=C2)=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1,Hepatic failure,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Printed Labeling 077575/S-000, page:2 PDF 8877k",https://www.pharmapendium.com/browse/fda/Atorvastatin Calcium/b2b778f4f7c1d7393c50ff220ea5034f?reference=2,2010.0,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC=C2)=C(N1CC[CH](O)C[CH](O)CC([O-])=O)C1=CC=C(F)C=C1
Avapritinib,CN1C=C(C=N1)C1=CN2N=CN=C(N3CCN(CC3)C3=NC=C(C=N3)[C@@](C)(N)C3=CC=C(F)C=C3)C2=C1,Hepatic failure,Human,-2.6020599913279625,Repeated,Oral,"EMA approval document: Public Assessment Report EMA/451735/2020; EMEA/H/C/005208/0000, page:113 PDF 6437k",https://www.pharmapendium.com/browse/ema/Avapritinib/a9be25284fcc55e1cf2294919763f338?reference=113,2020.0,CN1C=C(C=N1)C1=CN2N=CN=C(N3CCN(CC3)C3=NC=C(C=N3)[C](C)(N)C3=CC=C(F)C=C3)C2=C1
Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,Hepatic failure,Human,-0.47712125471966244,Repeated,Oral,"FDA approval package document: Approval Package 065488/S-002 Part 01, page:14 PDF 2508k",https://www.pharmapendium.com/browse/fda/Azithromycin/6dbfdbc999ef9120663ed3d70f42ef80?reference=14,2017.0,CC[CH]1OC(=O)[CH](C)[CH](O[CH]2C[C](C)(OC)[CH](O)[CH](C)O2)[CH](C)[CH](O[CH]2O[CH](C)C[CH]([CH]2O)N(C)C)[C](C)(O)C[CH](C)CN(C)[CH](C)[CH](O)[C]1(C)O
Balsalazide Disodium,OC1=CC=C(C=C1C([O-])=O)\N=N\C1=CC=C(C=C1)C(=O)NCCC([O-])=O,Hepatic failure,Human,-0.3010299956639812,Repeated,Oral,"FDA approval package document: Label 022205/S-000, page:5 PDF 1039k",https://www.pharmapendium.com/browse/fda/Balsalazide Disodium/39f42c3ed4963ef1763049c817e6579c?reference=5,2012.0,OC1=CC=C(C=C1C([O-])=O)\N=N\C1=CC=C(C=C1)C(=O)NCCC([O-])=O
Benoxaprofen,CC(C(O)=O)C1=CC=C2OC(=NC2=C1)C1=CC=C(Cl)C=C1,Hepatic failure,Human,-2.7781512503836434,Repeated,Oral,"FDA approval package document: Approval Package 018250 Part 05, page:92 PDF 8958k",https://www.pharmapendium.com/browse/fda/Benoxaprofen/4221dcac090aff247cd304eadbb31844?reference=92,1976.0,CC(C(O)=O)C1=CC=C2OC(=NC2=C1)C1=CC=C(Cl)C=C1
Bepridil Hydrochloride,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,Hepatic failure,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Approval Package 019002 Part 01, page:35 PDF 3868k",https://www.pharmapendium.com/browse/fda/Bepridil Hydrochloride/de8e6fe6f954840cd41f1a0dbc1b255b?reference=35,1990.0,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1
Binimetinib,CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO,Hepatic failure,Human,-1.7781512503836436,Repeated,Oral,"EMA approval document: Public Assessment Report EMA/CHMP/554701/2018; EMEA/H/C/004579/0000, page:161 PDF 7846k",https://www.pharmapendium.com/browse/ema/Binimetinib/7ff4ee13f77542f6f02b01b8fe161ec1?reference=161,2018.0,CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO
Bosentan,COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1,Hepatic failure,Human,-2.3979400086720375,Repeated,Oral,"FDA approval package document: Label 209279/S-000, page:12 PDF 1644k",https://www.pharmapendium.com/browse/fda/Bosentan/648b177208c756f4b29e1bc828f06d66?reference=12,2017.0,COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1
Bumetanide,CCCCNC1=CC(=CC(=C1OC1=CC=CC=C1)S(N)(=O)=O)C(O)=O,Hepatic failure,Human,-0.47712125471966244,Repeated,Oral,"FDA approval package document: Approval Package 018225/S-009, S-002; 018226/S-002 Part 02, page:58 PDF 6224k",https://www.pharmapendium.com/browse/fda/Bumetanide/52a32cff72a31c3a1e345079cd7f9bd7?reference=58,1981.0,CCCCNC1=CC(=CC(=C1OC1=CC=CC=C1)S(N)(=O)=O)C(O)=O
Buprenorphine Hydrochloride,[H][C@@]1(C[C@@]23CC[C@]1(OC)[C@@H]1OC4=C(O)C=CC5=C4[C@]21CCN(CC1CC1)[C@@H]3C5)[C@](C)(O)C(C)(C)C,Hepatic failure,Human,-1.2041199826559248,Repeated,Sublingual,"FDA approval package document: Medical/Clinical Review 204442/S-000 Part 06, page:137 PDF 22179k",https://www.pharmapendium.com/browse/fda/Buprenorphine Hydrochloride/f3b7b67010a881ad416f9c16b61b5110?reference=137,2013.0,[H][C]1(C[C]23CC[C]1(OC)[CH]1OC4=C(O)C=CC5=C4[C]21CCN(CC1CC1)[CH]3C5)[C](C)(O)C(C)(C)C
Carbamazepine,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,Hepatic failure,Human,-3.0,Repeated,Oral,"FDA approval package document: Approval Package 018281/S-031, page:16 PDF 2105k",https://www.pharmapendium.com/browse/fda/Carbamazepine/ce26ebd213d85fb7fb3989af05f689a3?reference=16,2001.0,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12
Cefaclor,N[C@@H](C(=O)N[C@H]1[C@H]2SCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,Hepatic failure,Human,-3.1760912590556813,Repeated,Oral,"FDA approval package document: Medical Officer Review 050673, page:22 PDF 823k",https://www.pharmapendium.com/browse/fda/Cefaclor/958552a37638588838bf75cc75ba80b6?reference=22,1993.0,N[CH](C(=O)N[CH]1[CH]2SCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1
Cefdinir,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,Hepatic failure,Human,-2.7781512503836434,Repeated,Oral,"FDA approval package document: Printed Labeling 050749/S-000, page:23 PDF 1493k",https://www.pharmapendium.com/browse/fda/Cefdinir/10c4f05e362d284ea2ef7800cb8bc9b3?reference=23,1997.0,[H][C]12SCC(C=C)=C(N1C(=O)[CH]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O
Cefepime Hydrochloride,CO\N=C(C(=O)N[C@H]1[C@H]2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)\C1=CSC(N)=N1,Hepatic failure,Human,-3.3010299956639813,Repeated,Parenteral,"FDA approval package document: Approval Package 050679 Part 10, page:22 PDF 9169k",https://www.pharmapendium.com/browse/fda/Cefepime Hydrochloride/e11b724b8378a80dcad097995138d99f?reference=22,1996.0,CO\N=C(C(=O)N[CH]1[CH]2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)\C1=CSC(N)=N1
Cefmetazole Sodium,CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C([O-])=O,Hepatic failure,Human,-3.6020599913279625,Repeated,Parenteral,"FDA approval package document: Approval Package 050637 Part 04, page:52 PDF 6408k",https://www.pharmapendium.com/browse/fda/Cefmetazole Sodium/61867a5e5606504d9f1213d3ad346a7d?reference=52,1989.0,CO[C]1(NC(=O)CSCC#N)[CH]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C([O-])=O
Celecoxib,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,Hepatic failure,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020998/S-010 Part 01, page:30 PDF 1551k",https://www.pharmapendium.com/browse/fda/Celecoxib/f6ae2cf478c06c9128a40939d9a6a696?reference=30,2000.0,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
Ciprofloxacin Hydrochloride,OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O,Hepatic failure,Human,-2.6020599913279625,Repeated,Intravenous,"FDA approval package document: Approval Package 019847/S-002, S-008, S-015; 019857/S-004, S-008, S-017; 019858/S-004, S-007, S-008, S-009, S-015 Part 11, page:20 PDF 7200k",https://www.pharmapendium.com/browse/fda/Ciprofloxacin Hydrochloride/dd6537ddafede0a5ba169663a935dd82?reference=20,1991.0,OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O
Cladribine,NC1=NC(Cl)=NC2=C1N=CN2[C@@H]1C[C@H](O)[C@@H](CO)O1,Hepatic failure,Human,-0.9542425094393249,Repeated,Intravenous,"FDA approval package document: Approval Package 020229 Part 01, page:22 PDF 7054k",https://www.pharmapendium.com/browse/fda/Cladribine/9a965d8dbcda6fb2cf7389cad5f4e713?reference=22,1993.0,NC1=NC(Cl)=NC2=C1N=CN2[CH]1C[CH](O)[CH](CO)O1
Clobazam,CN1C(=O)CC(=O)N(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2,Hepatic failure,Human,-1.6020599913279623,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 202067/S-000 Part 11, page:33 PDF 452k",https://www.pharmapendium.com/browse/fda/Clobazam/89f4ef88f01f7595fe2167ebdb1ee621?reference=33,2010.0,CN1C(=O)CC(=O)N(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2
Clopidogrel Hydrobromide,COC(=O)[C@@H](N1CCC2=C(C1)C=CS2)C1=CC=CC=C1Cl,Hepatic failure,Human,-1.8750612633917,Repeated,Oral,"EMA approval document: ANNEX I, page:9 PDF 770k",https://www.pharmapendium.com/browse/ema/Clopidogrel Hydrobromide/f4e3980f774689c09aa0d0a34c5849df?reference=9,2015.0,COC(=O)[CH](N1CCC2=C(C1)C=CS2)C1=CC=CC=C1Cl
Clozapine,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2,Hepatic failure,Human,-2.9542425094393248,Repeated,Oral,"FDA approval package document: Label 203479/S-000, page:27 PDF 1267k",https://www.pharmapendium.com/browse/fda/Clozapine/107c277867a1040822f8ad90fa780b3d?reference=27,2013.0,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2
Conivaptan Hydrochloride,CC1=NC2=C(N1)C1=CC=CC=C1N(CC2)C(=O)C1=CC=C(NC(=O)C2=CC=CC=C2C2=CC=CC=C2)C=C1,Hepatic failure,Human,-1.9030899869919435,Repeated,Oral/intravenous,"FDA approval package document: Medical/Clinical Review 021697/S-000 Part 01, page:74 PDF 5759k",https://www.pharmapendium.com/browse/fda/Conivaptan Hydrochloride/d4c3ea267d1e8379dd3867ad0fc78825?reference=74,2005.0,CC1=NC2=C(N1)C1=CC=CC=C1N(CC2)C(=O)C1=CC=C(NC(=O)C2=CC=CC=C2C2=CC=CC=C2)C=C1
Crizotinib,C[C@@H](OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C(F)=CC=C1Cl,Hepatic failure,Human,-2.3979400086720375,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/327604/2016; EMEA/H/C/002489/II/0039, page:53 PDF 2681k",https://www.pharmapendium.com/browse/ema/Crizotinib/6a9ab329e10da0bc09896710addd11ef?reference=53,2016.0,C[CH](OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C(F)=CC=C1Cl
Cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1,Hepatic failure,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Label 203856/S-000, page:7 PDF 333k",https://www.pharmapendium.com/browse/fda/Cyclophosphamide/d134b6b0c0f1d60144f6d82dbd25f9e9?reference=7,2013.0,ClCCN(CCCl)P1(=O)NCCCO1
Cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,Hepatic failure,Human,-1.0,Repeated,Oral,"FDA approval package document: Approval Package 050573 Part 04, page:35 PDF 4409k",https://www.pharmapendium.com/browse/fda/Cyclosporine/6909d22756639b4844e9d9b997af0935?reference=35,1987.0,CC[CH]1NC(=O)[CH]([CH](O)[CH](C)C\C=C\C)N(C)C(=O)[CH](C(C)C)N(C)C(=O)[CH](CC(C)C)N(C)C(=O)[CH](CC(C)C)N(C)C(=O)[CH](C)NC(=O)[CH](C)NC(=O)[CH](CC(C)C)N(C)C(=O)[CH](NC(=O)[CH](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
Daclatasvir Dihydrochloride,COC(=O)NC(C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@@H]1CCCN1C(=O)C(NC(=O)OC)C(C)C,Hepatic failure,Human,-1.7781512503836436,Repeated,Oral,"EMA approval document: Assessment Report EMA/419836/2014; EMEA/H/C/003768/0000, page:77 PDF 5506k",https://www.pharmapendium.com/browse/ema/Daclatasvir Dihydrochloride/209db9eedab6b5981bbf612f24b917ec?reference=77,2014.0,COC(=O)NC(C(C)C)C(=O)N1CCC[CH]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[CH]1CCCN1C(=O)C(NC(=O)OC)C(C)C
Dacomitinib,COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,Hepatic failure,Human,-1.6532125137753437,Repeated,Oral,"EMA approval document: ANNEX I, page:6 PDF 337k",https://www.pharmapendium.com/browse/ema/Dacomitinib/1f9e16464dfeb7fd179b077eec8d7a0d?reference=6,2021.0,COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
Dasabuvir Sodium,COC1=C(C=C(C=C1C(C)(C)C)N1C=CC(=O)NC1=O)C1=CC=C2C=C([N-]S(C)(=O)=O)C=CC2=C1,Hepatic failure,Human,-2.3979400086720375,Repeated,Oral,"EMA approval document: ANNEX I, page:27 PDF 604k",https://www.pharmapendium.com/browse/ema/Dasabuvir Sodium/eeb87850fac098b7fb56dba3dd11b66b?reference=27,2017.0,COC1=C(C=C(C=C1C(C)(C)C)N1C=CC(=O)NC1=O)C1=CC=C2C=C([N-]S(C)(=O)=O)C=CC2=C1
Deferasirox,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,Hepatic failure,Human,-1.1760912590556813,Repeated,Oral,"EMA approval document: Assessment Report EMA/44672/2013; EMEA/H/C/000670/II/0026, page:34 PDF 3055k",https://www.pharmapendium.com/browse/ema/Deferasirox/a8f20b38c6e6b768ecfb72bbf27f7278?reference=34,2012.0,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O
Deferiprone,CN1C=CC(=O)C(O)=C1C,Hepatic failure,Human,-1.8750612633917,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021825/S-000 Part 14, page:7 PDF 847k",https://www.pharmapendium.com/browse/fda/Deferiprone/2f6570a61c376aecdf77d49b471f2ec3?reference=7,2011.0,CN1C=CC(=O)C(O)=C1C
Dexamethasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Hepatic failure,Human,-2.845098040014257,Repeated,Ocular,"FDA approval package document: Approval Package 022315/S-009 Part 11, page:32 PDF 615k",https://www.pharmapendium.com/browse/fda/Dexamethasone/cda53a0584b3cf01ecbc765a1e3dfbba?reference=32,2014.0,[H][C]12C[CH](C)[C](O)(C(=O)CO)[C]1(C)C[CH](O)[C]1(F)[C]2([H])CCC2=CC(=O)C=C[C]12C
Diclofenac,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,Hepatic failure,Human,-0.47712125471966244,Repeated,Oral,"FDA approval package document: Approval Package 204592/S-002 Part 04, page:97 PDF 18140k",https://www.pharmapendium.com/browse/fda/Diclofenac/5fad2614920d8af878670ad356415995?reference=97,2014.0,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
Diclofenac Potassium,[O-]C(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,Hepatic failure,Human,-1.6989700043360187,Repeated,Oral,"FDA approval package document: Label 022165/S-000, page:5 PDF 1056k",https://www.pharmapendium.com/browse/fda/Diclofenac Potassium/bee628ad74512445c9862588c833927f?reference=5,2009.0,[O-]C(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
Dolutegravir Sodium,[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C([O-])=C3C(=O)N1[C@H](C)CCO2,Hepatic failure,Human,-2.0,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 204790 Part 04, page:12 PDF 7848k",https://www.pharmapendium.com/browse/fda/Dolutegravir Sodium/1ad0a2b9727ce58261902f144c3cb335?reference=12,2012.0,[H][C]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C([O-])=C3C(=O)N1[CH](C)CCO2
Doravirine,CN1C(=O)NN=C1CN1C=CC(=C(OC2=CC(=CC(Cl)=C2)C#N)C1=O)C(F)(F)F,Hepatic failure,Human,-2.0,Repeated,Oral,"FDA approval package document: Approval Package 210806/S-000 Part 06, page:38 PDF 11051k",https://www.pharmapendium.com/browse/fda/Doravirine/7babb97ed6a4ea205e52af3956344af6?reference=38,2018.0,CN1C(=O)NN=C1CN1C=CC(=C(OC2=CC(=CC(Cl)=C2)C#N)C1=O)C(F)(F)F
