Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Doripenem,[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,Hepatitis toxic,Human,-0.9030899869919435,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 022106/S-000 Part 07, page:66 PDF 6553k",https://www.pharmapendium.com/browse/fda/Doripenem/f39bc05dfa6b38d3afc67502182deac1?reference=66,2007.0,[H][C]12[CH](C)C(S[CH]3CN[CH](CNS(N)(=O)=O)C3)=C(N1C(=O)[C]2([H])[CH](C)O)C(O)=O
Etodolac,CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O,Hepatitis toxic,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Approval Package 018922/S-007, S-008, S-013, S-014, S-015 Part 04, page:50 PDF 4759k",https://www.pharmapendium.com/browse/fda/Etodolac/ce8f6e472745846c8d0f88b294e2379f?reference=50,1991.0,CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O
Ezogabine,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1,Hepatitis toxic,Human,-0.47712125471966244,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022345/S-000 Part 09, page:14 PDF 798k",https://www.pharmapendium.com/browse/fda/Ezogabine/32ffc5ac0f220009d9a5886e136f3359?reference=14,2011.0,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1
Fingolimod Hydrochloride,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1,Hepatitis toxic,Human,-1.3979400086720377,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022527/S-000 Part 08, page:48 PDF 1113k",https://www.pharmapendium.com/browse/fda/Fingolimod Hydrochloride/972ed03239ccc918de6c168481c7e6ec?reference=48,2009.0,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1
Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,Hepatitis toxic,Human,-0.7781512503836436,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 201803/S-000 Part 03, page:8 PDF 376k",https://www.pharmapendium.com/browse/fda/Ibuprofen/9a4e5776ba1885b5eb6a94ddf3f8e03e?reference=8,2012.0,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
Indomethacin,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,Hepatitis toxic,Human,-0.47712125471966244,Repeated,Oral,"FDA approval package document: Label 204768/S-000, page:10 PDF 513k",https://www.pharmapendium.com/browse/fda/Indomethacin/8739319fb80bf8712b81706fd68b8752?reference=10,2014.0,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O
Ketoprofen,CC(C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1,Hepatitis toxic,Human,-2.0,Repeated,Oral,"FDA approval package document: Medical Officer Review 020429 Part 02, page:30 PDF 1711k",https://www.pharmapendium.com/browse/fda/Ketoprofen/294fff90244c022796a65f8836bc24b2?reference=30,1995.0,CC(C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1
Lenalidomide,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Hepatitis toxic,Human,-1.3979400086720377,Repeated,Oral,"EMA approval document: ANNEX I, page:40 PDF 659k",https://www.pharmapendium.com/browse/ema/Lenalidomide/085a38d0a6c5475c2831f18710affde9?reference=40,2020.0,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O
Maraviroc,[H][C@]12CC[C@]([H])(C[C@H](C1)N1C(C)=NN=C1C(C)C)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,Hepatitis toxic,Human,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022128/S-000, page:23 PDF 8317k",https://www.pharmapendium.com/browse/fda/Maraviroc/e100e3226906927d8e7a780313319af6?reference=23,2007.0,[H][C]12CC[C]([H])(C[CH](C1)N1C(C)=NN=C1C(C)C)N2CC[CH](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1
Nevirapine,CC1=CC=NC2=C1NC(=O)C1=C(N=CC=C1)N2C1CC1,Hepatitis toxic,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 201152/S-000 Part 05, page:12 PDF 347k",https://www.pharmapendium.com/browse/fda/Nevirapine/6da9b8e6076254afeebf80bca57bb955?reference=12,2011.0,CC1=CC=NC2=C1NC(=O)C1=C(N=CC=C1)N2C1CC1
Nilotinib Hydrochloride Monohydrate,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CC=CN=C3)=C(C)C=C2)=C1)C(F)(F)F,Hepatitis toxic,Human,-2.9030899869919438,Repeated,Oral,"EMA approval document: ANNEX I, page:17 PDF 1383k",https://www.pharmapendium.com/browse/ema/Nilotinib Hydrochloride Monohydrate/f1f0d28ac04823330e8921a3f480f0ab?reference=17,2021.0,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CC=CN=C3)=C(C)C=C2)=C1)C(F)(F)F
Olanzapine,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,Hepatitis toxic,Human,-1.0,Repeated,Oral,"FDA approval package document: Approval Package 020592/S-035, S-039, S-040, S-041, S-049, S-053; 021086/S-021; 021253/S-037 Part 09, page:5 PDF 2732k",https://www.pharmapendium.com/browse/fda/Olanzapine/b988b1858ec7f4d5256448c24b42b372?reference=5,2010.0,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
Oxcarbazepine,NC(=O)N1C2=CC=CC=C2CC(=O)C2=CC=CC=C12,Hepatitis toxic,Human,-3.380211241711606,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021014/S-000 Part 05, page:34 PDF 1554k",https://www.pharmapendium.com/browse/fda/Oxcarbazepine/3089aa444987cd9fb4bb90cb086ed9a2?reference=34,1999.0,NC(=O)N1C2=CC=CC=C2CC(=O)C2=CC=CC=C12
Ozanimod Hydrochloride,CC(C)OC1=C(C=C(C=C1)C1=NC(=NO1)C1=C2CC[C@H](NCCO)C2=CC=C1)C#N,Hepatitis toxic,Human,-0.0,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 209899/S-000 Part 04, page:25 PDF 9758k",https://www.pharmapendium.com/browse/fda/Ozanimod Hydrochloride/8b224be2239d5e5f42efec391f71668d?reference=25,2019.0,CC(C)OC1=C(C=C(C=C1)C1=NC(=NO1)C1=C2CC[CH](NCCO)C2=CC=C1)C#N
Penicillamine,CC(C)(S)[C@H](N)C(O)=O,Hepatitis toxic,Human,-0.0,Repeated,Oral,"FDA approval package document: Approval Package 019853/S-012 Part 02, page:8 PDF 3211k",https://www.pharmapendium.com/browse/fda/Penicillamine/bcf233dfb3d503a17a4ca97834344678?reference=8,2004.0,CC(C)(S)[CH](N)C(O)=O
Phenytoin,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,Hepatitis toxic,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Approval Package 008762/S-039 Part 01, page:16 PDF 427k",https://www.pharmapendium.com/browse/fda/Phenytoin/f663eb919dfb8c88d5bfb73c9391cea1?reference=16,2011.0,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
Phenytoin Sodium,[O-]C1=NC(C(=O)N1)(C1=CC=CC=C1)C1=CC=CC=C1,Hepatitis toxic,Human,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Approval Package 040621/S-000 Part 01, page:8 PDF 9629k",https://www.pharmapendium.com/browse/fda/Phenytoin Sodium/54e51c00bc27022bd303d2a10f9b6bd3?reference=8,2006.0,[O-]C1=NC(C(=O)N1)(C1=CC=CC=C1)C1=CC=CC=C1
Rivaroxaban,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,Hepatitis toxic,Human,-1.0,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022406/S-000 Part 02, page:4 PDF 2110k",https://www.pharmapendium.com/browse/fda/Rivaroxaban/89baeace45e27c62f8f6a207f9355b2d?reference=4,2009.0,ClC1=CC=C(S1)C(=O)NC[CH]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O
Spirapril Hydrochloride,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(O)=O)SCCS2,Hepatitis toxic,Human,-1.380211241711606,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020240, page:1 PDF 205k",https://www.pharmapendium.com/browse/fda/Spirapril Hydrochloride/45d43ec541e88cd1f1ab3389f0d8a8d2?reference=1,1993.0,CCOC(=O)[CH](CCC1=CC=CC=C1)N[CH](C)C(=O)N1CC2(C[CH]1C(O)=O)SCCS2
Sulfadimethoxine,COC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(OC)=N1,Hepatitis toxic,Human,-3.6989700043360187,Repeated,Oral,"FDA approval package document: Review 011766 Part 04, page:44 PDF 3798k",https://www.pharmapendium.com/browse/fda/Sulfadimethoxine/79dbf5f89784f6e41014a03dfa15f547?reference=44,1968.0,COC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(OC)=N1
Sulfamethoxypyridazine,COC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1,Hepatitis toxic,Human,0,Repeated,Oral,"FDA approval package document: Approval Package 010849, page:18 PDF 5807k",https://www.pharmapendium.com/browse/fda/Sulfamethoxypyridazine/cf86ec5790f7922db98245a1673a0484?reference=18,1968.0,COC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1
Teriflunomide,C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F,Hepatitis toxic,Human,-1.146128035678238,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 202992/S-000 Part 13, page:87 PDF 12330k",https://www.pharmapendium.com/browse/fda/Teriflunomide/b2df39771e4d6f7378d34375c402ae4b?reference=87,2012.0,C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F
Tipranavir,CCC[C@@]1(CCC2=CC=CC=C2)CC(O)=C([C@H](CC)C2=CC=CC(NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)=C2)C(=O)O1,Hepatitis toxic,Human,-2.6989700043360187,Repeated,Oral,"FDA approval package document: Label 022292/S-000; 021814/S-005, page:8 PDF 781k",https://www.pharmapendium.com/browse/fda/Tipranavir/e64bd5097e32bb239dcfdbb10f33afad?reference=8,2008.0,CCC[C]1(CCC2=CC=CC=C2)CC(O)=C([CH](CC)C2=CC=CC(NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)=C2)C(=O)O1
Ulipristal Acetate,[H][C@@]12CCC3=CC(=O)CCC3=C1[C@H](C[C@@]1(C)[C@@]2([H])CC[C@]1(OC(C)=O)C(C)=O)C1=CC=C(C=C1)N(C)C,Hepatitis toxic,Human,-0.6989700043360189,Repeated,Oral,"EMA approval document: Assessment Report EMA/70192/2018; EMEA/H/A-31/1496, page:5 PDF 374k",https://www.pharmapendium.com/browse/ema/Ulipristal Acetate/c129333ea657fa9e9bb2fdc3911b5801?reference=5,2020.0,[H][C]12CCC3=CC(=O)CCC3=C1[CH](C[C]1(C)[C]2([H])CC[C]1(OC(C)=O)C(C)=O)C1=CC=C(C=C1)N(C)C
Vigabatrin,NC(CCC(O)=O)C=C,Hepatitis toxic,Human,-3.0,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020427/S-000 Part 06, page:35 PDF 6387k",https://www.pharmapendium.com/browse/fda/Vigabatrin/150f09a447bc03963ea33ba49100971a?reference=35,2009.0,NC(CCC(O)=O)C=C
