Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Amphotericin B Liposome,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@H]([C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@H]1C)O2)C(O)=O,Hepatotoxicity,Human,-0.7781512503836436,Repeated,Intravenous,"FDA approval package document: Approval Package 050740/S-000, page:30 PDF 2697k",https://www.pharmapendium.com/browse/fda/Amphotericin B Liposome/09e8340a323dd2df58991540712bd514?reference=30,1997.0,C[CH]1OC(=O)C[CH](O)C[CH](O)CC[CH](O)[CH](O)C[CH](O)C[C]2(O)C[CH](O)[CH]([CH](C[CH](O[CH]3O[CH](C)[CH](O)[CH](N)[CH]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[CH](C)[CH](O)[CH]1C)O2)C(O)=O
Amprenavir,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,Hepatotoxicity,Human,-2.7781512503836434,Repeated,Oral,"EMA approval document: Procedural Steps, page:2 PDF 312k",https://www.pharmapendium.com/browse/ema/Amprenavir/a740ba3a0ea8e892593849e72a477102?reference=2,2009.0,CC(C)CN(C[CH](O)[CH](CC1=CC=CC=C1)NC(=O)O[CH]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1
Anidulafungin,CCCCCOC1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O,Hepatotoxicity,Human,-2.3010299956639813,Repeated,Intravenous,"FDA approval package document: Administrative documents 021948/S-000; 021632/S-000 Part 02, page:58 PDF 5379k",https://www.pharmapendium.com/browse/fda/Anidulafungin/c1e1c39739c62e30182703efe49d8286?reference=58,2005.0,CCCCCOC1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)N[CH]1C[CH](O)[CH](O)NC(=O)[CH]2[CH](O)[CH](C)CN2C(=O)[CH](NC(=O)[CH](NC(=O)[CH]2C[CH](O)CN2C(=O)[CH](NC1=O)[CH](C)O)[CH](O)[CH](O)C1=CC=C(O)C=C1)[CH](C)O
Apixaban,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,Hepatotoxicity,Human,-1.3010299956639813,Repeated,Oral,"EMA approval document: Assessment Report EMA/478338/2014; EMEA/H/C/002148/II/0014/G, page:91 PDF 2588k",https://www.pharmapendium.com/browse/ema/Apixaban/63204c7b176325279d63eef03f2d71ff?reference=91,2014.0,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O
Arsenic Trioxide,O1[As]2O[As]1O2,Hepatotoxicity,Human,-1.1760912590556813,Repeated,Intravenous,"EMA approval document: ANNEX I, page:12 PDF 411k",https://www.pharmapendium.com/browse/ema/Arsenic Trioxide/1cdb91cd2ee9855cd123db7cda786a5d?reference=12,2020.0,O1[As]2O[As]1O2
Ataluren,OC(=O)C1=CC(=CC=C1)C1=NOC(=N1)C1=CC=CC=C1F,Hepatotoxicity,Human,-1.9030899869919435,Repeated,Oral,"EMA approval document: Assessment Report EMA/369266/2014; EMEA/H/C/002720, page:59 PDF 2832k",https://www.pharmapendium.com/browse/ema/Ataluren/4667dc0a327a57ad371e8811e3e74790?reference=59,2014.0,OC(=O)C1=CC(=CC=C1)C1=NOC(=N1)C1=CC=CC=C1F
Axitinib,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=NC=CC=C3)=C2)C=CC=C1,Hepatotoxicity,Human,-1.6020599913279623,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/453325/2012; EMEA/H/C/002406, page:73 PDF 1208k",https://www.pharmapendium.com/browse/ema/Axitinib/755c1be86b9ebb59766d67a496ec4500?reference=73,2012.0,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=NC=CC=C3)=C2)C=CC=C1
Balsalazide Disodium,OC1=CC=C(C=C1C([O-])=O)\N=N\C1=CC=C(C=C1)C(=O)NCCC([O-])=O,Hepatotoxicity,Human,-4.8750612633917,Repeated,Oral,"FDA approval package document: Label 020610/S-014, page:8 PDF 337k",https://www.pharmapendium.com/browse/fda/Balsalazide Disodium/84390a507bff32ec4c79256e84a73323?reference=8,2006.0,OC1=CC=C(C=C1C([O-])=O)\N=N\C1=CC=C(C=C1)C(=O)NCCC([O-])=O
Baricitinib,CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,Hepatotoxicity,Human,-0.6020599913279624,Repeated,Oral,"EMA approval document: Assessment Report EMA/13493/2017; EMEA/H/C/004085/0000, page:123 PDF 2321k",https://www.pharmapendium.com/browse/ema/Baricitinib/0eb0578cd6751827e2647b4b84079d9f?reference=123,2016.0,CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
Binimetinib,CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO,Hepatotoxicity,Human,-1.6532125137753437,Repeated,Oral,"FDA approval package document: Approval Package 210498/S-000 Part 07, page:54 PDF 1296k",https://www.pharmapendium.com/browse/fda/Binimetinib/13a3940b1535a31fdb34095e0508a305?reference=54,2018.0,CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO
Bosutinib Monohydrate,COC1=C(Cl)C=C(Cl)C(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C1,Hepatotoxicity,Human,-2.6989700043360187,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 203341/S-000 Part 01, page:13 PDF 280k",https://www.pharmapendium.com/browse/fda/Bosutinib Monohydrate/65172101ea951be609b49591abfa58b6?reference=13,2011.0,COC1=C(Cl)C=C(Cl)C(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C1
Brigatinib,COC1=CC(=CC=C1NC1=NC(NC2=CC=CC=C2P(C)(C)=O)=C(Cl)C=N1)N1CCC(CC1)N1CCN(C)CC1,Hepatotoxicity,Human,-2.255272505103306,Repeated,Oral,"EMA approval document: Assessment Report EMA/140650/2020; EMEA/H/C/004248/II/0003, page:79 PDF 5666k",https://www.pharmapendium.com/browse/ema/Brigatinib/90bc8094fb1cd300b7ee28bf690bb302?reference=79,2020.0,COC1=CC(=CC=C1NC1=NC(NC2=CC=CC=C2P(C)(C)=O)=C(Cl)C=N1)N1CCC(CC1)N1CCN(C)CC1
Brivaracetam,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1,Hepatotoxicity,Human,-0.6020599913279624,Repeated,Oral,"EMA approval document: Assessment Report EMA/472006/2018; EMEA/H/C/003898/II/0010/G, page:78 PDF 4461k",https://www.pharmapendium.com/browse/ema/Brivaracetam/81d520ae287ff454648ad5d430be7ede?reference=78,2018.0,CCC[CH]1CN([CH](CC)C(N)=O)C(=O)C1
Bromfenac Sodium,NC1=C(C=CC=C1CC([O-])=O)C(=O)C1=CC=C(Br)C=C1,Hepatotoxicity,Human,-1.6989700043360187,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020535/S-000 Part 01, page:65 PDF 2621k",https://www.pharmapendium.com/browse/fda/Bromfenac Sodium/28f95038a4dde35baf3caef9ac420983?reference=65,1994.0,NC1=C(C=CC=C1CC([O-])=O)C(=O)C1=CC=C(Br)C=C1
Bupropion Hydrobromide,CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1,Hepatotoxicity,Human,-2.5415792439465807,Repeated,Oral,"FDA approval package document: Label 022108/S-000, page:11 PDF 554k",https://www.pharmapendium.com/browse/fda/Bupropion Hydrobromide/fffb76494aafa1bef43f6bc4bf47db24?reference=11,2008.0,CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1
Cabotegravir Sodium,[H][C@@]12CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C([O-])=C3C(=O)N1[C@@H](C)CO2,Hepatotoxicity,Human,-1.4771212547196624,Repeated,Oral,"FDA approval package document: Label 212887/S-001, page:17 PDF 709k",https://www.pharmapendium.com/browse/fda/Cabotegravir Sodium/460693f6c4dfc59f75b902ed8868b442?reference=17,2021.0,[H][C]12CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C([O-])=C3C(=O)N1[CH](C)CO2
Capmatinib Hydrochloride,CNC(=O)C1=CC=C(C=C1F)C1=NN2C(CC3=CC=C4N=CC=CC4=C3)=CN=C2N=C1,Hepatotoxicity,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Label 213591/S-001, page:4 PDF 603k",https://www.pharmapendium.com/browse/fda/Capmatinib Hydrochloride/d63f26f1797ace88ae86805f19ac5ed7?reference=4,2020.0,CNC(=O)C1=CC=C(C=C1F)C1=NN2C(CC3=CC=C4N=CC=CC4=C3)=CN=C2N=C1
Cefixime,NC1=NC(=CS1)\C(=N\OCC(O)=O)C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O,Hepatotoxicity,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 202091/S-000, page:16 PDF 7528k",https://www.pharmapendium.com/browse/fda/Cefixime/a071a2ac64aa14e37189faad250655b4?reference=16,2011.0,NC1=NC(=CS1)\C(=N\OCC(O)=O)C(=O)N[CH]1[CH]2SCC(C=C)=C(N2C1=O)C(O)=O
Ceritinib,CC(C)OC1=C(NC2=NC=C(Cl)C(NC3=C(C=CC=C3)S(=O)(=O)C(C)C)=N2)C=C(C)C(=C1)C1CCNCC1,Hepatotoxicity,Human,-2.8750612633917,Repeated,Oral,"EMA approval document: Assessment Report EMA/386332/2017; EMEA/H/C/003819/II/0012, page:90 PDF 6439k",https://www.pharmapendium.com/browse/ema/Ceritinib/0ce99201261a9d8e84a0cbcfc52ed714?reference=90,2017.0,CC(C)OC1=C(NC2=NC=C(Cl)C(NC3=C(C=CC=C3)S(=O)(=O)C(C)C)=N2)C=C(C)C(=C1)C1CCNCC1
Clomipramine Hydrochloride,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=C(Cl)C=C12,Hepatotoxicity,Human,-2.3979400086720375,Repeated,Oral,"FDA approval package document: Approval Package 019906/S-001, S-005, S-007, S-013, S-014, S-015, S-016 Part 02, page:24 PDF 6284k",https://www.pharmapendium.com/browse/fda/Clomipramine Hydrochloride/7f64ac728a5753933826e2fade0e8821?reference=24,1991.0,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=C(Cl)C=C12
Clozapine,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2,Hepatotoxicity,Human,-2.9542425094393248,Repeated,Oral,"FDA approval package document: Label 203479/S-000, page:27 PDF 1267k",https://www.pharmapendium.com/browse/fda/Clozapine/107c277867a1040822f8ad90fa780b3d?reference=27,2013.0,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2
Colistimethate Sodium,CCC(C)CCCCC(=O)N[C@@H](CCNCS([O-])(=O)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCNCS([O-])(=O)=O)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCNCS([O-])(=O)=O)NC(=O)[C@H](CCNCS([O-])(=O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCNCS([O-])(=O)=O)NC1=O)[C@@H](C)O,Hepatotoxicity,Human,-2.3979400086720375,Repeated,Inhalation,"EMA approval document: Assessment Report EMA/913717/2011; EMEA/H/C/001225, page:60 PDF 812k",https://www.pharmapendium.com/browse/ema/Colistimethate Sodium/4508c8c604e3d56c9dceedbba7fdbea1?reference=60,2011.0,CCC(C)CCCCC(=O)N[CH](CCNCS([O-])(=O)=O)C(=O)N[CH]([CH](C)O)C(=O)N[CH](CCNCS([O-])(=O)=O)C(=O)N[CH]1CCNC(=O)[CH](NC(=O)[CH](CCNCS([O-])(=O)=O)NC(=O)[CH](CCNCS([O-])(=O)=O)NC(=O)[CH](CC(C)C)NC(=O)[CH](CC(C)C)NC(=O)[CH](CCNCS([O-])(=O)=O)NC1=O)[CH](C)O
Conivaptan Hydrochloride,CC1=NC2=C(N1)C1=CC=CC=C1N(CC2)C(=O)C1=CC=C(NC(=O)C2=CC=CC=C2C2=CC=CC=C2)C=C1,Hepatotoxicity,Human,-1.9030899869919435,Repeated,Oral/intravenous,"FDA approval package document: Medical/Clinical Review 021697/S-000 Part 04, page:8 PDF 4481k",https://www.pharmapendium.com/browse/fda/Conivaptan Hydrochloride/ceccafb860ed08e83384df89ea48fc47?reference=8,2005.0,CC1=NC2=C(N1)C1=CC=CC=C1N(CC2)C(=O)C1=CC=C(NC(=O)C2=CC=CC=C2C2=CC=CC=C2)C=C1
Copanlisib Dihydrochloride,COC1=C2N=C(NC(=O)C3=CN=C(N)N=C3)N3CCN=C3C2=CC=C1OCCCN1CCOCC1,Hepatotoxicity,Human,-1.4471580313422192,Repeated,Intravenous,"FDA approval package document: Approval Package 209936/S-000 Part 02, page:88 PDF 11850k",https://www.pharmapendium.com/browse/fda/Copanlisib Dihydrochloride/3a7a918dba0779ad831f58c4b35fbbbb?reference=88,2017.0,COC1=C2N=C(NC(=O)C3=CN=C(N)N=C3)N3CCN=C3C2=CC=C1OCCCN1CCOCC1
Crizotinib,C[C@@H](OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C(F)=CC=C1Cl,Hepatotoxicity,Human,-2.3979400086720375,Repeated,Oral,"EMA approval document: Other Information from EMA EMA/CHMP/453868/2012, page:1 PDF 47k",https://www.pharmapendium.com/browse/ema/Crizotinib/5166ca50205cca487f49f0b69faa9c8f?reference=1,2012.0,C[CH](OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C(F)=CC=C1Cl
Cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,Hepatotoxicity,Human,-1.1760912590556813,Repeated,Oral,"FDA approval package document: Approval Package 050573 Part 04, page:59 PDF 4409k",https://www.pharmapendium.com/browse/fda/Cyclosporine/6909d22756639b4844e9d9b997af0935?reference=59,1987.0,CC[CH]1NC(=O)[CH]([CH](O)[CH](C)C\C=C\C)N(C)C(=O)[CH](C(C)C)N(C)C(=O)[CH](CC(C)C)N(C)C(=O)[CH](CC(C)C)N(C)C(=O)[CH](C)NC(=O)[CH](C)NC(=O)[CH](CC(C)C)N(C)C(=O)[CH](NC(=O)[CH](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
Daclatasvir Dihydrochloride,COC(=O)NC(C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@@H]1CCCN1C(=O)C(NC(=O)OC)C(C)C,Hepatotoxicity,Human,-1.7781512503836436,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 206843/S-000 Part 05, page:16 PDF 8280k",https://www.pharmapendium.com/browse/fda/Daclatasvir Dihydrochloride/4d4387a8439945ed1abcd63f38d98f7b?reference=16,2014.0,COC(=O)NC(C(C)C)C(=O)N1CCC[CH]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[CH]1CCCN1C(=O)C(NC(=O)OC)C(C)C
Dacomitinib,COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,Hepatotoxicity,Human,-1.6532125137753437,Repeated,Oral,"EMA approval document: Public Assessment Report EMA/201148/2019; EMEA/H/C/004779/0000, page:136 PDF 7228k",https://www.pharmapendium.com/browse/ema/Dacomitinib/579cd00a268ddcd1d8cd19badb26782b?reference=136,2019.0,COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
Darunavir Ethanolate,[H][C@]12OCC[C@@]1([H])[C@H](CO2)OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,Hepatotoxicity,Human,-2.7781512503836434,Repeated,Oral,"EMA approval document: Scientific Discussion, page:46 PDF 371k",https://www.pharmapendium.com/browse/ema/Darunavir Ethanolate/7b1fb045325097b8fbfdf15a806f3d44?reference=46,2006.0,[H][C]12OCC[C]1([H])[CH](CO2)OC(=O)N[CH](CC1=CC=CC=C1)[CH](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1
Dasatinib,CC1=NC(=CC(NC2=NC=C(S2)C(=O)NC2=C(Cl)C=CC=C2C)=N1)N1CCN(CCO)CC1,Hepatotoxicity,Human,-2.380211241711606,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021986/S-000; 022072/S-000 Part 01, page:94 PDF 4838k",https://www.pharmapendium.com/browse/fda/Dasatinib/3ea8354be86ba1946abb8a8c1060879e?reference=94,2006.0,CC1=NC(=CC(NC2=NC=C(S2)C(=O)NC2=C(Cl)C=CC=C2C)=N1)N1CCN(CCO)CC1
Deferasirox,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,Hepatotoxicity,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021882/S-015, page:53 PDF 19012k",https://www.pharmapendium.com/browse/fda/Deferasirox/1bc5e6d94c09702cdc491a7390df0456?reference=53,2013.0,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O
Delamanid,C[C@]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)N(=O)=O,Hepatotoxicity,Human,-2.3010299956639813,Repeated,Oral,"EMA approval document: Assessment Report EMA/55567/2014; EMEA/H/C/002552, page:95 PDF 4324k",https://www.pharmapendium.com/browse/ema/Delamanid/e0682a9e8072d93e83504aa96dac2c8e?reference=95,2013.0,C[C]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)N(=O)=O
Diclofenac,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,Hepatotoxicity,Human,-0.47712125471966244,Repeated,Oral,"FDA approval package document: Label 204592/S-000, page:6 PDF 635k",https://www.pharmapendium.com/browse/fda/Diclofenac/4aad834710ce57b1a00c9d4d2cc69313?reference=6,2013.0,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
Diclofenac Potassium,[O-]C(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,Hepatotoxicity,Human,-0.6020599913279624,Repeated,Oral,"FDA approval package document: Label 022202/S-000, page:6 PDF 1085k",https://www.pharmapendium.com/browse/fda/Diclofenac Potassium/753bf335ec07dc33069381fe02214df7?reference=6,2010.0,[O-]C(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
