Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Bupropion Hydrochloride,CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1,Hepatocellular injury,Human,-2.6532125137753435,Repeated,Oral,"FDA approval package document: Approval Package 077284 Part 01, page:17 PDF 6399k",https://www.pharmapendium.com/browse/fda/Bupropion Hydrochloride/9bbc6b7c1882de700b7495ee09188aae?reference=17,2006.0,CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1
Cabotegravir Sodium,[H][C@@]12CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C([O-])=C3C(=O)N1[C@@H](C)CO2,Hepatocellular injury,Human,-2.6020599913279625,Repeated,Intramuscular,"EMA approval document: Public Assessment Report EMA/586324/2020; EMEA/H/C/004976/0000, page:119 PDF 8611k",https://www.pharmapendium.com/browse/ema/Cabotegravir Sodium/7d31e8568fdb1789517380a5b98893eb?reference=119,2020.0,[H][C]12CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C([O-])=C3C(=O)N1[CH](C)CO2
Cannabidiol,CCCCCC1=CC(O)=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=C1,Hepatocellular injury,Human,-1.3010299956639813,Repeated,Oral,"EMA approval document: Assessment Report EMA/428872/2019, page:7 PDF 375k",https://www.pharmapendium.com/browse/ema/Cannabidiol/4fa74c295ee98d9d3ca342fd727b3cff?reference=7,2019.0,CCCCCC1=CC(O)=C([CH]2C=C(C)CC[CH]2C(C)=C)C(O)=C1
Captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,Hepatocellular injury,Human,-0.47712125471966244,Repeated,Oral,"FDA approval package document: Approval Package 018343/S-013, S-005, S-018 Part 02, page:22 PDF 3959k",https://www.pharmapendium.com/browse/fda/Captopril/34babee9aef97c53c91b863fc75e8345?reference=22,1980.0,C[CH](CS)C(=O)N1CCC[CH]1C(O)=O
Carbamazepine,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,Hepatocellular injury,Human,-3.0791812460476247,Repeated,Oral,"FDA approval package document: Approval Package 018281/S-003, S-001, S-004, S-005, S-022, S-015, S-006, S-008, S-009; 016608/S-053, S-055, S-056, S-048, S-058, S-059 Part 01, page:11 PDF 4905k",https://www.pharmapendium.com/browse/fda/Carbamazepine/778de86a20d1b2073b14cd08f44f0fe2?reference=11,1981.0,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12
Cefepime Hydrochloride,CO\N=C(C(=O)N[C@H]1[C@H]2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)\C1=CSC(N)=N1,Hepatocellular injury,Human,-3.3010299956639813,Repeated,Parenteral,"FDA approval package document: Approval Package 050679 Part 09, page:14 PDF 8744k",https://www.pharmapendium.com/browse/fda/Cefepime Hydrochloride/eadbdd917f044afcacab4831033bd9d2?reference=14,1996.0,CO\N=C(C(=O)N[CH]1[CH]2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)\C1=CSC(N)=N1
Ceritinib,CC(C)OC1=C(NC2=NC=C(Cl)C(NC3=C(C=CC=C3)S(=O)(=O)C(C)C)=N2)C=C(C)C(=C1)C1CCNCC1,Hepatocellular injury,Human,-2.8750612633917,Repeated,Oral,"EMA approval document: Assessment Report EMA/170114/2015; EMEA/H/C/003819/0000, page:97 PDF 3461k",https://www.pharmapendium.com/browse/ema/Ceritinib/625fcc14a77690a19eb6362758b85c7e?reference=97,2015.0,CC(C)OC1=C(NC2=NC=C(Cl)C(NC3=C(C=CC=C3)S(=O)(=O)C(C)C)=N2)C=C(C)C(=C1)C1CCNCC1
Chloral Hydrate,OC(O)C(Cl)(Cl)Cl,Hepatocellular injury,Human,0,Repeated,Oral,Mosby's Drug Consult TM: Chloral Hydrate,https://www.pharmapendium.com/browse/mosby/Chloral Hydrate/Chloral Hydrate#s000715-od,2006.0,OC(O)C(Cl)(Cl)Cl
Cinchophen,OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1,Hepatocellular injury,Human,-3.0,Repeated,Oral,Reference from PharmaPendium Published Toxicity: Cinchophen063   ---   JOURNAL:American Journal of Pathology   PAGES:237   VOLUME:7,,1931.0,OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1
Citalopram Hydrobromide,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,Hepatocellular injury,Human,-1.7781512503836436,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020822/S-000 Part 04, page:2 PDF 1014k",https://www.pharmapendium.com/browse/fda/Citalopram Hydrobromide/add4a00a2cd8ac4af89f5e7f89bd2d8e?reference=2,1998.0,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
Darunavir Ethanolate,[H][C@]12OCC[C@@]1([H])[C@H](CO2)OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,Hepatocellular injury,Human,-3.0791812460476247,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021976/S-000 Part 02, page:28 PDF 5706k",https://www.pharmapendium.com/browse/fda/Darunavir Ethanolate/4e04c53da33bc28af175a4f8ed94ab9d?reference=28,2006.0,[H][C]12OCC[C]1([H])[CH](CO2)OC(=O)N[CH](CC1=CC=CC=C1)[CH](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1
Deferasirox,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,Hepatocellular injury,Human,-1.4771212547196624,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021882/S-000 Part 01, page:6 PDF 7036k",https://www.pharmapendium.com/browse/fda/Deferasirox/7eefb7d3bd476193f25da92aba7eadf3?reference=6,2005.0,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O
Desloratadine,ClC1=CC2=C(C=C1)\C(=C1\CCNCC1)C1=C(CC2)C=CC=N1,Hepatocellular injury,Human,-0.6989700043360189,Repeated,Oral,"EMA approval document: Procedural Steps EMA/85131/202, page:17 PDF 309k",https://www.pharmapendium.com/browse/ema/Desloratadine/d20b6065bc6c1dbf415ecc55c8ed630a?reference=17,2021.0,ClC1=CC2=C(C=C1)\C(=C1\CCNCC1)C1=C(CC2)C=CC=N1
Diclofenac Sodium,[O-]C(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,Hepatocellular injury,Human,-2.1760912590556813,Repeated,Oral,"FDA approval package document: Approval Package 019201/S-001, S-002, S-003, S-005, S-007, S-009, S-010, S-013, S-014, S-015, S-019, S-021 Part 04, page:20 PDF 4845k",https://www.pharmapendium.com/browse/fda/Diclofenac Sodium/50a02054fb1c7b2f7fc0318a7d09e44c?reference=20,1988.0,[O-]C(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
Diltiazem Hydrochloride,COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,Hepatocellular injury,Human,-2.5563025007672873,Repeated,Oral,"FDA approval package document: Approval Package 019471/S-004 Part 01, page:14 PDF 3362k",https://www.pharmapendium.com/browse/fda/Diltiazem Hydrochloride/5d82eb501029b1d8a4978118c0a07475?reference=14,1988.0,COC1=CC=C(C=C1)[CH]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[CH]1OC(C)=O
Dofetilide,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1,Hepatocellular injury,Human,-2.6989700043360187,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020931 Part 02, page:8 PDF 1717k",https://www.pharmapendium.com/browse/fda/Dofetilide/c9f3f3e4a54602918eaaf461146417f9?reference=8,1998.0,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1
Dolutegravir Sodium,[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C([O-])=C3C(=O)N1[C@H](C)CCO2,Hepatocellular injury,Human,-2.0,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 204790 Part 04, page:28 PDF 7848k",https://www.pharmapendium.com/browse/fda/Dolutegravir Sodium/1ad0a2b9727ce58261902f144c3cb335?reference=28,2012.0,[H][C]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C([O-])=C3C(=O)N1[CH](C)CCO2
Doravirine,CN1C(=O)NN=C1CN1C=CC(=C(OC2=CC(=CC(Cl)=C2)C#N)C1=O)C(F)(F)F,Hepatocellular injury,Human,-0.3010299956639812,Repeated,Oral,"EMA approval document: ANNEX I, page:14 PDF 282k",https://www.pharmapendium.com/browse/ema/Doravirine/e83e7b9edeca351f3caebf9e56bc50e4?reference=14,2019.0,CN1C(=O)NN=C1CN1C=CC(=C(OC2=CC(=CC(Cl)=C2)C#N)C1=O)C(F)(F)F
Doripenem,[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,Hepatocellular injury,Human,-0.9030899869919435,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 022106/S-000 Part 04, page:31 PDF 5980k",https://www.pharmapendium.com/browse/fda/Doripenem/b2edffb45524b9d90bae2b8780e60cf2?reference=31,2007.0,[H][C]12[CH](C)C(S[CH]3CN[CH](CNS(N)(=O)=O)C3)=C(N1C(=O)[C]2([H])[CH](C)O)C(O)=O
Dronedarone Hydrochloride,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12,Hepatocellular injury,Human,-2.9030899869919438,Repeated,Intramuscular,"EMA approval document: Assessment Report EMEA/H/C/1043/A20/005, page:20 PDF 943k",https://www.pharmapendium.com/browse/ema/Dronedarone Hydrochloride/ac8f06b056b2958a2f0f1a402458ce78?reference=20,2011.0,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12
Duloxetine Hydrochloride,CNCC[C@H](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1,Hepatocellular injury,Human,-2.0791812460476247,Repeated,Oral,"EMA approval document: ANNEX I, page:6 PDF 322k",https://www.pharmapendium.com/browse/ema/Duloxetine Hydrochloride/a7dc7a1c765c4e8cf07aa7f5683d81b6?reference=6,2020.0,CNCC[CH](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1
Duvelisib,C[C@H](NC1=NC=NC2=C1N=CN2)C1=CC2=CC=CC(Cl)=C2C(=O)N1C1=CC=CC=C1,Hepatocellular injury,Human,-1.3979400086720377,Repeated,Oral,"FDA approval package document: Label 211155/S-001, page:11 PDF 513k",https://www.pharmapendium.com/browse/fda/Duvelisib/a9516e6c84a6d9d5e3d23f51a2bb83e8?reference=11,2018.0,C[CH](NC1=NC=NC2=C1N=CN2)C1=CC2=CC=CC(Cl)=C2C(=O)N1C1=CC=CC=C1
Epoprostenol Sodium,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2O\C(C[C@H]12)=C/CCCC([O-])=O,Hepatocellular injury,Human,-7.681241237375588,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 020444/S-003 Part 01, page:19 PDF 1223k",https://www.pharmapendium.com/browse/fda/Epoprostenol Sodium/e45112e315c6961c805c3f17ed128c8c?reference=19,1999.0,CCCCC[CH](O)\C=C\[CH]1[CH](O)C[CH]2O\C(C[CH]12)=C/CCCC([O-])=O
Estradiol,[H][C@]12CC[C@]3(C)[C@@H](O)CC[C@@]3([H])[C@]1([H])CCC1=C2C=CC(O)=C1,Hepatocellular injury,Human,-1.146128035678238,Repeated,Skin,"FDA approval package document: Label 020375/S-023, page:25 PDF 464k",https://www.pharmapendium.com/browse/fda/Estradiol/00a8e0ab0e20243d8f3c0567acb225de?reference=25,2006.0,[H][C]12CC[C]3(C)[CH](O)CC[C]3([H])[C]1([H])CCC1=C2C=CC(O)=C1
Eszopiclone,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=C1N=CC=N2)C1=NC=C(Cl)C=C1,Hepatocellular injury,Human,-0.3010299956639812,Repeated,Oral,Reference from PharmaPendium Published Toxicity: eszopiclone_cia-2-313   ---   JOURNAL:Clinical Interventions in Aging   PAGES:313   VOLUME:2,,2007.0,CN1CCN(CC1)C(=O)O[CH]1N(C(=O)C2=C1N=CC=N2)C1=NC=C(Cl)C=C1
Etodolac,CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O,Hepatocellular injury,Human,-1.2041199826559248,Repeated,Oral,"FDA approval package document: Approval Package 018922/S-007, S-008, S-013, S-014, S-015 Part 07, page:8 PDF 4550k",https://www.pharmapendium.com/browse/fda/Etodolac/b2d3917f5dc5458cceb33c6f69f0163b?reference=8,1991.0,CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O
Famotidine,N\C(N)=N/C1=NC(CSCCC(=N)NS(N)(=O)=O)=CS1,Hepatocellular injury,Human,-0.0,Repeated,Oral,"FDA approval package document: Approval Package 020752/S-005; 019527/S-024; 019462/S-030, page:59 PDF 6534k",https://www.pharmapendium.com/browse/fda/Famotidine/90f64d44c3867c64c3a853f5536ea5a9?reference=59,2002.0,N\C(N)=N/C1=NC(CSCCC(=N)NS(N)(=O)=O)=CS1
Febuxostat,CC(C)COC1=CC=C(C=C1C#N)C1=NC(C)=C(S1)C(O)=O,Hepatocellular injury,Human,-2.0791812460476247,Repeated,Oral,"EMA approval document: ANNEX I, page:69 PDF 554k",https://www.pharmapendium.com/browse/ema/Febuxostat/90530b38818991c7a21225414abfe220?reference=69,2020.0,CC(C)COC1=CC=C(C=C1C#N)C1=NC(C)=C(S1)C(O)=O
Fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,Hepatocellular injury,Human,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 019304/S-005, page:28 PDF 1146k",https://www.pharmapendium.com/browse/fda/Fenofibrate/635bb0559900bac359b68e1c8d2c4bd0?reference=28,2000.0,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1
Fexofenadine Hydrochloride,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Hepatocellular injury,Human,-2.255272505103306,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 201373/S-000 Part 11, page:5 PDF 876k",https://www.pharmapendium.com/browse/fda/Fexofenadine Hydrochloride/d7059e44b20a49f9940c212d18b49443?reference=5,2010.0,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
Fingolimod Hydrochloride,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1,Hepatocellular injury,Human,-1.3979400086720377,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022527/S-000 Part 15, page:12 PDF 628k",https://www.pharmapendium.com/browse/fda/Fingolimod Hydrochloride/e915594d2e28cdace1210195661a719c?reference=12,2009.0,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1
Fluoxetine Hydrochloride,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,Hepatocellular injury,Human,-1.7781512503836436,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 018936, page:75 PDF 2324k",https://www.pharmapendium.com/browse/fda/Fluoxetine Hydrochloride/1e127e48c2431c4d9847a70614888a10?reference=75,1994.0,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
Ganciclovir,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,Hepatocellular injury,Human,-3.0,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020460, page:13 PDF 822k",https://www.pharmapendium.com/browse/fda/Ganciclovir/0d673418432116c7b055082550aec175?reference=13,1996.0,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1
Idelalisib,CC[C@H](NC1=C2N=CNC2=NC=N1)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1,Hepatocellular injury,Human,-2.1760912590556813,Repeated,Oral,"EMA approval document: ANNEX I, page:11 PDF 833k",https://www.pharmapendium.com/browse/ema/Idelalisib/9ecbeed21f64a65ddada4bb787def707?reference=11,2020.0,CC[CH](NC1=C2N=CNC2=NC=N1)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1
Itraconazole,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,Hepatocellular injury,Human,-2.3010299956639813,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 020657/S-004, S-005; 020966/S-001, S-003, S-004 Part 02, page:44 PDF 1539k",https://www.pharmapendium.com/browse/fda/Itraconazole/8abe09ae3d4a001d94f882ebd0a3cdbb?reference=44,2000.0,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
Ketoconazole,[H][C@]1(COC2=CC=C(C=C2)N2CCN(CC2)C(C)=O)CO[C@@](CN2C=CN=C2)(O1)C1=CC=C(Cl)C=C1Cl,Hepatocellular injury,Human,-3.0791812460476247,Repeated,Oral,"EMA approval document: ANNEX I, page:17 PDF 553k",https://www.pharmapendium.com/browse/ema/Ketoconazole/8d2315e4697688e9c94ee9b957e597c1?reference=17,2020.0,[H][C]1(COC2=CC=C(C=C2)N2CCN(CC2)C(C)=O)CO[C](CN2C=CN=C2)(O1)C1=CC=C(Cl)C=C1Cl
Ketoprofen,CC(C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1,Hepatocellular injury,Human,-2.0,Repeated,Oral,"FDA approval package document: Medical Officer Review 020429 Part 02, page:24 PDF 1711k",https://www.pharmapendium.com/browse/fda/Ketoprofen/294fff90244c022796a65f8836bc24b2?reference=24,1995.0,CC(C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1
Lenalidomide,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Hepatocellular injury,Human,-1.3979400086720377,Repeated,Oral,"EMA approval document: Assessment Report EMA/232212/2019; EMEA/H/C/000717/II/0102/G, page:59 PDF 2791k",https://www.pharmapendium.com/browse/ema/Lenalidomide/976436ef7b84152fbaa6e7582d1e9873?reference=59,2019.0,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O
Levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O,Hepatocellular injury,Human,-3.4771212547196626,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021035, page:64 PDF 3117k",https://www.pharmapendium.com/browse/fda/Levetiracetam/03d6b5e8161990580f1e2daa4505b7b4?reference=64,1999.0,CC[CH](N1CCCC1=O)C(N)=O
Loratadine,CCOC(=O)N1CC\C(CC1)=C1\C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,Hepatocellular injury,Human,-1.0,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021952/S-000, page:68 PDF 5746k",https://www.pharmapendium.com/browse/fda/Loratadine/376bf0a7fb839c220039c74cda394827?reference=68,2008.0,CCOC(=O)N1CC\C(CC1)=C1\C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
Lorlatinib,C[C@H]1OC2=CC(=CN=C2N)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=C1C=C(F)C=C2,Hepatocellular injury,Human,-2.0,Repeated,Oral,"EMA approval document: Public Assessment Report EMA/CHMP/182840/2019; EMEA/H/C/004646/0000, page:120 PDF 7914k",https://www.pharmapendium.com/browse/ema/Lorlatinib/054e6b3d78fb9ec2be0eb4d859c5708f?reference=120,2019.0,C[CH]1OC2=CC(=CN=C2N)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=C1C=C(F)C=C2
Loxapine Hydrochloride,CN1CCN(CC1)C1=NC2=C(OC3=C1C=C(Cl)C=C3)C=CC=C2,Hepatocellular injury,Human,-2.0,Repeated,Oral,"FDA approval package document: Label 017525/S-051; 017658/S-038; 018039/S-024, page:6 PDF 325k",https://www.pharmapendium.com/browse/fda/Loxapine Hydrochloride/5891388147ae5ecbac6dabcb4b794667?reference=6,2017.0,CN1CCN(CC1)C1=NC2=C(OC3=C1C=C(Cl)C=C3)C=CC=C2
