Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Anidulafungin,CCCCCOC1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O,Hyperbilirubinaemia,Human,-0.6989700043360189,Repeated,Intravenous,"EMA approval document: Assessment Report EMA/304231/2020; EMEA/H/C/000788/II/0040, page:57 PDF 3676k",https://www.pharmapendium.com/browse/ema/Anidulafungin/5a5991756b23170ddf3bf5cbcf6a6d04?reference=57,2020.0,CCCCCOC1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)N[CH]1C[CH](O)[CH](O)NC(=O)[CH]2[CH](O)[CH](C)CN2C(=O)[CH](NC(=O)[CH](NC(=O)[CH]2C[CH](O)CN2C(=O)[CH](NC1=O)[CH](C)O)[CH](O)[CH](O)C1=CC=C(O)C=C1)[CH](C)O
Aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl,Hyperbilirubinaemia,Human,-0.3010299956639812,Repeated,Oral,"FDA approval package document: Approval Package 021436/S-002 Part 01, page:45 PDF 399k",https://www.pharmapendium.com/browse/fda/Aripiprazole/ba6c7d04006a16f918aa4049f86d2f8e?reference=45,2004.0,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl
Arsenic Trioxide,O1[As]2O[As]1O2,Hyperbilirubinaemia,Human,-1.1760912590556813,Repeated,Intravenous,"EMA approval document: ANNEX I, page:9 PDF 275k",https://www.pharmapendium.com/browse/ema/Arsenic Trioxide/8fe81fd6c032913036bfbd33945a9dfa?reference=9,2020.0,O1[As]2O[As]1O2
Artesunate,[H][C@@]12CC[C@@]3(C)OO[C@@]11[C@@]([H])(CC[C@H]2C)[C@@H](C)[C@@H](OC(=O)CCC(O)=O)O[C@]1([H])O3,Hyperbilirubinaemia,Human,-0.6020599913279624,Repeated,Intravenous,"FDA approval package document: Label 213036/S-001, page:4 PDF 555k",https://www.pharmapendium.com/browse/fda/Artesunate/25eca5d1ff07104034b08c1687ae5066?reference=4,2020.0,[H][C]12CC[C]3(C)OO[C]11[C]([H])(CC[CH]2C)[CH](C)[CH](OC(=O)CCC(O)=O)O[C]1([H])O3
Astemizole,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,Hyperbilirubinaemia,Human,-1.3010299956639813,Repeated,Oral,"FDA approval package document: Approval Package 019402 Part 04, page:24 PDF 3539k",https://www.pharmapendium.com/browse/fda/Astemizole/daa408184f093d0a73e56e0b2db38305?reference=24,1985.0,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1
Avapritinib,CN1C=C(C=N1)C1=CN2N=CN=C(N3CCN(CC3)C3=NC=C(C=N3)[C@@](C)(N)C3=CC=C(F)C=C3)C2=C1,Hyperbilirubinaemia,Human,-2.6020599913279625,Repeated,Oral,"EMA approval document: Public Assessment Report EMA/451735/2020; EMEA/H/C/005208/0000, page:112 PDF 6437k",https://www.pharmapendium.com/browse/ema/Avapritinib/a9be25284fcc55e1cf2294919763f338?reference=112,2020.0,CN1C=C(C=N1)C1=CN2N=CN=C(N3CCN(CC3)C3=NC=C(C=N3)[C](C)(N)C3=CC=C(F)C=C3)C2=C1
Axitinib,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=NC=CC=C3)=C2)C=CC=C1,Hyperbilirubinaemia,Human,-1.6020599913279623,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/453325/2012; EMEA/H/C/002406, page:73 PDF 1208k",https://www.pharmapendium.com/browse/ema/Axitinib/755c1be86b9ebb59766d67a496ec4500?reference=73,2012.0,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=NC=CC=C3)=C2)C=CC=C1
Azacitidine,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Hyperbilirubinaemia,Human,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Approval Package 214120/S-000 Part 08, page:12 PDF 1845k",https://www.pharmapendium.com/browse/fda/Azacitidine/919e5cd055151aafa9304eb0e463bfad?reference=12,2020.0,NC1=NC(=O)N(C=N1)[CH]1O[CH](CO)[CH](O)[CH]1O
Benazepril Hydrochloride,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O,Hyperbilirubinaemia,Human,-1.6020599913279623,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 019851/S-028 Part 01, page:5 PDF 896k",https://www.pharmapendium.com/browse/fda/Benazepril Hydrochloride/4f8ff320f464e197b44807e1d29ca46d?reference=5,2003.0,CCOC(=O)[CH](CCC1=CC=CC=C1)N[CH]1CCC2=CC=CC=C2N(CC(O)=O)C1=O
Boceprevir,[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C,Hyperbilirubinaemia,Human,-3.380211241711606,Repeated,Oral,"EMA approval document: ANNEX I, page:13 PDF 428k",https://www.pharmapendium.com/browse/ema/Boceprevir/3eded3dcf36e4c3ebdde3f8dd5fdd6aa?reference=13,2012.0,[H][C]12CN([CH](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C]1([H])C2(C)C)C(=O)[CH](NC(=O)NC(C)(C)C)C(C)(C)C
Bosentan,COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1,Hyperbilirubinaemia,Human,-0.47712125471966244,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/473644/2015; EMEA/H/C/000401 P46 081, page:23 PDF 1770k",https://www.pharmapendium.com/browse/ema/Bosentan/4881303780d3b0a323f67538312f312a?reference=23,2015.0,COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1
Bosutinib Monohydrate,COC1=C(Cl)C=C(Cl)C(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C1,Hyperbilirubinaemia,Human,-2.7781512503836434,Repeated,Oral,"EMA approval document: ANNEX I, page:11 PDF 539k",https://www.pharmapendium.com/browse/ema/Bosutinib Monohydrate/137a7ce8622db12be304e68713ed1bbe?reference=11,2021.0,COC1=C(Cl)C=C(Cl)C(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C1
Brigatinib,COC1=CC(=CC=C1NC1=NC(NC2=CC=CC=C2P(C)(C)=O)=C(Cl)C=N1)N1CCC(CC1)N1CCN(C)CC1,Hyperbilirubinaemia,Human,-2.255272505103306,Repeated,Oral,"EMA approval document: Assessment Report EMA/140650/2020; EMEA/H/C/004248/II/0003, page:73 PDF 5666k",https://www.pharmapendium.com/browse/ema/Brigatinib/90bc8094fb1cd300b7ee28bf690bb302?reference=73,2020.0,COC1=CC(=CC=C1NC1=NC(NC2=CC=CC=C2P(C)(C)=O)=C(Cl)C=N1)N1CCC(CC1)N1CCN(C)CC1
Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O,Hyperbilirubinaemia,Human,-0.6020599913279624,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 020954/S-000 Part 07, page:1 PDF 651k",https://www.pharmapendium.com/browse/fda/Busulfan/d6c5bc4ea1850a4acb291fe623fc5dc7?reference=1,1998.0,CS(=O)(=O)OCCCCOS(C)(=O)=O
Cabotegravir Sodium,[H][C@@]12CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C([O-])=C3C(=O)N1[C@@H](C)CO2,Hyperbilirubinaemia,Human,-2.6020599913279625,Repeated,Intramuscular,"EMA approval document: Public Assessment Report EMA/586324/2020; EMEA/H/C/004976/0000, page:119 PDF 8611k",https://www.pharmapendium.com/browse/ema/Cabotegravir Sodium/7d31e8568fdb1789517380a5b98893eb?reference=119,2020.0,[H][C]12CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C([O-])=C3C(=O)N1[CH](C)CO2
Cangrelor,CSCCNC1=NC(SCCC(F)(F)F)=NC2=C1N=CN2[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)C(Cl)(Cl)P([O-])([O-])=O)[C@@H](O)[C@H]1O,Hyperbilirubinaemia,Human,-6.6020599913279625,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 204958/S-000 Part 09, page:124 PDF 20811k",https://www.pharmapendium.com/browse/fda/Cangrelor/059f5cca64999597a4b3d7dc749ffc99?reference=124,2011.0,CSCCNC1=NC(SCCC(F)(F)F)=NC2=C1N=CN2[CH]1O[CH](COP([O-])(=O)OP([O-])(=O)C(Cl)(Cl)P([O-])([O-])=O)[CH](O)[CH]1O
Cariprazine Hydrochloride,CN(C)C(=O)N[C@H]1CC[C@@H](CC1)CCN1CCN(CC1)C1=CC=CC(Cl)=C1Cl,Hyperbilirubinaemia,Human,-1.0791812460476249,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/353055/2017; EMEA/H/C/002770/0000, page:125 PDF 5015k",https://www.pharmapendium.com/browse/ema/Cariprazine Hydrochloride/7f73abc0bee1aef3befa5b082ff2f327?reference=125,2017.0,CN(C)C(=O)N[CH]1CC[CH](CC1)CCN1CCN(CC1)C1=CC=CC(Cl)=C1Cl
Carvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1,Hyperbilirubinaemia,Human,-1.3979400086720377,Repeated,Oral,"FDA approval package document: Label 020297/S-018, page:17 PDF 381k",https://www.pharmapendium.com/browse/fda/Carvedilol/5115e926dd2bdc8b14f2999964897b49?reference=17,2005.0,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1
Cefdinir,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,Hyperbilirubinaemia,Human,-1.146128035678238,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 050749/S-000 Part 03, page:77 PDF 3222k",https://www.pharmapendium.com/browse/fda/Cefdinir/212ed378c202b7d2419ca84211634faa?reference=77,1996.0,[H][C]12SCC(C=C)=C(N1C(=O)[CH]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O
Cefepime Hydrochloride,CO\N=C(C(=O)N[C@H]1[C@H]2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)\C1=CSC(N)=N1,Hyperbilirubinaemia,Human,-3.3010299956639813,Repeated,Parenteral,"FDA approval package document: Approval Package 050679 Part 03, page:5 PDF 9346k",https://www.pharmapendium.com/browse/fda/Cefepime Hydrochloride/8a86a3464bb77a27a2f4db9b0f3a6652?reference=5,1996.0,CO\N=C(C(=O)N[CH]1[CH]2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)\C1=CSC(N)=N1
Cefixime,NC1=NC(=CS1)\C(=N\OCC(O)=O)C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O,Hyperbilirubinaemia,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Label 202091/S-000, page:9 PDF 665k",https://www.pharmapendium.com/browse/fda/Cefixime/3eaea45d1095013613fdc23b10a629cd?reference=9,2013.0,NC1=NC(=CS1)\C(=N\OCC(O)=O)C(=O)N[CH]1[CH]2SCC(C=C)=C(N2C1=O)C(O)=O
Ceftazidime,[H][C@]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC(C)(C)C(O)=O)\C1=CSC(N)=N1)C([O-])=O,Hyperbilirubinaemia,Human,-1.380211241711606,Repeated,Intravenous,"FDA approval package document: Label 050823/S-000, page:12 PDF 492k",https://www.pharmapendium.com/browse/fda/Ceftazidime/5832764d26de859ede48afc9c51219f5?reference=12,2011.0,[H][C]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[CH]2NC(=O)C(=N/OC(C)(C)C(O)=O)\C1=CSC(N)=N1)C([O-])=O
Ceritinib,CC(C)OC1=C(NC2=NC=C(Cl)C(NC3=C(C=CC=C3)S(=O)(=O)C(C)C)=N2)C=C(C)C(=C1)C1CCNCC1,Hyperbilirubinaemia,Human,-2.8750612633917,Repeated,Oral,"EMA approval document: Assessment Report EMA/170114/2015; EMEA/H/C/003819/0000, page:84 PDF 3461k",https://www.pharmapendium.com/browse/ema/Ceritinib/625fcc14a77690a19eb6362758b85c7e?reference=84,2015.0,CC(C)OC1=C(NC2=NC=C(Cl)C(NC3=C(C=CC=C3)S(=O)(=O)C(C)C)=N2)C=C(C)C(=C1)C1CCNCC1
Ciprofloxacin Hydrochloride,OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O,Hyperbilirubinaemia,Human,-2.4771212547196626,Repeated,Intravenous,"FDA approval package document: Medical Officer Review 019847, page:7 PDF 1356k",https://www.pharmapendium.com/browse/fda/Ciprofloxacin Hydrochloride/411f34f7a12f980eab321d0d90346ffc?reference=7,1997.0,OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O
Citalopram Hydrobromide,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,Hyperbilirubinaemia,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Approval Package 020822/S-042; 021046/S-019 Part 02, page:26 PDF 436k",https://www.pharmapendium.com/browse/fda/Citalopram Hydrobromide/4b374a2e2e10917b9d0839e1502121b5?reference=26,2012.0,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
Cladribine,NC1=NC(Cl)=NC2=C1N=CN2[C@@H]1C[C@H](O)[C@@H](CO)O1,Hyperbilirubinaemia,Human,-1.3979400086720377,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022561/S-000 Part 11, page:60 PDF 23631k",https://www.pharmapendium.com/browse/fda/Cladribine/cdf7c590901bed412a0ba7bd776ef517?reference=60,2010.0,NC1=NC(Cl)=NC2=C1N=CN2[CH]1C[CH](O)[CH](CO)O1
Clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,Hyperbilirubinaemia,Human,-2.6989700043360187,Repeated,Oral,"FDA approval package document: Approval Package 050662 Part 03, page:30 PDF 3924k",https://www.pharmapendium.com/browse/fda/Clarithromycin/2585278e38d95568e9b979a49a1acca1?reference=30,1995.0,CC[CH]1OC(=O)[CH](C)[CH](O[CH]2C[C](C)(OC)[CH](O)[CH](C)O2)[CH](C)[CH](O[CH]2O[CH](C)C[CH]([CH]2O)N(C)C)[C](C)(C[CH](C)C(=O)[CH](C)[CH](O)[C]1(C)O)OC
Clofarabine,NC1=NC(Cl)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,Hyperbilirubinaemia,Human,-2.568201724066995,Repeated,Intravenous,"EMA approval document: Assessment Report EMA/784815/2012; EMEA/H/C/613/A46/033, page:8 PDF 181k",https://www.pharmapendium.com/browse/ema/Clofarabine/a26194429f501d87eab967e10e56def2?reference=8,2011.0,NC1=NC(Cl)=NC2=C1N=CN2[CH]1O[CH](CO)[CH](O)[CH]1F
Cobicistat,CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,Hyperbilirubinaemia,Human,-2.1760912590556813,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/609914/2013; EMEA/H/C/002572/0000, page:72 PDF 1120k",https://www.pharmapendium.com/browse/ema/Cobicistat/0b17670219c561c8ad7f563892377dc6?reference=72,2013.0,CC(C)C1=NC(CN(C)C(=O)N[CH](CCN2CCOCC2)C(=O)N[CH](CC[CH](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1
Copanlisib Dihydrochloride,COC1=C2N=C(NC(=O)C3=CN=C(N)N=C3)N3CCN=C3C2=CC=C1OCCCN1CCOCC1,Hyperbilirubinaemia,Human,-1.4471580313422192,Repeated,Intravenous,"FDA approval package document: Approval Package 209936/S-000 Part 02, page:96 PDF 11850k",https://www.pharmapendium.com/browse/fda/Copanlisib Dihydrochloride/3a7a918dba0779ad831f58c4b35fbbbb?reference=96,2017.0,COC1=C2N=C(NC(=O)C3=CN=C(N)N=C3)N3CCN=C3C2=CC=C1OCCCN1CCOCC1
Crizotinib,C[C@@H](OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C(F)=CC=C1Cl,Hyperbilirubinaemia,Human,-2.4771212547196626,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/497137/2012; EMEA/H/C/002489, page:63 PDF 1174k",https://www.pharmapendium.com/browse/ema/Crizotinib/03002030fc9de8da9d419fa9fadd0255?reference=63,2012.0,C[CH](OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C(F)=CC=C1Cl
Cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,Hyperbilirubinaemia,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Label 050716/S-025; 050715/S-024, page:26 PDF 419k",https://www.pharmapendium.com/browse/fda/Cyclosporine/602ee4f3aac2978b4dba431c19279f8c?reference=26,2006.0,CC[CH]1NC(=O)[CH]([CH](O)[CH](C)C\C=C\C)N(C)C(=O)[CH](C(C)C)N(C)C(=O)[CH](CC(C)C)N(C)C(=O)[CH](CC(C)C)N(C)C(=O)[CH](C)NC(=O)[CH](C)NC(=O)[CH](CC(C)C)N(C)C(=O)[CH](NC(=O)[CH](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
Daclatasvir Dihydrochloride,COC(=O)NC(C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@@H]1CCCN1C(=O)C(NC(=O)OC)C(C)C,Hyperbilirubinaemia,Human,-1.7781512503836436,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 206843/S-000 Part 07, page:3 PDF 14260k",https://www.pharmapendium.com/browse/fda/Daclatasvir Dihydrochloride/c69c158f630b83ec03f0f8f8704a8656?reference=3,2014.0,COC(=O)NC(C(C)C)C(=O)N1CCC[CH]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[CH]1CCCN1C(=O)C(NC(=O)OC)C(C)C
Dacomitinib,COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,Hyperbilirubinaemia,Human,-1.6532125137753437,Repeated,Oral,"FDA approval package document: Approval Package 211288/S-000 Part 05, page:24 PDF 1028k",https://www.pharmapendium.com/browse/fda/Dacomitinib/6d4eba7f3bd836c0b0446d7c29ede1d8?reference=24,2018.0,COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
