Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Amphotericin B Liposome,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@H]([C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@H]1C)O2)C(O)=O,Jaundice,Human,0.0,Repeated,Intravenous,"FDA approval package document: Medical Officer Review 050740/S-000, page:18 PDF 1287k",https://www.pharmapendium.com/browse/fda/Amphotericin B Liposome/0c6d0fd13f3637cc249b301db5b08141?reference=18,1996.0,C[CH]1OC(=O)C[CH](O)C[CH](O)CC[CH](O)[CH](O)C[CH](O)C[C]2(O)C[CH](O)[CH]([CH](C[CH](O[CH]3O[CH](C)[CH](O)[CH](N)[CH]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[CH](C)[CH](O)[CH]1C)O2)C(O)=O
Anagrelide Hydrochloride,ClC1=C(Cl)C2=C(C=C1)N=C1NC(=O)CN1C2,Jaundice,Human,-0.3010299956639812,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/697040/2014; EMEA/H/C/000480/II/0059, page:35 PDF 8474k",https://www.pharmapendium.com/browse/ema/Anagrelide Hydrochloride/59f5b04d51fa9c8949eee541b4b3f25b?reference=35,2014.0,ClC1=C(Cl)C2=C(C=C1)N=C1NC(=O)CN1C2
Apixaban,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,Jaundice,Human,-1.3010299956639813,Repeated,Oral,"EMA approval document: Assessment Report EMA/478338/2014; EMEA/H/C/002148/II/0014/G, page:82 PDF 2588k",https://www.pharmapendium.com/browse/ema/Apixaban/63204c7b176325279d63eef03f2d71ff?reference=82,2014.0,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O
Argatroban,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=C2NCC(C)CC2=CC=C1,Jaundice,Human,-2.6989700043360187,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 020883/S-000 Part 02, page:16 PDF 1482k",https://www.pharmapendium.com/browse/fda/Argatroban/b122a5989d050ed712a3caf647e9286a?reference=16,2000.0,C[CH]1CCN([CH](C1)C(O)=O)C(=O)[CH](CCCNC(N)=N)NS(=O)(=O)C1=C2NCC(C)CC2=CC=C1
Aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl,Jaundice,Human,-1.4771212547196624,Repeated,Oral,"FDA approval package document: Approval Package 021436/S-040 Part 01, page:46 PDF 404k",https://www.pharmapendium.com/browse/fda/Aripiprazole/a2af6e7da518a0cf49640b5e2fcbb513?reference=46,2016.0,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl
Artesunate,[H][C@@]12CC[C@@]3(C)OO[C@@]11[C@@]([H])(CC[C@H]2C)[C@@H](C)[C@@H](OC(=O)CCC(O)=O)O[C@]1([H])O3,Jaundice,Human,-0.6020599913279624,Repeated,Intravenous,"FDA approval package document: Label 213036/S-001, page:1 PDF 555k",https://www.pharmapendium.com/browse/fda/Artesunate/25eca5d1ff07104034b08c1687ae5066?reference=1,2020.0,[H][C]12CC[C]3(C)OO[C]11[C]([H])(CC[CH]2C)[CH](C)[CH](OC(=O)CCC(O)=O)O[C]1([H])O3
Atorvastatin Calcium,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC=C2)=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1,Jaundice,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Approval Package 020702/S-060 Part 02, page:7 PDF 1883k",https://www.pharmapendium.com/browse/fda/Atorvastatin Calcium/c157c681fd3f1d0d42787909373a77bf?reference=7,2012.0,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC=C2)=C(N1CC[CH](O)C[CH](O)CC([O-])=O)C1=CC=C(F)C=C1
Axitinib,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=NC=CC=C3)=C2)C=CC=C1,Jaundice,Human,-1.6020599913279623,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/453325/2012; EMEA/H/C/002406, page:73 PDF 1208k",https://www.pharmapendium.com/browse/ema/Axitinib/755c1be86b9ebb59766d67a496ec4500?reference=73,2012.0,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=NC=CC=C3)=C2)C=CC=C1
Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,Jaundice,Human,-0.47712125471966244,Repeated,Oral,"FDA approval package document: Approval Package 065488/S-002 Part 01, page:17 PDF 2508k",https://www.pharmapendium.com/browse/fda/Azithromycin/6dbfdbc999ef9120663ed3d70f42ef80?reference=17,2017.0,CC[CH]1OC(=O)[CH](C)[CH](O[CH]2C[C](C)(OC)[CH](O)[CH](C)O2)[CH](C)[CH](O[CH]2O[CH](C)C[CH]([CH]2O)N(C)C)[C](C)(O)C[CH](C)CN(C)[CH](C)[CH](O)[C]1(C)O
Aztreonam,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O,Jaundice,Human,-3.4771212547196626,Repeated,Parenteral,"FDA approval package document: Approval Package 050580 Part 01, page:27 PDF 8962k",https://www.pharmapendium.com/browse/fda/Aztreonam/6c273762992adaf8c1f986d26d8f0572?reference=27,1986.0,C[CH]1[CH](NC(=O)C(=N/OC(C)(C)C(O)=O)\C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O
Balsalazide Disodium,OC1=CC=C(C=C1C([O-])=O)\N=N\C1=CC=C(C=C1)C(=O)NCCC([O-])=O,Jaundice,Human,-4.8750612633917,Repeated,Oral,"FDA approval package document: Label 020610/S-014, page:8 PDF 337k",https://www.pharmapendium.com/browse/fda/Balsalazide Disodium/84390a507bff32ec4c79256e84a73323?reference=8,2006.0,OC1=CC=C(C=C1C([O-])=O)\N=N\C1=CC=C(C=C1)C(=O)NCCC([O-])=O
Benoxaprofen,CC(C(O)=O)C1=CC=C2OC(=NC2=C1)C1=CC=C(Cl)C=C1,Jaundice,Human,-2.7781512503836434,Repeated,Oral,"FDA approval package document: Approval Package 018250 Part 06, page:38 PDF 6047k",https://www.pharmapendium.com/browse/fda/Benoxaprofen/5312b25dcc6727268d88955af8b474b5?reference=38,1976.0,CC(C(O)=O)C1=CC=C2OC(=NC2=C1)C1=CC=C(Cl)C=C1
Benzthiazide,NS(=O)(=O)C1=C(Cl)C=C2N=C(CSCC3=CC=CC=C3)NS(=O)(=O)C2=C1,Jaundice,Human,-2.3010299956639813,Repeated,Oral,"FDA approval package document: Review 012489, page:6 PDF 1758k",https://www.pharmapendium.com/browse/fda/Benzthiazide/a9eecdc78e4073e5f7451d3e2e0ca21b?reference=6,,NS(=O)(=O)C1=C(Cl)C=C2N=C(CSCC3=CC=CC=C3)NS(=O)(=O)C2=C1
Bialamicol Hydrochloride,CCN(CC)CC1=CC(=CC(CC=C)=C1O)C1=CC(CN(CC)CC)=C(O)C(CC=C)=C1,Jaundice,Human,-0.6020599913279624,Repeated,Oral,"FDA approval package document: Approval Package 009303, page:4 PDF 491k",https://www.pharmapendium.com/browse/fda/Bialamicol Hydrochloride/4fc13a5a693b6dcbeb7cc63ccbb27cc7?reference=4,1967.0,CCN(CC)CC1=CC(=CC(CC=C)=C1O)C1=CC(CN(CC)CC)=C(O)C(CC=C)=C1
Bicalutamide,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC=C(C#N)C(=C1)C(F)(F)F,Jaundice,Human,-2.1760912590556813,Repeated,Oral,"FDA approval package document: Medical Officer Review 020498, page:2 PDF 255k",https://www.pharmapendium.com/browse/fda/Bicalutamide/27f03ce3355ae660a0da79fc9524871a?reference=2,1995.0,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC=C(C#N)C(=C1)C(F)(F)F
Bosentan,COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1,Jaundice,Human,-2.0969100130080562,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021290/S-001, page:28 PDF 891k",https://www.pharmapendium.com/browse/fda/Bosentan/018ecab3c97955ac0145961b8921fe86?reference=28,2003.0,COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1
Budesonide,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(CCC)O2)C(=O)CO,Jaundice,Human,-0.9542425094393249,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021324/S-000 Part 03, page:25 PDF 1481k",https://www.pharmapendium.com/browse/fda/Budesonide/3b6153685c1503877971bfca05bd65b0?reference=25,2001.0,[H][C]12C[C]3([H])[C]4([H])CCC5=CC(=O)C=C[C]5(C)[C]4([H])[CH](O)C[C]3(C)[C]1(OC(CCC)O2)C(=O)CO
Buprenorphine Hydrochloride,[H][C@@]1(C[C@@]23CC[C@]1(OC)[C@@H]1OC4=C(O)C=CC5=C4[C@]21CCN(CC1CC1)[C@@H]3C5)[C@](C)(O)C(C)(C)C,Jaundice,Human,-1.2041199826559248,Repeated,Sublingual,"FDA approval package document: Medical/Clinical Review 204442/S-000 Part 06, page:137 PDF 22179k",https://www.pharmapendium.com/browse/fda/Buprenorphine Hydrochloride/f3b7b67010a881ad416f9c16b61b5110?reference=137,2013.0,[H][C]1(C[C]23CC[C]1(OC)[CH]1OC4=C(O)C=CC5=C4[C]21CCN(CC1CC1)[CH]3C5)[C](C)(O)C(C)(C)C
Bupropion Hydrochloride,CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1,Jaundice,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Review 077285/S-000, page:8 PDF 2859k",https://www.pharmapendium.com/browse/fda/Bupropion Hydrochloride/4670270ed4f0750f946dd93e73bbac0a?reference=8,2008.0,CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1
Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O,Jaundice,Human,-0.6020599913279624,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 020954/S-000 Part 03, page:8 PDF 604k",https://www.pharmapendium.com/browse/fda/Busulfan/971fcbf2c5c41c97f835db4454ac3572?reference=8,1998.0,CS(=O)(=O)OCCCCOS(C)(=O)=O
Captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,Jaundice,Human,-0.47712125471966244,Repeated,Oral,"FDA approval package document: Approval Package 018343/S-013, S-005, S-018 Part 02, page:10 PDF 3959k",https://www.pharmapendium.com/browse/fda/Captopril/34babee9aef97c53c91b863fc75e8345?reference=10,1980.0,C[CH](CS)C(=O)N1CCC[CH]1C(O)=O
Carbimazole,CCOC(=O)N1C=CN(C)C1=S,Jaundice,Human,-1.6020599913279623,Repeated,Oral,Reference from PharmaPendium Published Toxicity: carbimazole9   ---   DOI:10.1371/journal.pmed.0030012   JOURNAL:PLoS Medicine   PAGES:e12   VOLUME:3,http://dx.doi.org/10.1371/journal.pmed.0030012,2006.0,CCOC(=O)N1C=CN(C)C1=S
Carglumic Acid,NC(=O)N[C@@H](CCC(O)=O)C(O)=O,Jaundice,Human,-2.3979400086720375,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022562/S-000, page:173 PDF 2464k",https://www.pharmapendium.com/browse/fda/Carglumic Acid/60be13855cb689641363df5de5fc093b?reference=173,2010.0,NC(=O)N[CH](CCC(O)=O)C(O)=O
Carteolol Hydrochloride,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2,Jaundice,Human,-1.0,Repeated,Oral,"FDA approval package document: Approval Package 019204 Part 01, page:2 PDF 5749k",https://www.pharmapendium.com/browse/fda/Carteolol Hydrochloride/7500040fe3a502b3c82f20206fa1b9cb?reference=2,1988.0,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
Cefdinir,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,Jaundice,Human,-2.7781512503836434,Repeated,Oral,"FDA approval package document: Printed Labeling 050749/S-000, page:23 PDF 1493k",https://www.pharmapendium.com/browse/fda/Cefdinir/10c4f05e362d284ea2ef7800cb8bc9b3?reference=23,1997.0,[H][C]12SCC(C=C)=C(N1C(=O)[CH]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O
Cefepime Hydrochloride,CO\N=C(C(=O)N[C@H]1[C@H]2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)\C1=CSC(N)=N1,Jaundice,Human,-3.3010299956639813,Repeated,Parenteral,"FDA approval package document: Approval Package 050679 Part 05, page:8 PDF 7286k",https://www.pharmapendium.com/browse/fda/Cefepime Hydrochloride/26dc9da0a13b65253a80cf6670386b15?reference=8,1996.0,CO\N=C(C(=O)N[CH]1[CH]2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)\C1=CSC(N)=N1
Cefixime,NC1=NC(=CS1)\C(=N\OCC(O)=O)C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O,Jaundice,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Label 203195/S-000, page:8 PDF 342k",https://www.pharmapendium.com/browse/fda/Cefixime/5279558257d9d7022b458b599fd3b15e?reference=8,2012.0,NC1=NC(=CS1)\C(=N\OCC(O)=O)C(=O)N[CH]1[CH]2SCC(C=C)=C(N2C1=O)C(O)=O
Cefoxitin Sodium,CO[C@]1(NC(=O)CC2=CC=CS2)[C@H]2SCC(COC(N)=O)=C(N2C1=O)C([O-])=O,Jaundice,Human,-1.9030899869919435,Repeated,Parenteral,"FDA approval package document: Approval Package 050517 Part 02, page:10 PDF 3859k",https://www.pharmapendium.com/browse/fda/Cefoxitin Sodium/80873e0bd83c2880e5cdc03144c6bb13?reference=10,1978.0,CO[C]1(NC(=O)CC2=CC=CS2)[CH]2SCC(COC(N)=O)=C(N2C1=O)C([O-])=O
Ceftriaxone Sodium,CO\N=C(C(=O)N[C@H]1[C@H]2SCC(CSC3=NC(=O)C(O)=NN3C)=C(N2C1=O)C([O-])=O)/C1=CSC(N)=N1,Jaundice,Human,-1.6020599913279623,Repeated,Parenteral,"FDA approval package document: Approval Package 050585 Part 06, page:48 PDF 7328k",https://www.pharmapendium.com/browse/fda/Ceftriaxone Sodium/12c252b83bc92a9fc2555e0e278fb2b2?reference=48,1984.0,CO\N=C(C(=O)N[CH]1[CH]2SCC(CSC3=NC(=O)C(O)=NN3C)=C(N2C1=O)C([O-])=O)/C1=CSC(N)=N1
Cefuroxime Axetil,CO\N=C(C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(=O)OC(C)OC(C)=O)\C1=CC=CO1,Jaundice,Human,-3.0,Repeated,Oral,"FDA approval package document: Approval Package 050605 Part 07, page:28 PDF 5620k",https://www.pharmapendium.com/browse/fda/Cefuroxime Axetil/08328ccfe25099560f86ffc21580439d?reference=28,1985.0,CO\N=C(C(=O)N[CH]1[CH]2SCC(COC(N)=O)=C(N2C1=O)C(=O)OC(C)OC(C)=O)\C1=CC=CO1
Celecoxib,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,Jaundice,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020998/S-010 Part 03, page:47 PDF 1486k",https://www.pharmapendium.com/browse/fda/Celecoxib/809da1d6e8ba492ce6bbf92c9e151491?reference=47,2000.0,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
Ceritinib,CC(C)OC1=C(NC2=NC=C(Cl)C(NC3=C(C=CC=C3)S(=O)(=O)C(C)C)=N2)C=C(C)C(=C1)C1CCNCC1,Jaundice,Human,-2.8750612633917,Repeated,Oral,"FDA approval package document: Label 205755/S-000, page:4 PDF 588k",https://www.pharmapendium.com/browse/fda/Ceritinib/8fa0a723a811da4a973bf04603d3f3d9?reference=4,2014.0,CC(C)OC1=C(NC2=NC=C(Cl)C(NC3=C(C=CC=C3)S(=O)(=O)C(C)C)=N2)C=C(C)C(=C1)C1CCNCC1
Cetirizine Hydrochloride,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,Jaundice,Human,-1.3010299956639813,Repeated,Oral,"FDA approval package document: Medical Officer Review 019835, page:74 PDF 2341k",https://www.pharmapendium.com/browse/fda/Cetirizine Hydrochloride/4cdb889601e30d90611b896193680b9d?reference=74,1994.0,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
Chenodiol,[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(O)=O,Jaundice,Human,-0.9030899869919435,Repeated,Oral,Reference from PharmaPendium Published Toxicity: Chenodiol   ---   DOI:10.2169/internalmedicine1962.26.404   JOURNAL:Japanese Journal of Medicine   PAGES:404   VOLUME:26,http://dx.doi.org/10.2169/internalmedicine1962.26.404,1987.0,[H][C]12C[CH](O)CC[C]1(C)[C]1([H])CC[C]3(C)[C]([H])(CC[C]3([H])[C]1([H])[CH](O)C2)[CH](C)CCC(O)=O
Chlorpromazine Hydrochloride,CN(C)CCCN1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2,Jaundice,Human,-0.47712125471966244,Repeated,Oral,Reference from PharmaPendium Published Toxicity: Chlorpromazine0041a   ---   JOURNAL:British Medical Journal   PAGES:579   VOLUME:2,,1954.0,CN(C)CCCN1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2
Cholic acid,[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(O)=O,Jaundice,Human,-1.1760912590556813,Repeated,Oral,"EMA approval document: ANNEX I, page:6 PDF 546k",https://www.pharmapendium.com/browse/ema/Cholic acid/e276a741c2e1f90d8fb94ee88f89cc4d?reference=6,2020.0,[H][C]12C[CH](O)CC[C]1(C)[C]1([H])C[CH](O)[C]3(C)[C]([H])(CC[C]3([H])[C]1([H])[CH](O)C2)[CH](C)CCC(O)=O
Cinchophen,OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1,Jaundice,Human,-3.9030899869919438,Repeated,Oral,Reference from PharmaPendium Published Toxicity: Cinchophen21   ---   JOURNAL:California and Western Medicine   PAGES:269   VOLUME:35,,1931.0,OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1
Ciprofloxacin Hydrochloride,OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O,Jaundice,Human,-3.3010299956639813,Repeated,Intravenous,"FDA approval package document: Approval Package 020780/S-017, S-018; 019537/S-053, S-054, page:5 PDF 3215k",https://www.pharmapendium.com/browse/fda/Ciprofloxacin Hydrochloride/0e2c9703e8f743bf0652849a2b661fe1?reference=5,2004.0,OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O
Cisapride Monohydrate,CO[C@@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,Jaundice,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020210/S-000, page:88 PDF 7171k",https://www.pharmapendium.com/browse/fda/Cisapride Monohydrate/5928402f9fea4bc4c511c83a8d82225e?reference=88,1992.0,CO[CH]1CN(CCCOC2=CC=C(F)C=C2)CC[CH]1NC(=O)C1=CC(Cl)=C(N)C=C1OC
Citalopram Hydrobromide,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,Jaundice,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Approval Package 021046/S-019; 020822/S-042 Part 02, page:25 PDF 436k",https://www.pharmapendium.com/browse/fda/Citalopram Hydrobromide/3a22838868d92f333fb8ee367eaef081?reference=25,2012.0,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
Clofazimine,CC(C)\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C/1NC1=CC=C(Cl)C=C1,Jaundice,Human,-2.0,Repeated,Oral,"FDA approval package document: Approval Package 019500/S-000, page:14 PDF 2175k",https://www.pharmapendium.com/browse/fda/Clofazimine/698747737f2e7d99da9cfa67f709a871?reference=14,1985.0,CC(C)\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C/1NC1=CC=C(Cl)C=C1
