Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Bosutinib Monohydrate,COC1=C(Cl)C=C(Cl)C(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C1,Liver injury,Human,-2.7781512503836434,Repeated,Oral,"EMA approval document: Assessment Report EMA/70979/2013, page:69 PDF 1136k",https://www.pharmapendium.com/browse/ema/Bosutinib Monohydrate/ab40610c3303b50455387aeda860af0b?reference=69,2013.0,COC1=C(Cl)C=C(Cl)C(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C1
Brexpiprazole,O=C1NC2=CC(OCCCCN3CCN(CC3)C3=C4C=CSC4=CC=C3)=CC=C2C=C1,Liver injury,Human,-0.6020599913279624,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 205422/S-000 Part 04, page:93 PDF 20059k",https://www.pharmapendium.com/browse/fda/Brexpiprazole/00ccb22ace460844be09f496a697ac0d?reference=93,2014.0,O=C1NC2=CC(OCCCCN3CCN(CC3)C3=C4C=CSC4=CC=C3)=CC=C2C=C1
Buprenorphine,[H][C@@]1(C[C@]23CC[C@@]1(OC)[C@@H]1OC4=C(O)C=CC5=C4[C@]21CCN(CC1CC1)[C@@H]3C5)[C@](C)(O)C(C)(C)C,Liver injury,Human,-2.4771212547196626,Single,Subcutaneous,"FDA approval package document: Medical/Clinical Review 209819/S-000 Part 05, page:21 PDF 2301k",https://www.pharmapendium.com/browse/fda/Buprenorphine/8f1398455cffb93396afecba69bdf704?reference=21,2017.0,[H][C]1(C[C]23CC[C]1(OC)[CH]1OC4=C(O)C=CC5=C4[C]21CCN(CC1CC1)[CH]3C5)[C](C)(O)C(C)(C)C
Bupropion Hydrochloride,CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1,Liver injury,Human,-2.9542425094393248,Repeated,Oral,"FDA approval package document: Approval Package 018644/S-000 Part 05, page:13 PDF 3983k",https://www.pharmapendium.com/browse/fda/Bupropion Hydrochloride/e68800fc565636f246ca24af62d132f0?reference=13,1985.0,CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1
Cabotegravir Sodium,[H][C@@]12CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C([O-])=C3C(=O)N1[C@@H](C)CO2,Liver injury,Human,-1.7781512503836436,Repeated,Oral,"EMA approval document: Public Assessment Report EMA/586324/2020; EMEA/H/C/004976/0000, page:134 PDF 8611k",https://www.pharmapendium.com/browse/ema/Cabotegravir Sodium/7d31e8568fdb1789517380a5b98893eb?reference=134,2020.0,[H][C]12CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C([O-])=C3C(=O)N1[CH](C)CO2
Ceritinib,CC(C)OC1=C(NC2=NC=C(Cl)C(NC3=C(C=CC=C3)S(=O)(=O)C(C)C)=N2)C=C(C)C(=C1)C1CCNCC1,Liver injury,Human,-2.8750612633917,Repeated,Oral,"EMA approval document: Assessment Report EMA/170114/2015; EMEA/H/C/003819/0000, page:86 PDF 3461k",https://www.pharmapendium.com/browse/ema/Ceritinib/625fcc14a77690a19eb6362758b85c7e?reference=86,2015.0,CC(C)OC1=C(NC2=NC=C(Cl)C(NC3=C(C=CC=C3)S(=O)(=O)C(C)C)=N2)C=C(C)C(=C1)C1CCNCC1
Cladribine,NC1=NC(Cl)=NC2=C1N=CN2[C@@H]1C[C@H](O)[C@@H](CO)O1,Liver injury,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022561/S-000 Part 01, page:7 PDF 892k",https://www.pharmapendium.com/browse/fda/Cladribine/8de2b2b3b466ab4b73d24494c3fefa90?reference=7,2010.0,NC1=NC(Cl)=NC2=C1N=CN2[CH]1C[CH](O)[CH](CO)O1
Clomipramine Hydrochloride,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=C(Cl)C=C12,Liver injury,Human,-2.3979400086720375,Repeated,Oral,"FDA approval package document: Approval Package 019906/S-001, S-005, S-007, S-013, S-014, S-015, S-016 Part 01, page:23 PDF 4280k",https://www.pharmapendium.com/browse/fda/Clomipramine Hydrochloride/a2ee265d4f26e905e656c012bb37d71e?reference=23,1991.0,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=C(Cl)C=C12
Clozapine,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2,Liver injury,Human,-2.9542425094393248,Repeated,Oral,"FDA approval package document: Label 203479/S-000, page:27 PDF 1267k",https://www.pharmapendium.com/browse/fda/Clozapine/107c277867a1040822f8ad90fa780b3d?reference=27,2013.0,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2
Colchicine,COC1=CC=C2C(=CC1=O)[C@H](CCC1=CC(OC)=C(OC)C(OC)=C21)NC(C)=O,Liver injury,Human,-0.7781512503836436,Repeated,Oral,"FDA approval package document: Label 204820/S-000, page:4 PDF 579k",https://www.pharmapendium.com/browse/fda/Colchicine/b5803a134c17b2d83f02bf3d034c4f02?reference=4,2014.0,COC1=CC=C2C(=CC1=O)[CH](CCC1=CC(OC)=C(OC)C(OC)=C21)NC(C)=O
Crizotinib,C[C@@H](OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C(F)=CC=C1Cl,Liver injury,Human,-2.3979400086720375,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/465053/2015; EMEA/H/C/002489/II/0024, page:65 PDF 5392k",https://www.pharmapendium.com/browse/ema/Crizotinib/05eca3517bfe9024d37dbc98ba567512?reference=65,2015.0,C[CH](OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C(F)=CC=C1Cl
Dacomitinib,COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,Liver injury,Human,-1.6532125137753437,Repeated,Oral,"EMA approval document: Public Assessment Report EMA/201148/2019; EMEA/H/C/004779/0000, page:134 PDF 7228k",https://www.pharmapendium.com/browse/ema/Dacomitinib/579cd00a268ddcd1d8cd19badb26782b?reference=134,2019.0,COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
Danazol,[H][C@@]12CCC3=CC4=C(C[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@@]1(O)C#C)C=NO4,Liver injury,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Approval Package 017557/S-002, S-003, S-004, S-006 Part 02, page:44 PDF 4163k",https://www.pharmapendium.com/browse/fda/Danazol/97667b2cbb0a1bec203ef186413cc433?reference=44,1976.0,[H][C]12CCC3=CC4=C(C[C]3(C)[C]1([H])CC[C]1(C)[C]2([H])CC[C]1(O)C#C)C=NO4
Delamanid,C[C@]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)N(=O)=O,Liver injury,Human,-2.3010299956639813,Repeated,Oral,"EMA approval document: Assessment Report EMA/55567/2014; EMEA/H/C/002552, page:91 PDF 4324k",https://www.pharmapendium.com/browse/ema/Delamanid/e0682a9e8072d93e83504aa96dac2c8e?reference=91,2013.0,C[C]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)N(=O)=O
Diclofenac Potassium,[O-]C(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,Liver injury,Human,-0.6020599913279624,Repeated,Oral,"FDA approval package document: Label 022202/S-000, page:7 PDF 1085k",https://www.pharmapendium.com/browse/fda/Diclofenac Potassium/753bf335ec07dc33069381fe02214df7?reference=7,2010.0,[O-]C(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
Diltiazem Hydrochloride,COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,Liver injury,Human,-2.5563025007672873,Repeated,Oral,"FDA approval package document: Approval Package 020062/S-042 Part 01, page:15 PDF 305k",https://www.pharmapendium.com/browse/fda/Diltiazem Hydrochloride/0cb2e3110d81df28afe7a562e76e96f2?reference=15,2016.0,COC1=CC=C(C=C1)[CH]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[CH]1OC(C)=O
Dimethyl Fumarate,COC(=O)\C=C\C(=O)OC,Liver injury,Human,-2.8573324964312685,Repeated,Oral,"EMA approval document: Assessment Report EMA/412737/2017; EMEA/H/C/002157/0000, page:81 PDF 4381k",https://www.pharmapendium.com/browse/ema/Dimethyl Fumarate/b6e83e951426e8cba7410e9dd65532ac?reference=81,2017.0,COC(=O)\C=C\C(=O)OC
Diroximel Fumarate,COC(=O)\C=C\C(=O)OCCN1C(=O)CCC1=O,Liver injury,Human,-2.6646419755561257,Repeated,Oral,"FDA approval package document: Label 211855/S-001, page:5 PDF 1115k",https://www.pharmapendium.com/browse/fda/Diroximel Fumarate/ec4bbe58d8b9fd093fee7ca551ffa5c2?reference=5,2019.0,COC(=O)\C=C\C(=O)OCCN1C(=O)CCC1=O
Dofetilide,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1,Liver injury,Human,-2.6989700043360187,Repeated,Oral,"FDA approval package document: Approval Package 020931/S-013 Part 02, page:12 PDF 1015k",https://www.pharmapendium.com/browse/fda/Dofetilide/8cb981ebf1d43ef2d32d23093e710f83?reference=12,2016.0,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1
Dolutegravir Sodium,[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C([O-])=C3C(=O)N1[C@H](C)CCO2,Liver injury,Human,-1.6989700043360187,Repeated,Oral,"FDA approval package document: Label 204790/S-000, page:1 PDF 547k",https://www.pharmapendium.com/browse/fda/Dolutegravir Sodium/142bf3dbfe0851e3f0de774d67a911a7?reference=1,2013.0,[H][C]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C([O-])=C3C(=O)N1[CH](C)CCO2
Duloxetine Hydrochloride,CNCC[C@H](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1,Liver injury,Human,-2.0791812460476247,Repeated,Oral,"EMA approval document: ANNEX I, page:6 PDF 209k",https://www.pharmapendium.com/browse/ema/Duloxetine Hydrochloride/b89d9b2cc3a51c303012bfda8b61b474?reference=6,2020.0,CNCC[CH](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1
Empagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C(Cl)C=C1,Liver injury,Human,-1.0,Repeated,Oral,"FDA approval package document: Approval Package 204629/S-008 Part 23, page:4 PDF 1147k",https://www.pharmapendium.com/browse/fda/Empagliflozin/f3b739b56adee05bf8c4e8c82cfbf1c5?reference=4,2015.0,OC[CH]1O[CH]([CH](O)[CH](O)[CH]1O)C1=CC(CC2=CC=C(O[CH]3CCOC3)C=C2)=C(Cl)C=C1
Eslicarbazepine Acetate,CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=C1C=CC=C2,Liver injury,Human,-3.255272505103306,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022416/S-000 Part 11, page:32 PDF 765k",https://www.pharmapendium.com/browse/fda/Eslicarbazepine Acetate/90e7c2e2e973db3fa8122b77e814cea6?reference=32,2013.0,CC(=O)O[CH]1CC2=C(C=CC=C2)N(C(N)=O)C2=C1C=CC=C2
Etravirine,CC1=CC(=CC(C)=C1OC1=NC(NC2=CC=C(C=C2)C#N)=NC(N)=C1Br)C#N,Liver injury,Human,-2.3010299956639813,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022187/S-000 Part 02, page:16 PDF 6254k",https://www.pharmapendium.com/browse/fda/Etravirine/23cba3104661ccebce18224813c53489?reference=16,2008.0,CC1=CC(=CC(C)=C1OC1=NC(NC2=CC=C(C=C2)C#N)=NC(N)=C1Br)C#N
Febuxostat,CC(C)COC1=CC=C(C=C1C#N)C1=NC(C)=C(S1)C(O)=O,Liver injury,Human,-2.4771212547196626,Repeated,Oral,"EMA approval document: ANNEX I, page:24 PDF 300k",https://www.pharmapendium.com/browse/ema/Febuxostat/9263bc582cfb24cf942ce6af88777fab?reference=24,2019.0,CC(C)COC1=CC=C(C=C1C#N)C1=NC(C)=C(S1)C(O)=O
Fexofenadine Hydrochloride,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Liver injury,Human,-2.0791812460476247,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 201373/S-000 Part 11, page:34 PDF 876k",https://www.pharmapendium.com/browse/fda/Fexofenadine Hydrochloride/d7059e44b20a49f9940c212d18b49443?reference=34,2010.0,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
Flucytosine,NC1=NC(=O)NC=C1F,Liver injury,Human,-2.1760912590556813,Repeated,Oral,"FDA approval package document: Label 017001/S-000, page:13 PDF 1236k",https://www.pharmapendium.com/browse/fda/Flucytosine/8b4c46f692806fc09b1eedcba617a43e?reference=13,2009.0,NC1=NC(=O)NC=C1F
Fluvastatin Sodium,CC(C)N1C2=CC=CC=C2C(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O,Liver injury,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Approval Package 020261/S-046 Part 03, page:2 PDF 808k",https://www.pharmapendium.com/browse/fda/Fluvastatin Sodium/4845d89ec455c3d165fc7e5de2f27555?reference=2,2012.0,CC(C)N1C2=CC=CC=C2C(C2=CC=C(F)C=C2)=C1\C=C\[CH](O)C[CH](O)CC([O-])=O
Itraconazole,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,Liver injury,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Pharmacology Review 022484/S-000, page:5 PDF 493k",https://www.pharmapendium.com/browse/fda/Itraconazole/a3becfed4b8977e01e361d9159fde665?reference=5,2009.0,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
Ivosidenib,FC1=CN=CC(=C1)N([C@H](C(=O)NC1CC(F)(F)C1)C1=C(Cl)C=CC=C1)C(=O)[C@@H]1CCC(=O)N1C1=NC=CC(=C1)C#N,Liver injury,Human,-2.6989700043360187,Repeated,Oral,"FDA approval package document: Approval Package 211192/S-000 Part 07, page:60 PDF 1425k",https://www.pharmapendium.com/browse/fda/Ivosidenib/dff8ff2fbdbaf7cb01b8640411f09c5c?reference=60,2018.0,FC1=CN=CC(=C1)N([CH](C(=O)NC1CC(F)(F)C1)C1=C(Cl)C=CC=C1)C(=O)[CH]1CCC(=O)N1C1=NC=CC(=C1)C#N
Ketoconazole,[H][C@]1(COC2=CC=C(C=C2)N2CCN(CC2)C(C)=O)CO[C@@](CN2C=CN=C2)(O1)C1=CC=C(Cl)C=C1Cl,Liver injury,Human,-3.0791812460476247,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/534845/2014; EMEA/H/C/003906/0000, page:65 PDF 1943k",https://www.pharmapendium.com/browse/ema/Ketoconazole/7021d14a92fb1a5a02778a5b85c49d37?reference=65,2014.0,[H][C]1(COC2=CC=C(C=C2)N2CCN(CC2)C(C)=O)CO[C](CN2C=CN=C2)(O1)C1=CC=C(Cl)C=C1Cl
Lacosamide,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1,Liver injury,Human,-1.0791812460476249,Repeated,Oral,"EMA approval document: Assessment Report EMA/381037/2015; EMEA/H/C/000863/P46/025, page:10 PDF 1086k",https://www.pharmapendium.com/browse/ema/Lacosamide/a74e585f3ed874ebc6eb439d7b8a1888?reference=10,2015.0,COC[CH](NC(C)=O)C(=O)NCC1=CC=CC=C1
Lansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,Liver injury,Human,-1.4771212547196624,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 208025/S-000 Part 05, page:18 PDF 574k",https://www.pharmapendium.com/browse/fda/Lansoprazole/acea02bfb0d22596b2a1c7287dd59bcc?reference=18,2015.0,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1
Lasofoxifene,OC1=CC=C2[C@H]([C@H](CCC2=C1)C1=CC=CC=C1)C1=CC=C(OCCN2CCCC2)C=C1,Liver injury,Human,-1.0,Repeated,Oral,"EMA approval document: Assessment Report EMEA/14045/2009; EMEA/H/C/000977, page:38 PDF 1001k",https://www.pharmapendium.com/browse/ema/Lasofoxifene/fab9a90d9b1c1549313b9c76151f1eb1?reference=38,2013.0,OC1=CC=C2[CH]([CH](CCC2=C1)C1=CC=CC=C1)C1=CC=C(OCCN2CCCC2)C=C1
Leflunomide,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,Liver injury,Human,-1.3010299956639813,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/478482/2013; EMEA/H/C/001227/X/0012/G, page:17 PDF 243k",https://www.pharmapendium.com/browse/ema/Leflunomide/8c5ee593d87230d2f1e5fca39db1ea67?reference=17,2013.0,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F
Lenalidomide,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Liver injury,Human,-1.3979400086720377,Repeated,Oral,"EMA approval document: ANNEX I, page:94 PDF 639k",https://www.pharmapendium.com/browse/ema/Lenalidomide/25cd756533c94cddbdd01735140f5be1?reference=94,2021.0,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O
Liraglutide,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC1=CN=CN1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O,Liver injury,Human,-0.47712125471966244,Repeated,Subcutaneous,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 206321/S-000 Part 03, page:16 PDF 4929k",https://www.pharmapendium.com/browse/fda/Liraglutide/89607ebb61bab857867a252b0f96e5b3?reference=16,2014.0,CCCCCCCCCCCCCCCC(=O)N[CH](CCC(=O)NCCCC[CH](NC(=O)[CH](C)NC(=O)[CH](C)NC(=O)[CH](CCC(N)=O)NC(=O)CNC(=O)[CH](CCC(O)=O)NC(=O)[CH](CC(C)C)NC(=O)[CH](CC1=CC=C(O)C=C1)NC(=O)[CH](CO)NC(=O)[CH](CO)NC(=O)[CH](NC(=O)[CH](CC(O)=O)NC(=O)[CH](CO)NC(=O)[CH](NC(=O)[CH](CC1=CC=CC=C1)NC(=O)[CH](NC(=O)CNC(=O)[CH](CCC(O)=O)NC(=O)[CH](C)NC(=O)[CH](N)CC1=CN=CN1)[CH](C)O)[CH](C)O)C(C)C)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CC1=CC=CC=C1)C(=O)N[CH]([CH](C)CC)C(=O)N[CH](C)C(=O)N[CH](CC1=CNC2=C1C=CC=C2)C(=O)N[CH](CC(C)C)C(=O)N[CH](C(C)C)C(=O)N[CH](CCCNC(N)=N)C(=O)NCC(=O)N[CH](CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O
Lovastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,Liver injury,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Approval Package 019643/S-085 Part 02, page:2 PDF 3050k",https://www.pharmapendium.com/browse/fda/Lovastatin/642856c4d647d2fa991f52957462a577?reference=2,2012.0,[H][C]12[CH](C[CH](C)C=C1C=C[CH](C)[CH]2CC[CH]1C[CH](O)CC(=O)O1)OC(=O)[CH](C)CC
Macitentan,CCCNS(=O)(=O)NC1=C(C2=CC=C(Br)C=C2)C(OCCOC2=NC=C(Br)C=N2)=NC=N1,Liver injury,Human,-1.0,Repeated,Oral,"FDA approval package document: Label 204410/S-000, page:4 PDF 1037k",https://www.pharmapendium.com/browse/fda/Macitentan/e45922be3091f9f6b63a1a09d3103ffa?reference=4,2013.0,CCCNS(=O)(=O)NC1=C(C2=CC=C(Br)C=C2)C(OCCOC2=NC=C(Br)C=N2)=NC=N1
