Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl,Hepatic function abnormal,Human,-1.4771212547196624,Repeated,Oral,"FDA approval package document: Approval Package 021436/S-019, S-020, S-022; 021713/S-014 Part 10, page:16 PDF 3580k",https://www.pharmapendium.com/browse/fda/Aripiprazole/de18cdf02f2dcd6fecbf15cd801fba12?reference=16,2008.0,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl
Atorvastatin Calcium,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC=C2)=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1,Hepatic function abnormal,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Approval Package 090548/S-000 Part 02, page:108 PDF 17624k",https://www.pharmapendium.com/browse/fda/Atorvastatin Calcium/991c36797f7df2a7d600ecd1ff35fccb?reference=108,2011.0,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC=C2)=C(N1CC[CH](O)C[CH](O)CC([O-])=O)C1=CC=C(F)C=C1
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=C(C=CC=C2)C1=O,Hepatic function abnormal,Human,-3.1760912590556813,Repeated,Oral,"FDA approval package document: Approval Package 020500 Part 01, page:23 PDF 5690k",https://www.pharmapendium.com/browse/fda/Atovaquone/6408b8416662f3a0f75960d17cfa8032?reference=23,1995.0,OC1=C([CH]2CC[CH](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=C(C=CC=C2)C1=O
Axitinib,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=NC=CC=C3)=C2)C=CC=C1,Hepatic function abnormal,Human,-1.0,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 202324/S-000 Part 05, page:22 PDF 323k",https://www.pharmapendium.com/browse/fda/Axitinib/4732e3524b795cb6ae3100690e755c8b?reference=22,2011.0,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=NC=CC=C3)=C2)C=CC=C1
Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,Hepatic function abnormal,Human,-2.6989700043360187,Repeated,Oral/intravenous,"FDA approval package document: Label 050809/S-000, page:15 PDF 1584k",https://www.pharmapendium.com/browse/fda/Azithromycin/0c2ef5a844f20b7e1b10400ba21520ef?reference=15,2006.0,CC[CH]1OC(=O)[CH](C)[CH](O[CH]2C[C](C)(OC)[CH](O)[CH](C)O2)[CH](C)[CH](O[CH]2O[CH](C)C[CH]([CH]2O)N(C)C)[C](C)(O)C[CH](C)CN(C)[CH](C)[CH](O)[C]1(C)O
Aztreonam,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O,Hepatic function abnormal,Human,-3.4771212547196626,Repeated,Parenteral,"FDA approval package document: Approval Package 050580 Part 01, page:8 PDF 8962k",https://www.pharmapendium.com/browse/fda/Aztreonam/6c273762992adaf8c1f986d26d8f0572?reference=8,1986.0,C[CH]1[CH](NC(=O)C(=N/OC(C)(C)C(O)=O)\C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O
Balsalazide Disodium,OC1=CC=C(C=C1C([O-])=O)\N=N\C1=CC=C(C=C1)C(=O)NCCC([O-])=O,Hepatic function abnormal,Human,-0.3010299956639812,Repeated,Oral,"FDA approval package document: Label 022205/S-000, page:5 PDF 1039k",https://www.pharmapendium.com/browse/fda/Balsalazide Disodium/39f42c3ed4963ef1763049c817e6579c?reference=5,2012.0,OC1=CC=C(C=C1C([O-])=O)\N=N\C1=CC=C(C=C1)C(=O)NCCC([O-])=O
Bempedoic Acid,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O,Hepatic function abnormal,Human,-2.255272505103306,Repeated,Oral,"FDA approval package document: Approval Package 211616/S-000 Part 11, page:40 PDF 1857k",https://www.pharmapendium.com/browse/fda/Bempedoic Acid/2208c196ea39d0c896405f6c8e825e31?reference=40,2019.0,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O
Benazepril Hydrochloride,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O,Hepatic function abnormal,Human,-1.6020599913279623,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 019851/S-028 Part 01, page:6 PDF 896k",https://www.pharmapendium.com/browse/fda/Benazepril Hydrochloride/4f8ff320f464e197b44807e1d29ca46d?reference=6,2003.0,CCOC(=O)[CH](CCC1=CC=CC=C1)N[CH]1CCC2=CC=CC=C2N(CC(O)=O)C1=O
Bicalutamide,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC=C(C#N)C(=C1)C(F)(F)F,Hepatic function abnormal,Human,-1.6989700043360187,Repeated,Oral,"FDA approval package document: Approval Package 020498/S-004 Part 01, page:13 PDF 2075k",https://www.pharmapendium.com/browse/fda/Bicalutamide/63bfb67c59a0bdab331711fa55faff9d?reference=13,1995.0,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC=C(C#N)C(=C1)C(F)(F)F
Binimetinib,CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO,Hepatic function abnormal,Human,-1.6532125137753437,Repeated,Oral,"EMA approval document: Public Assessment Report EMA/CHMP/554701/2018; EMEA/H/C/004579/0000, page:177 PDF 7846k",https://www.pharmapendium.com/browse/ema/Binimetinib/7ff4ee13f77542f6f02b01b8fe161ec1?reference=177,2018.0,CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO
Bosentan,COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1,Hepatic function abnormal,Human,-2.0969100130080562,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021290/S-001, page:25 PDF 891k",https://www.pharmapendium.com/browse/fda/Bosentan/018ecab3c97955ac0145961b8921fe86?reference=25,2003.0,COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1
Bosutinib Monohydrate,COC1=C(Cl)C=C(Cl)C(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C1,Hepatic function abnormal,Human,-2.6989700043360187,Repeated,Oral,"FDA approval package document: Label 203341/S-000 Part 01, page:8 PDF 255k",https://www.pharmapendium.com/browse/fda/Bosutinib Monohydrate/7cc0c4a61ee492874395acfd95f0c9f8?reference=8,2012.0,COC1=C(Cl)C=C(Cl)C(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C1
Bupropion Hydrochloride,CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1,Hepatic function abnormal,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Review 077285/S-000, page:8 PDF 2859k",https://www.pharmapendium.com/browse/fda/Bupropion Hydrochloride/4670270ed4f0750f946dd93e73bbac0a?reference=8,2008.0,CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1
Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O,Hepatic function abnormal,Human,-0.3010299956639812,Repeated,Intravenous,"EMA approval document: Assessment Report EMA/550530/2014; EMEA/H/C/000472/II/0019, page:62 PDF 3214k",https://www.pharmapendium.com/browse/ema/Busulfan/460abbd9922582c61fed776c0dce34a2?reference=62,2014.0,CS(=O)(=O)OCCCCOS(C)(=O)=O
Capmatinib Hydrochloride,CNC(=O)C1=CC=C(C=C1F)C1=NN2C(CC3=CC=C4N=CC=CC4=C3)=CN=C2N=C1,Hepatic function abnormal,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Approval Package 213591/S-000 Part 09, page:22 PDF 1046k",https://www.pharmapendium.com/browse/fda/Capmatinib Hydrochloride/eab6c5d203e9be4cefc241fe3fad3c0a?reference=22,2020.0,CNC(=O)C1=CC=C(C=C1F)C1=NN2C(CC3=CC=C4N=CC=CC4=C3)=CN=C2N=C1
Captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,Hepatic function abnormal,Human,-0.47712125471966244,Repeated,Oral,"FDA approval package document: Approval Package 018343/S-013, S-005, S-018 Part 11, page:44 PDF 2555k",https://www.pharmapendium.com/browse/fda/Captopril/a6dafa132eee9d55eb002caded1eba78?reference=44,1980.0,C[CH](CS)C(=O)N1CCC[CH]1C(O)=O
Carbamazepine,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,Hepatic function abnormal,Human,-3.0791812460476247,Repeated,Oral,"FDA approval package document: Approval Package 018281/S-003, S-001, S-004, S-005, S-022, S-015, S-006, S-008, S-009; 016608/S-053, S-055, S-056, S-048, S-058, S-059 Part 08, page:42 PDF 7022k",https://www.pharmapendium.com/browse/fda/Carbamazepine/dc5bcb1104d64bfe3f923577b248f246?reference=42,1981.0,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12
Cariprazine Hydrochloride,CN(C)C(=O)N[C@H]1CC[C@@H](CC1)CCN1CCN(CC1)C1=CC=CC(Cl)=C1Cl,Hepatic function abnormal,Human,-1.0791812460476249,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 204370/S-000 Part 13, page:10 PDF 20439k",https://www.pharmapendium.com/browse/fda/Cariprazine Hydrochloride/de5cf9e7986f6516f669c2c34fd176f7?reference=10,2013.0,CN(C)C(=O)N[CH]1CC[CH](CC1)CCN1CCN(CC1)C1=CC=CC(Cl)=C1Cl
Cefadroxil,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,Hepatic function abnormal,Human,-1.4771212547196624,Repeated,Oral,"FDA approval package document: Approval Package 050527/S-009, page:29 PDF 2946k",https://www.pharmapendium.com/browse/fda/Cefadroxil/8f1f4d9eb86135ccadf08e3cb7095dbf?reference=29,1991.0,[H][C]12SCC(C)=C(N1C(=O)[CH]2NC(=O)[CH](N)C1=CC=C(O)C=C1)C(O)=O
Cefdinir,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,Hepatic function abnormal,Human,-2.7781512503836434,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 050749/S-000 Part 04, page:62 PDF 2961k",https://www.pharmapendium.com/browse/fda/Cefdinir/d4125c172b18c868e68f4277dbb59547?reference=62,1996.0,[H][C]12SCC(C=C)=C(N1C(=O)[CH]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O
Cefepime Hydrochloride,CO\N=C(C(=O)N[C@H]1[C@H]2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)\C1=CSC(N)=N1,Hepatic function abnormal,Human,-3.3010299956639813,Repeated,Parenteral,"FDA approval package document: Approval Package 050679 Part 06, page:94 PDF 6772k",https://www.pharmapendium.com/browse/fda/Cefepime Hydrochloride/fa0ab5e20b28f5ec593cdb93c27a8595?reference=94,1996.0,CO\N=C(C(=O)N[CH]1[CH]2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)\C1=CSC(N)=N1
Cefmenoxime Hydrochloride,CO\N=C(C(=O)N[C@H]1[C@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O)\C1=CSC(N)=N1,Hepatic function abnormal,Human,-3.3010299956639813,Repeated,Parenteral,"FDA approval package document: Approval Package 050571 Part 01, page:10 PDF 5151k",https://www.pharmapendium.com/browse/fda/Cefmenoxime Hydrochloride/d2aca4fcb286f5a4bc51c0e42c7c6d63?reference=10,1987.0,CO\N=C(C(=O)N[CH]1[CH]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O)\C1=CSC(N)=N1
Cefmetazole Sodium,CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C([O-])=O,Hepatic function abnormal,Human,-3.6020599913279625,Repeated,Parenteral,"FDA approval package document: Approval Package 050637 Part 04, page:52 PDF 6408k",https://www.pharmapendium.com/browse/fda/Cefmetazole Sodium/61867a5e5606504d9f1213d3ad346a7d?reference=52,1989.0,CO[C]1(NC(=O)CSCC#N)[CH]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C([O-])=O
Cefpodoxime Proxetil,COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N\OC)\C1=CSC(N)=N1)C2=O)C(=O)OC(C)OC(=O)OC(C)C,Hepatic function abnormal,Human,-2.9030899869919438,Repeated,Oral,"FDA approval package document: Approval Package 050687 Part 01, page:23 PDF 4381k",https://www.pharmapendium.com/browse/fda/Cefpodoxime Proxetil/5ffa088364de86a8a3c0e1d525cdef88?reference=23,1992.0,COCC1=C(N2[CH](SC1)[CH](NC(=O)C(=N\OC)\C1=CSC(N)=N1)C2=O)C(=O)OC(C)OC(=O)OC(C)C
Ceftazidime,[H][C@]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC(C)(C)C(O)=O)\C1=CSC(N)=N1)C([O-])=O,Hepatic function abnormal,Human,-3.4771212547196626,Repeated,Parenteral,"FDA approval package document: Approval Package 050646 Part 01, page:28 PDF 5617k",https://www.pharmapendium.com/browse/fda/Ceftazidime/04d84e2f3ec0d275868d36da01f7904e?reference=28,1991.0,[H][C]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[CH]2NC(=O)C(=N/OC(C)(C)C(O)=O)\C1=CSC(N)=N1)C([O-])=O
Ceftazidime Sodium,[H][C@@]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[C@@H]2NC(=O)C(=N/OC(C)(C)C([O-])=O)\C1=CSC(N)=N1)C([O-])=O,Hepatic function abnormal,Human,-3.4771212547196626,Repeated,Parenteral,"FDA approval package document: Approval Package 050634 Part 01, page:9 PDF 6887k",https://www.pharmapendium.com/browse/fda/Ceftazidime Sodium/afaee6f95b5d88b21381d60115d3b531?reference=9,1969.0,[H][C]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[CH]2NC(=O)C(=N/OC(C)(C)C([O-])=O)\C1=CSC(N)=N1)C([O-])=O
Cefuroxime Axetil,CO\N=C(C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(=O)OC(C)OC(C)=O)\C1=CC=CO1,Hepatic function abnormal,Human,-3.0,Repeated,Oral,"FDA approval package document: Approval Package 050605 Part 08, page:1 PDF 1614k",https://www.pharmapendium.com/browse/fda/Cefuroxime Axetil/848e4186552e2f9a509fbb09911f3d88?reference=1,1985.0,CO\N=C(C(=O)N[CH]1[CH]2SCC(COC(N)=O)=C(N2C1=O)C(=O)OC(C)OC(C)=O)\C1=CC=CO1
Cefuroxime Sodium,[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CC=CO1)C([O-])=O,Hepatic function abnormal,Human,-3.3521825181113627,Repeated,Parenteral,"FDA approval package document: Approval Package 050558 Part 02, page:17 PDF 6803k",https://www.pharmapendium.com/browse/fda/Cefuroxime Sodium/fc90108222828c291df893f3cd2a639c?reference=17,1983.0,[H][C]12SCC(COC(N)=O)=C(N1C(=O)[CH]2NC(=O)C(=N/OC)\C1=CC=CO1)C([O-])=O
Celecoxib,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,Hepatic function abnormal,Human,-2.9030899869919438,Repeated,Oral,"FDA approval package document: Printed Labeling 020998/S-016, page:17 PDF 1618k",https://www.pharmapendium.com/browse/fda/Celecoxib/3576faf2cb1fb8e3a2f1aee0f7003ad9?reference=17,2003.0,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
Cenobamate,NC(=O)O[C@@H](CN1N=CN=N1)C1=CC=CC=C1Cl,Hepatic function abnormal,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 212839/S-000 Part 09, page:22 PDF 1279k",https://www.pharmapendium.com/browse/fda/Cenobamate/f9f6b5a7bbf7d9f56a6d509dfbe6d18b?reference=22,2019.0,NC(=O)O[CH](CN1N=CN=N1)C1=CC=CC=C1Cl
Ceritinib,CC(C)OC1=C(NC2=NC=C(Cl)C(NC3=C(C=CC=C3)S(=O)(=O)C(C)C)=N2)C=C(C)C(=C1)C1CCNCC1,Hepatic function abnormal,Human,-2.8750612633917,Repeated,Oral,"EMA approval document: Assessment Report EMA/386332/2017; EMEA/H/C/003819/II/0012, page:93 PDF 6439k",https://www.pharmapendium.com/browse/ema/Ceritinib/0ce99201261a9d8e84a0cbcfc52ed714?reference=93,2017.0,CC(C)OC1=C(NC2=NC=C(Cl)C(NC3=C(C=CC=C3)S(=O)(=O)C(C)C)=N2)C=C(C)C(=C1)C1CCNCC1
Cetirizine Hydrochloride,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,Hepatic function abnormal,Human,-1.0,Repeated,Oral,"FDA approval package document: Approval Package 019835/S-015; 020346/S-008, page:17 PDF 8915k",https://www.pharmapendium.com/browse/fda/Cetirizine Hydrochloride/ddbeb1c7c7307e4b190b04aa63401f86?reference=17,2002.0,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
Ciprofloxacin Hydrochloride,OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O,Hepatic function abnormal,Human,-2.6989700043360187,Repeated,Oral,"FDA approval package document: Approval Package 021554/S-000 Part 02, page:61 PDF 695k",https://www.pharmapendium.com/browse/fda/Ciprofloxacin Hydrochloride/00c6261a13bbcdf9b9a0147ece522bf9?reference=61,2003.0,OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O
Clomipramine Hydrochloride,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=C(Cl)C=C12,Hepatic function abnormal,Human,-2.3979400086720375,Repeated,Oral,"FDA approval package document: Approval Package 019906/S-001, S-005, S-007, S-013, S-014, S-015, S-016 Part 03, page:20 PDF 6399k",https://www.pharmapendium.com/browse/fda/Clomipramine Hydrochloride/93e55cc14b7332f07420e2fb28ec9907?reference=20,1991.0,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=C(Cl)C=C12
Clorazepate Dipotassium,[O-]C(=O)C1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O,Hepatic function abnormal,Human,-1.954242509439325,Repeated,Oral,"FDA approval package document: Approval Package 017105/S-039, S-056, S-008, S-007, S-005, S-004, S-043, S-015, S-016 Part 01, page:45 PDF 5008k",https://www.pharmapendium.com/browse/fda/Clorazepate Dipotassium/83dfb6d62a94a545a1e371a1d4336c4b?reference=45,1972.0,[O-]C(=O)C1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O
