Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Aminosalicylic Acid,NC1=CC=C(C(O)=O)C(O)=C1,Hepatitis,Human,-3.6020599913279625,Repeated,Oral,"FDA approval package document: Approval Package 006924, page:5 PDF 675k",https://www.pharmapendium.com/browse/fda/Aminosalicylic Acid/0e570efeadba8d5ab058994c07b64375?reference=5,,NC1=CC=C(C(O)=O)C(O)=C1
Amiodarone Hydrochloride,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,Hepatitis,Human,-1.380211241711606,Repeated,Intravenous,"FDA approval package document: Label 022325/S-000, page:9 PDF 1417k",https://www.pharmapendium.com/browse/fda/Amiodarone Hydrochloride/c0699c2ee28215284fc348c87712e2da?reference=9,2009.0,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1
Amoxapine,ClC1=CC=C2OC3=CC=CC=C3N=C(N3CCNCC3)C2=C1,Hepatitis,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Approval Package 018021/S-017, S-001, S-002 Part 01, page:24 PDF 4009k",https://www.pharmapendium.com/browse/fda/Amoxapine/7bba0ed590fbda2ff00439218823d503?reference=24,1976.0,ClC1=CC=C2OC3=CC=CC=C3N=C(N3CCNCC3)C2=C1
Amphotericin B,[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2,Hepatitis,Human,0.0,Repeated,Intravenous,"FDA approval package document: Approval Package 050724 Part 01, page:8 PDF 6223k",https://www.pharmapendium.com/browse/fda/Amphotericin B/d0bf86ad757877fb6802e13c91e66f48?reference=8,1995.0,[H][C]12C[CH](O[CH]3O[CH](C)[CH](O)[CH](N)[CH]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[CH](C)[CH](O)[CH](C)[CH](C)OC(=O)C[CH](O)C[CH](O)CC[CH](O)[CH](O)C[CH](O)C[C](O)(C[CH](O)[CH]1C(O)=O)O2
Anagrelide Hydrochloride,ClC1=C(Cl)C2=C(C=C1)N=C1NC(=O)CN1C2,Hepatitis,Human,-0.3010299956639812,Repeated,Oral,"EMA approval document: ANNEX I, page:27 PDF 317k",https://www.pharmapendium.com/browse/ema/Anagrelide Hydrochloride/17adf620f2a256a476ef21cdd46f94dc?reference=27,2020.0,ClC1=C(Cl)C2=C(C=C1)N=C1NC(=O)CN1C2
Anastrozole,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,Hepatitis,Human,-0.0,Repeated,Oral,"FDA approval package document: Label 022214/S-000, page:13 PDF 2087k",https://www.pharmapendium.com/browse/fda/Anastrozole/4b1505ca54408c397cb138821e893513?reference=13,2008.0,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N
Anidulafungin,CCCCCOC1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O,Hepatitis,Human,-0.6989700043360189,Repeated,Intravenous,"EMA approval document: ANNEX I, page:4 PDF 246k",https://www.pharmapendium.com/browse/ema/Anidulafungin/b0126dc536ecaaa2fca7659f1a5064c5?reference=4,2020.0,CCCCCOC1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)N[CH]1C[CH](O)[CH](O)NC(=O)[CH]2[CH](O)[CH](C)CN2C(=O)[CH](NC(=O)[CH](NC(=O)[CH]2C[CH](O)CN2C(=O)[CH](NC1=O)[CH](C)O)[CH](O)[CH](O)C1=CC=C(O)C=C1)[CH](C)O
Apixaban,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,Hepatitis,Human,-1.3010299956639813,Repeated,Oral,"EMA approval document: Assessment Report EMA/478338/2014; EMEA/H/C/002148/II/0014/G, page:82 PDF 2588k",https://www.pharmapendium.com/browse/ema/Apixaban/63204c7b176325279d63eef03f2d71ff?reference=82,2014.0,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O
Aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl,Hepatitis,Human,-1.4771212547196624,Repeated,Oral,"FDA approval package document: Printed Labeling 021713/S-000, page:32 PDF 2370k",https://www.pharmapendium.com/browse/fda/Aripiprazole/244853cd02a9a87a16838c41b74aa6e6?reference=32,2004.0,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl
Armodafinil,NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1,Hepatitis,Human,-2.3979400086720375,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021875/S-000 Part 01, page:52 PDF 5290k",https://www.pharmapendium.com/browse/fda/Armodafinil/460706a7575b611d14fb010477cae2ac?reference=52,2007.0,NC(=O)C[S](=O)C(C1=CC=CC=C1)C1=CC=CC=C1
Astemizole,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,Hepatitis,Human,-1.0,Repeated,Oral,"FDA approval package document: Approval Package 019402/S-001, S-003, S-004, S-007, S-010 Part 07, page:4 PDF 908k",https://www.pharmapendium.com/browse/fda/Astemizole/75eb412b8df9924bb04235b2e6fc039e?reference=4,1988.0,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1
Atorvastatin Calcium,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC=C2)=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1,Hepatitis,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Approval Package 020702/S-039, page:24 PDF 10121k",https://www.pharmapendium.com/browse/fda/Atorvastatin Calcium/e67622e3ceec2520b09109dab70889de?reference=24,2004.0,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC=C2)=C(N1CC[CH](O)C[CH](O)CC([O-])=O)C1=CC=C(F)C=C1
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=C(C=CC=C2)C1=O,Hepatitis,Human,-2.8750612633917,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020500/S-005; 020505/S-005 Part 04, page:1 PDF 653k",https://www.pharmapendium.com/browse/fda/Atovaquone/49ef6f013253d56476c54071c518c556?reference=1,1998.0,OC1=C([CH]2CC[CH](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=C(C=CC=C2)C1=O
Azapropazone,CCCC1C(=O)N2N(C1=O)C1=C(C=CC(C)=C1)N=C2N(C)C,Hepatitis,Human,-3.0791812460476247,Repeated,Oral,Reference from PharmaPendium Published Toxicity: Azapropazone64c   ---   JOURNAL:British Medical Journal   PAGES:1614   VOLUME:297,,1988.0,CCCC1C(=O)N2N(C1=O)C1=C(C=CC(C)=C1)N=C2N(C)C
Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,Hepatitis,Human,-2.6989700043360187,Repeated,Oral/intravenous,"FDA approval package document: Label 050809/S-000, page:15 PDF 1584k",https://www.pharmapendium.com/browse/fda/Azithromycin/0c2ef5a844f20b7e1b10400ba21520ef?reference=15,2006.0,CC[CH]1OC(=O)[CH](C)[CH](O[CH]2C[C](C)(OC)[CH](O)[CH](C)O2)[CH](C)[CH](O[CH]2O[CH](C)C[CH]([CH]2O)N(C)C)[C](C)(O)C[CH](C)CN(C)[CH](C)[CH](O)[C]1(C)O
Aztreonam,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O,Hepatitis,Human,-3.4771212547196626,Repeated,Parenteral,"FDA approval package document: Approval Package 050580 Part 01, page:28 PDF 8962k",https://www.pharmapendium.com/browse/fda/Aztreonam/6c273762992adaf8c1f986d26d8f0572?reference=28,1986.0,C[CH]1[CH](NC(=O)C(=N/OC(C)(C)C(O)=O)\C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O
Benoxaprofen,CC(C(O)=O)C1=CC=C2OC(=NC2=C1)C1=CC=C(Cl)C=C1,Hepatitis,Human,-2.7781512503836434,Repeated,Oral,"FDA approval package document: Approval Package 018250 Part 06, page:37 PDF 6047k",https://www.pharmapendium.com/browse/fda/Benoxaprofen/5312b25dcc6727268d88955af8b474b5?reference=37,1976.0,CC(C(O)=O)C1=CC=C2OC(=NC2=C1)C1=CC=C(Cl)C=C1
Benznidazole,O=C(CN1C=CN=C1N(=O)=O)NCC1=CC=CC=C1,Hepatitis,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 209570/S-000 Part 11, page:23 PDF 812k",https://www.pharmapendium.com/browse/fda/Benznidazole/e20dfb23182e24162b563c91b17106a2?reference=23,2017.0,O=C(CN1C=CN=C1N(=O)=O)NCC1=CC=CC=C1
Bepridil Hydrochloride,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,Hepatitis,Human,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Approval Package 019002 Part 02, page:22 PDF 5831k",https://www.pharmapendium.com/browse/fda/Bepridil Hydrochloride/012c26186da387701d74d5aa3279e988?reference=22,1990.0,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1
Bicalutamide,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC=C(C#N)C(=C1)C(F)(F)F,Hepatitis,Human,-2.1760912590556813,Repeated,Oral,"FDA approval package document: Medical Officer Review 020498, page:3 PDF 255k",https://www.pharmapendium.com/browse/fda/Bicalutamide/27f03ce3355ae660a0da79fc9524871a?reference=3,1995.0,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC=C(C#N)C(=C1)C(F)(F)F
Bosentan,COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1,Hepatitis,Human,-2.3979400086720375,Repeated,Oral,"EMA approval document: ANNEX I, page:11 PDF 437k",https://www.pharmapendium.com/browse/ema/Bosentan/f158ae595a2fc0654d2fbc1990ad2869?reference=11,2020.0,COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1
Bosutinib Monohydrate,COC1=C(Cl)C=C(Cl)C(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C1,Hepatitis,Human,-2.7781512503836434,Repeated,Oral,"EMA approval document: Assessment Report EMA/70979/2013, page:69 PDF 1136k",https://www.pharmapendium.com/browse/ema/Bosutinib Monohydrate/ab40610c3303b50455387aeda860af0b?reference=69,2013.0,COC1=C(Cl)C=C(Cl)C(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C1
Bumetanide,CCCCNC1=CC(=CC(=C1OC1=CC=CC=C1)S(N)(=O)=O)C(O)=O,Hepatitis,Human,-1.4471580313422192,Repeated,Oral/intravenous,"FDA approval package document: Approval Package 018225/S-009, S-002; 018226/S-002 Part 02, page:41 PDF 6224k",https://www.pharmapendium.com/browse/fda/Bumetanide/52a32cff72a31c3a1e345079cd7f9bd7?reference=41,1981.0,CCCCNC1=CC(=CC(=C1OC1=CC=CC=C1)S(N)(=O)=O)C(O)=O
Buprenorphine Hydrochloride,[H][C@@]1(C[C@@]23CC[C@]1(OC)[C@@H]1OC4=C(O)C=CC5=C4[C@]21CCN(CC1CC1)[C@@H]3C5)[C@](C)(O)C(C)(C)C,Hepatitis,Human,-1.2041199826559248,Repeated,Sublingual,"FDA approval package document: Medical/Clinical Review 204442/S-000 Part 02, page:97 PDF 17649k",https://www.pharmapendium.com/browse/fda/Buprenorphine Hydrochloride/832f0ccf37dcc98c3672cd9af38e1a97?reference=97,2013.0,[H][C]1(C[C]23CC[C]1(OC)[CH]1OC4=C(O)C=CC5=C4[C]21CCN(CC1CC1)[CH]3C5)[C](C)(O)C(C)(C)C
Bupropion Hydrochloride,CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1,Hepatitis,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Label 077285/S-000, page:3 PDF 1335k",https://www.pharmapendium.com/browse/fda/Bupropion Hydrochloride/d6dd095cbc079a81613951fe291c22c1?reference=3,2008.0,CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1
Cabotegravir Sodium,[H][C@@]12CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C([O-])=C3C(=O)N1[C@@H](C)CO2,Hepatitis,Human,-1.7781512503836436,Repeated,Oral,"FDA approval package document: Review 212887/S-000; 212888/S-000 Part 19, page:9 PDF 701k",https://www.pharmapendium.com/browse/fda/Cabotegravir Sodium/d8a48ae1e91b38d344fc32218cf5483b?reference=9,2019.0,[H][C]12CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C([O-])=C3C(=O)N1[CH](C)CO2
"Calcitonin, Salmon",CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N1CCC[C@H]1C(N)=O,Hepatitis,Human,-2.3010299956639813,Repeated,Intranasal,"FDA approval package document: Approval Package 076396/S-000 Part 01, page:10 PDF 3504k","https://www.pharmapendium.com/browse/fda/Calcitonin, Salmon/54adf4b8f4223a5bfe57dca6cca09bba?reference=10",2008.0,CC(C)C[CH](NC(=O)[CH](NC(=O)[CH]1CSSC[CH](N)C(=O)N[CH](CO)C(=O)N[CH](CC(N)=O)C(=O)N[CH](CC(C)C)C(=O)N[CH](CO)C(=O)N[CH]([CH](C)O)C(=O)N1)C(C)C)C(=O)NCC(=O)N[CH](CCCCN)C(=O)N[CH](CC(C)C)C(=O)N[CH](CO)C(=O)N[CH](CCC(N)=O)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CC(C)C)C(=O)N[CH](CC1=CN=CN1)C(=O)N[CH](CCCCN)C(=O)N[CH](CC(C)C)C(=O)N[CH](CCC(N)=O)C(=O)N[CH]([CH](C)O)C(=O)N[CH](CC1=CC=C(O)C=C1)C(=O)N1CCC[CH]1C(=O)N[CH](CCCNC(N)=N)C(=O)N[CH]([CH](C)O)C(=O)N[CH](CC(N)=O)C(=O)N[CH]([CH](C)O)C(=O)NCC(=O)N[CH](CO)C(=O)NCC(=O)N[CH]([CH](C)O)C(=O)N1CCC[CH]1C(N)=O
Calcium 4-Benzamidosalicylate,OC1=CC(NC(=O)C2=CC=CC=C2)=CC=C1C([O-])=O,Hepatitis,Human,-4.176091259055681,Repeated,Oral,"FDA approval package document: Review 012310, page:5 PDF 1140k",https://www.pharmapendium.com/browse/fda/Calcium 4-Benzamidosalicylate/84621efd8ca38d6d96f0129155e39eb0?reference=5,,OC1=CC(NC(=O)C2=CC=CC=C2)=CC=C1C([O-])=O
Calcium Aminosalicylate,NC1=CC=C(C([O-])=O)C(O)=C1,Hepatitis,Human,-4.176091259055681,Repeated,Oral,"FDA approval package document: Approval Package 008462, page:4 PDF 1056k",https://www.pharmapendium.com/browse/fda/Calcium Aminosalicylate/7f4a7d168b671837d5466c0fee444c30?reference=4,1957.0,NC1=CC=C(C([O-])=O)C(O)=C1
Candesartan Cilexetil,CCOC1=NC2=CC=CC(C(=O)OC(C)OC(=O)OC3CCCCC3)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1,Hepatitis,Human,-0.9030899869919435,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020838/S-000 Part 04, page:38 PDF 1288k",https://www.pharmapendium.com/browse/fda/Candesartan Cilexetil/a3d1fecf09a1569ba1bad6983f1451a3?reference=38,1998.0,CCOC1=NC2=CC=CC(C(=O)OC(C)OC(=O)OC3CCCCC3)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1
Cannabidiol,CCCCCC1=CC(O)=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=C1,Hepatitis,Human,-1.0,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 210365/S-000 Part 02, page:153 PDF 20990k",https://www.pharmapendium.com/browse/fda/Cannabidiol/6299ed807f77fbf5b95d4a503ff58399?reference=153,2018.0,CCCCCC1=CC(O)=C([CH]2C=C(C)CC[CH]2C(C)=C)C(O)=C1
Capmatinib Hydrochloride,CNC(=O)C1=CC=C(C=C1F)C1=NN2C(CC3=CC=C4N=CC=CC4=C3)=CN=C2N=C1,Hepatitis,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Approval Package 213591/S-000 Part 09, page:19 PDF 1046k",https://www.pharmapendium.com/browse/fda/Capmatinib Hydrochloride/eab6c5d203e9be4cefc241fe3fad3c0a?reference=19,2020.0,CNC(=O)C1=CC=C(C=C1F)C1=NN2C(CC3=CC=C4N=CC=CC4=C3)=CN=C2N=C1
Carbamazepine,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,Hepatitis,Human,-3.0,Repeated,Oral,"FDA approval package document: Approval Package 018281/S-031, page:16 PDF 2105k",https://www.pharmapendium.com/browse/fda/Carbamazepine/ce26ebd213d85fb7fb3989af05f689a3?reference=16,2001.0,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12
Cariprazine Hydrochloride,CN(C)C(=O)N[C@H]1CC[C@@H](CC1)CCN1CCN(CC1)C1=CC=CC(Cl)=C1Cl,Hepatitis,Human,-1.0791812460476249,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 204370/S-000 Part 09, page:19 PDF 4381k",https://www.pharmapendium.com/browse/fda/Cariprazine Hydrochloride/28ade9a21395214a85a4a9978b121cc7?reference=19,2013.0,CN(C)C(=O)N[CH]1CC[CH](CC1)CCN1CCN(CC1)C1=CC=CC(Cl)=C1Cl
Carteolol Hydrochloride,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2,Hepatitis,Human,-1.0,Repeated,Oral,"FDA approval package document: Approval Package 019204 Part 01, page:31 PDF 5749k",https://www.pharmapendium.com/browse/fda/Carteolol Hydrochloride/7500040fe3a502b3c82f20206fa1b9cb?reference=31,1988.0,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
Cefaclor,N[C@@H](C(=O)N[C@H]1[C@H]2SCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,Hepatitis,Human,-3.0,Repeated,Oral,"FDA approval package document: FDA Approval Document 050673 Part 01, page:81 PDF 2224k",https://www.pharmapendium.com/browse/fda/Cefaclor/dce2f0f5a6fda796b654c80c296791ac?reference=81,1993.0,N[CH](C(=O)N[CH]1[CH]2SCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1
Cefdinir,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,Hepatitis,Human,-1.146128035678238,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 050749/S-000 Part 03, page:75 PDF 3222k",https://www.pharmapendium.com/browse/fda/Cefdinir/212ed378c202b7d2419ca84211634faa?reference=75,1996.0,[H][C]12SCC(C=C)=C(N1C(=O)[CH]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O
Cefixime,NC1=NC(=CS1)\C(=N\OCC(O)=O)C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O,Hepatitis,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Label 202091/S-000, page:9 PDF 665k",https://www.pharmapendium.com/browse/fda/Cefixime/3eaea45d1095013613fdc23b10a629cd?reference=9,2013.0,NC1=NC(=CS1)\C(=N\OCC(O)=O)C(=O)N[CH]1[CH]2SCC(C=C)=C(N2C1=O)C(O)=O
Ceforanide,NCC1=CC=CC=C1CC(=O)N[C@H]1[C@H]2SCC(CSC3=NN=NN3CC(O)=O)=C(N2C1=O)C(O)=O,Hepatitis,Human,-3.6020599913279625,Repeated,Intramuscular,Reference from PharmaPendium Published Toxicity: Ceforanide0056   ---   DOI:10.1128/AAC.19.2.256   JOURNAL:Antimicrobial Agents and Chemotherapy   PAGES:256   VOLUME:19,http://dx.doi.org/10.1128/AAC.19.2.256,1981.0,NCC1=CC=CC=C1CC(=O)N[CH]1[CH]2SCC(CSC3=NN=NN3CC(O)=O)=C(N2C1=O)C(O)=O
