Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Empagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C(Cl)C=C1,Hepatic cirrhosis,Human,-1.3979400086720377,Repeated,Oral,"FDA approval package document: Approval Package 204629/S-001, S-002, S-003 Part 02, page:20 PDF 4874k",https://www.pharmapendium.com/browse/fda/Empagliflozin/d9389650199146fc07985b7833daf787?reference=20,2015.0,OC[CH]1O[CH]([CH](O)[CH](O)[CH]1O)C1=CC(CC2=CC=C(O[CH]3CCOC3)C=C2)=C(Cl)C=C1
Eslicarbazepine Acetate,CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=C1C=CC=C2,Hepatic cirrhosis,Human,-3.0791812460476247,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022416/S-000 Part 17, page:9 PDF 453k",https://www.pharmapendium.com/browse/fda/Eslicarbazepine Acetate/459bd37af93f1fbbbf90e8b0afb596ac?reference=9,2013.0,CC(=O)O[CH]1CC2=C(C=CC=C2)N(C(N)=O)C2=C1C=CC=C2
Esomeprazole Magnesium,COC1=CC=C2[N-]C(=NC2=C1)[S@@](=O)CC1=NC=C(C)C(OC)=C1C,Hepatic cirrhosis,Human,-1.6020599913279623,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 204655/S-000 Part 06, page:58 PDF 6035k",https://www.pharmapendium.com/browse/fda/Esomeprazole Magnesium/afdd7c58859f0f4165b2c56079a95642?reference=58,2013.0,COC1=CC=C2[N-]C(=NC2=C1)[S](=O)CC1=NC=C(C)C(OC)=C1C
Etodolac,CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O,Hepatic cirrhosis,Human,-2.7781512503836434,Repeated,Oral,"FDA approval package document: Approval Package 018922/S-007, S-008, S-013, S-014, S-015 Part 06, page:29 PDF 4880k",https://www.pharmapendium.com/browse/fda/Etodolac/c688b5771656ff786492cf1489a4c479?reference=29,1991.0,CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O
Etravirine,CC1=CC(=CC(C)=C1OC1=NC(NC2=CC=C(C=C2)C#N)=NC(N)=C1Br)C#N,Hepatic cirrhosis,Human,-2.3010299956639813,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022187/S-000 Part 02, page:31 PDF 6254k",https://www.pharmapendium.com/browse/fda/Etravirine/23cba3104661ccebce18224813c53489?reference=31,2008.0,CC1=CC(=CC(C)=C1OC1=NC(NC2=CC=C(C=C2)C#N)=NC(N)=C1Br)C#N
Famotidine,N\C(N)=N/C1=NC(CSCCC(=N)NS(N)(=O)=O)=CS1,Hepatic cirrhosis,Human,-1.3010299956639813,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020325/S-015, page:51 PDF 7378k",https://www.pharmapendium.com/browse/fda/Famotidine/5fa81e4ff6a2de8756c46a0ad36748f1?reference=51,2002.0,N\C(N)=N/C1=NC(CSCCC(=N)NS(N)(=O)=O)=CS1
Fluvastatin Sodium,CC(C)N1C2=CC=CC=C2C(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O,Hepatic cirrhosis,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Approval Package 020261 Part 13, page:37 PDF 7437k",https://www.pharmapendium.com/browse/fda/Fluvastatin Sodium/f20fb59e2770165d18a2885af438f004?reference=37,1993.0,CC(C)N1C2=CC=CC=C2C(C2=CC=C(F)C=C2)=C1\C=C\[CH](O)C[CH](O)CC([O-])=O
Gefitinib,COC1=CC2=C(C=C1OCCCN1CCOCC1)C(NC1=CC(Cl)=C(F)C=C1)=NC=N2,Hepatic cirrhosis,Human,-2.3979400086720375,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 206995/S-000 Part 02, page:93 PDF 12992k",https://www.pharmapendium.com/browse/fda/Gefitinib/e765d69482dd54d434698f4ede90d4af?reference=93,2015.0,COC1=CC2=C(C=C1OCCCN1CCOCC1)C(NC1=CC(Cl)=C(F)C=C1)=NC=N2
Ketoconazole,[H][C@]1(COC2=CC=C(C=C2)N2CCN(CC2)C(C)=O)CO[C@@](CN2C=CN=C2)(O1)C1=CC=C(Cl)C=C1Cl,Hepatic cirrhosis,Human,-3.0791812460476247,Repeated,Oral,"EMA approval document: ANNEX I, page:16 PDF 553k",https://www.pharmapendium.com/browse/ema/Ketoconazole/8d2315e4697688e9c94ee9b957e597c1?reference=16,2020.0,[H][C]1(COC2=CC=C(C=C2)N2CCN(CC2)C(C)=O)CO[C](CN2C=CN=C2)(O1)C1=CC=C(Cl)C=C1Cl
Liraglutide,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC1=CN=CN1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O,Hepatic cirrhosis,Human,-0.9030899869919435,Repeated,Subcutaneous,"FDA approval package document: Medical/Clinical Review 022341/S-000 Part 02, page:64 PDF 7947k",https://www.pharmapendium.com/browse/fda/Liraglutide/da1da8b583244e733989b285b57e6ff7?reference=64,2009.0,CCCCCCCCCCCCCCCC(=O)N[CH](CCC(=O)NCCCC[CH](NC(=O)[CH](C)NC(=O)[CH](C)NC(=O)[CH](CCC(N)=O)NC(=O)CNC(=O)[CH](CCC(O)=O)NC(=O)[CH](CC(C)C)NC(=O)[CH](CC1=CC=C(O)C=C1)NC(=O)[CH](CO)NC(=O)[CH](CO)NC(=O)[CH](NC(=O)[CH](CC(O)=O)NC(=O)[CH](CO)NC(=O)[CH](NC(=O)[CH](CC1=CC=CC=C1)NC(=O)[CH](NC(=O)CNC(=O)[CH](CCC(O)=O)NC(=O)[CH](C)NC(=O)[CH](N)CC1=CN=CN1)[CH](C)O)[CH](C)O)C(C)C)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CC1=CC=CC=C1)C(=O)N[CH]([CH](C)CC)C(=O)N[CH](C)C(=O)N[CH](CC1=CNC2=C1C=CC=C2)C(=O)N[CH](CC(C)C)C(=O)N[CH](C(C)C)C(=O)N[CH](CCCNC(N)=N)C(=O)NCC(=O)N[CH](CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O
Lusutrombopag,CCCCCCO[C@@H](C)C1=CC=CC(C2=CSC(NC(=O)C3=CC(Cl)=C(\C=C(/C)C(O)=O)C(Cl)=C3)=N2)=C1OC,Hepatic cirrhosis,Human,-0.47712125471966244,Repeated,Oral,"FDA approval package document: Approval Package 210923/S-000 Part 05, page:2 PDF 1017k",https://www.pharmapendium.com/browse/fda/Lusutrombopag/94c1442914bb15f9aa4325d07437b0c6?reference=2,2018.0,CCCCCCO[CH](C)C1=CC=CC(C2=CSC(NC(=O)C3=CC(Cl)=C(\C=C(/C)C(O)=O)C(Cl)=C3)=N2)=C1OC
Maraviroc,[H][C@]12CC[C@]([H])(C[C@H](C1)N1C(C)=NN=C1C(C)C)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,Hepatic cirrhosis,Human,-0.3010299956639812,Repeated,Oral,"EMA approval document: ANNEX I, page:16 PDF 775k",https://www.pharmapendium.com/browse/ema/Maraviroc/c4b566d7660838911f6e544f697ed177?reference=16,2020.0,[H][C]12CC[C]([H])(C[CH](C1)N1C(C)=NN=C1C(C)C)N2CC[CH](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1
Micafungin Sodium,[H][C@@]12C[C@@H](O)CN1C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@]1([H])[C@@H](O)[C@@H](C)CN1C(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C(OS([O-])(=O)=O)=C1)[C@H](O)CC(N)=O)NC(=O)C1=CC=C(C=C1)C1=NOC(=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O,Hepatic cirrhosis,Human,-2.1760912590556813,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 021754/S-000 Part 03, page:6 PDF 7132k",https://www.pharmapendium.com/browse/fda/Micafungin Sodium/0e7d32ac0bd233b9c781a736663a1981?reference=6,2005.0,[H][C]12C[CH](O)CN1C(=O)[CH](NC(=O)[CH](C[CH](O)[CH](O)NC(=O)[C]1([H])[CH](O)[CH](C)CN1C(=O)[CH](NC(=O)[CH](NC2=O)[CH](O)[CH](O)C1=CC=C(O)C(OS([O-])(=O)=O)=C1)[CH](O)CC(N)=O)NC(=O)C1=CC=C(C=C1)C1=NOC(=C1)C1=CC=C(OCCCCC)C=C1)[CH](C)O
Mirtazapine,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,Hepatic cirrhosis,Human,-1.7781512503836436,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020415 Part 03, page:45 PDF 1638k",https://www.pharmapendium.com/browse/fda/Mirtazapine/3ef88a665b5053f6fef17ab0f68687f9?reference=45,1995.0,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
Nitisinone,FC(F)(F)C1=CC=C(C(=O)C2C(=O)CCCC2=O)C(=C1)N(=O)=O,Hepatic cirrhosis,Human,-0.3010299956639812,Repeated,Oral,"EMA approval document: Scientific Discussion, page:23 PDF 329k",https://www.pharmapendium.com/browse/ema/Nitisinone/0c62cb3e775fc7a38d518fdb19f3281d?reference=23,2005.0,FC(F)(F)C1=CC=C(C(=O)C2C(=O)CCCC2=O)C(=C1)N(=O)=O
"Nitrofurantoin, Macrocrystalline",O=C1CN(C(=O)N1)\N=C\C1=CC=C(O1)N(=O)=O,Hepatic cirrhosis,Human,-1.6989700043360187,Repeated,Oral,"FDA approval package document: Approval Package 016620/S-064, page:33 PDF 2554k","https://www.pharmapendium.com/browse/fda/Nitrofurantoin, Macrocrystalline/87b6846f59ea68c204bf40dd016affea?reference=33",2003.0,O=C1CN(C(=O)N1)\N=C\C1=CC=C(O1)N(=O)=O
Omeprazole,COC1=CC=C2NC(=NC2=C1)S(=O)CC1=NC=C(C)C(OC)=C1C,Hepatic cirrhosis,Human,-1.6020599913279623,Repeated,Oral,"FDA approval package document: Approval Package 019810/S-002, S-007, S-036, S-037, S-009, S-010, S-022, S-035, S-019, S-023, S-025, S-033, S-034; 050662/S-010 Part 21, page:51 PDF 6127k",https://www.pharmapendium.com/browse/fda/Omeprazole/1f18354d13e32eec8cbbb691e34fed35?reference=51,1990.0,COC1=CC=C2NC(=NC2=C1)S(=O)CC1=NC=C(C)C(OC)=C1C
Pravastatin Sodium,[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC([O-])=O)OC(=O)[C@@H](C)CC,Hepatic cirrhosis,Human,-1.6020599913279623,Repeated,Oral,"FDA approval package document: Approval Package 019898/S-050, page:6 PDF 4062k",https://www.pharmapendium.com/browse/fda/Pravastatin Sodium/108a6de2bc9734d7224a77deebc2b034?reference=6,2002.0,[H][C]12[CH](C[CH](O)C=C1C=C[CH](C)[CH]2CC[CH](O)C[CH](O)CC([O-])=O)OC(=O)[CH](C)CC
Regorafenib,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Hepatic cirrhosis,Human,-2.2041199826559246,Repeated,Oral,"FDA approval package document: Approval Package 203085/S-007 Part 02, page:16 PDF 4415k",https://www.pharmapendium.com/browse/fda/Regorafenib/026d8fc72a2854bedeae72aaf2cf5906?reference=16,2016.0,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1
Rifaximin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C2N=C2C=C(C)C=CN12,Hepatic cirrhosis,Human,-0.3010299956639812,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022554/S-000 Part 08, page:3 PDF 543k",https://www.pharmapendium.com/browse/fda/Rifaximin/b5e713c22ddc881143012c2843dbd271?reference=3,2009.0,CO[CH]1\C=C\O[C]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[CH](C)[CH](O)[CH](C)[CH](O)[CH](C)[CH](OC(C)=O)[CH]1C)C1=C2N=C2C=C(C)C=CN12
Rivaroxaban,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,Hepatic cirrhosis,Human,-0.3010299956639812,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022406/S-000 Part 15, page:18 PDF 3082k",https://www.pharmapendium.com/browse/fda/Rivaroxaban/f93854302776cab245cbb09dd26c441d?reference=18,2009.0,ClC1=CC=C(S1)C(=O)NC[CH]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O
Selexipag,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C1=NC(C2=CC=CC=C2)=C(N=C1)C1=CC=CC=C1,Hepatic cirrhosis,Human,-3.2041199826559246,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 207947/S-000 Part 05, page:19 PDF 601k",https://www.pharmapendium.com/browse/fda/Selexipag/0a014815d9b037d06801f9864d8abfcb?reference=19,2015.0,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C1=NC(C2=CC=CC=C2)=C(N=C1)C1=CC=CC=C1
Telavancin Hydrochloride,CCCCCCCCCCNCCN[C@@]1(C)C[C@@H](O[C@@H](C)[C@H]1O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=C2OC3=C(Cl)C=C(C=C3)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]3C(=O)N[C@H]4C(=O)N[C@@H]([C@H](O)C5=CC=C(OC1=CC3=C2)C(Cl)=C5)C(=O)N[C@H](C(O)=O)C1=C(C(O)=C(CNCP(O)(O)=O)C(O)=C1)C1=C(O)C=CC4=C1,Hepatic cirrhosis,Human,-1.0,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 022110/S-000 Part 01, page:61 PDF 5129k",https://www.pharmapendium.com/browse/fda/Telavancin Hydrochloride/c6ed4555ad36491be320e07d5ab11ccc?reference=61,2009.0,CCCCCCCCCCNCCN[C]1(C)C[CH](O[CH](C)[CH]1O)O[CH]1[CH](O)[CH](O)[CH](CO)O[CH]1OC1=C2OC3=C(Cl)C=C(C=C3)[CH](O)[CH](NC(=O)[CH](CC(C)C)NC)C(=O)N[CH](CC(N)=O)C(=O)N[CH]3C(=O)N[CH]4C(=O)N[CH]([CH](O)C5=CC=C(OC1=CC3=C2)C(Cl)=C5)C(=O)N[CH](C(O)=O)C1=C(C(O)=C(CNCP(O)(O)=O)C(O)=C1)C1=C(O)C=CC4=C1
Trichlormethiazide,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl,Hepatic cirrhosis,Human,-0.6020599913279624,Repeated,Oral,"FDA approval package document: Review 012594, page:3 PDF 919k",https://www.pharmapendium.com/browse/fda/Trichlormethiazide/343187b69a62f9b1cac14fbf7bb9b4e8?reference=3,,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl
Zanamivir,[H][C@]1(OC(=C[C@H](NC(N)=N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,Hepatic cirrhosis,Human,-1.0,Repeated,Inhalation,"FDA approval package document: Approval Package 021036/S-008 Part 03, page:19 PDF 529k",https://www.pharmapendium.com/browse/fda/Zanamivir/1887a7b0e0ff10a3b4688ce0bfd79e79?reference=19,2006.0,[H][C]1(OC(=C[CH](NC(N)=N)[CH]1NC(C)=O)C(O)=O)[CH](O)[CH](O)CO
