Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Deferasirox,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,Hepatobiliary disorders,Human,-1.1760912590556813,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021882/S-015, page:78 PDF 19012k",https://www.pharmapendium.com/browse/fda/Deferasirox/1bc5e6d94c09702cdc491a7390df0456?reference=78,2013.0,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O
Deferiprone,CN1C=CC(=O)C(O)=C1C,Hepatobiliary disorders,Human,-1.8750612633917,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021825/S-000 Part 05, page:13 PDF 3049k",https://www.pharmapendium.com/browse/fda/Deferiprone/854bdd01efb0b088e3fe28b227c9037b?reference=13,2011.0,CN1C=CC(=O)C(O)=C1C
Delamanid,C[C@]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)N(=O)=O,Hepatobiliary disorders,Human,-2.0,Repeated,Oral,"EMA approval document: Assessment Report EMA/526836/2020; EMEA/H/C/002552/II/0040, page:60 PDF 2915k",https://www.pharmapendium.com/browse/ema/Delamanid/200536e9de9194f396f60127006f480f?reference=60,2020.0,C[C]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)N(=O)=O
Dronedarone Hydrochloride,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12,Hepatobiliary disorders,Human,-2.9030899869919438,Repeated,Intramuscular,"EMA approval document: Assessment Report EMEA/H/C/1043/A20/005, page:18 PDF 943k",https://www.pharmapendium.com/browse/ema/Dronedarone Hydrochloride/ac8f06b056b2958a2f0f1a402458ce78?reference=18,2011.0,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12
Efavirenz,FC(F)(F)[C@]1(OC(=O)NC2=CC=C(Cl)C=C12)C#CC1CC1,Hepatobiliary disorders,Human,-2.7781512503836434,Repeated,Oral,"EMA approval document: Assessment Report EMA/260283/2015; EMEA/H/C/000249/II/0126/G, page:55 PDF 2525k",https://www.pharmapendium.com/browse/ema/Efavirenz/c3645ccb445cfadf4554092a3dd66f73?reference=55,2015.0,FC(F)(F)[C]1(OC(=O)NC2=CC=C(Cl)C=C12)C#CC1CC1
Empagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C(Cl)C=C1,Hepatobiliary disorders,Human,-1.3979400086720377,Repeated,Oral,"FDA approval package document: Approval Package 204629/S-008 Part 19, page:7 PDF 1072k",https://www.pharmapendium.com/browse/fda/Empagliflozin/1b4c803f697adbcc050fcd207860290f?reference=7,2015.0,OC[CH]1O[CH]([CH](O)[CH](O)[CH]1O)C1=CC(CC2=CC=C(O[CH]3CCOC3)C=C2)=C(Cl)C=C1
Encorafenib,COC(=O)N[C@@H](C)CNC1=NC=CC(=N1)C1=CN(N=C1C1=C(F)C(NS(C)(=O)=O)=CC(Cl)=C1)C(C)C,Hepatobiliary disorders,Human,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Cross Discipline Team Leader Review 210496/S-000 Part 07, page:20 PDF 2018k",https://www.pharmapendium.com/browse/fda/Encorafenib/e66d307c7190a375b0fc161a0653461c?reference=20,2018.0,COC(=O)N[CH](C)CNC1=NC=CC(=N1)C1=CN(N=C1C1=C(F)C(NS(C)(=O)=O)=CC(Cl)=C1)C(C)C
Entrectinib,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=C2C=C(CC2=CC(F)=CC(F)=C2)C=C3)C(NC2CCOCC2)=C1,Hepatobiliary disorders,Human,-2.7781512503836434,Repeated,Oral,"EMA approval document: Public Assessment Report EMA/379739/2020; EMEA/H/C/004936/0000, page:174 PDF 8453k",https://www.pharmapendium.com/browse/ema/Entrectinib/9332dd773f57f5b7f9ce0ceb56ae2bef?reference=174,2020.0,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=C2C=C(CC2=CC(F)=CC(F)=C2)C=C3)C(NC2CCOCC2)=C1
Eslicarbazepine Acetate,CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=C1C=CC=C2,Hepatobiliary disorders,Human,-3.0791812460476247,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022416/S-000 Part 20, page:6 PDF 979k",https://www.pharmapendium.com/browse/fda/Eslicarbazepine Acetate/90891ca1812206a2e54e32e80cd3dfd1?reference=6,2013.0,CC(=O)O[CH]1CC2=C(C=CC=C2)N(C(N)=O)C2=C1C=CC=C2
Everolimus,CO[C@@H]1C[C@@H](CC[C@H]1OCCO)C[C@@H](C)[C@@H]1CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O1)OC,Hepatobiliary disorders,Human,-1.0,Repeated,Oral,"FDA approval package document: Approval Package 022334/S-016 Part 05, page:23 PDF 429k",https://www.pharmapendium.com/browse/fda/Everolimus/1c322d0fc6dd54b59b6b934c8326897c?reference=23,2012.0,CO[CH]1C[CH](CC[CH]1OCCO)C[CH](C)[CH]1CC(=O)[CH](C)\C=C(C)\[CH](O)[CH](OC)C(=O)[CH](C)C[CH](C)\C=C\C=C\C=C(C)\[CH](C[CH]2CC[CH](C)[C](O)(O2)C(=O)C(=O)N2CCCC[CH]2C(=O)O1)OC
Fentanyl,CCC(=O)N(C1CCN(CC1)CCC1=CC=CC=C1)C1=CC=CC=C1,Hepatobiliary disorders,Human,-0.6020599913279624,Repeated,Sublingual,"FDA approval package document: Medical/Clinical Review 202788/S-000 Part 06, page:36 PDF 5525k",https://www.pharmapendium.com/browse/fda/Fentanyl/76d14c87c7a21c7cc63492cba5614420?reference=36,2011.0,CCC(=O)N(C1CCN(CC1)CCC1=CC=CC=C1)C1=CC=CC=C1
Fidaxomicin,[H][C@]1(C\C=C(C)\C=C(C)\[C@H](O[C@]2([H])OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]2O)[C@@H](CC)\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(O)C(Cl)=C(O)C(Cl)=C3CC)[C@H](O)[C@@H]2OC)\C(=O)O1)[C@@H](C)O,Hepatobiliary disorders,Human,-2.6020599913279625,Repeated,Oral,"EMA approval document: Assessment Report EMA/857570/2011; EMEA/H/C/2087, page:65 PDF 966k",https://www.pharmapendium.com/browse/ema/Fidaxomicin/0ddc1ba8cfbbbb4f77b87c8f806ab0ef?reference=65,2011.0,[H][C]1(C\C=C(C)\C=C(C)\[CH](O[C]2([H])OC(C)(C)[CH](OC(=O)C(C)C)[CH](O)[CH]2O)[CH](CC)\C=C(C)\[CH](O)C\C=C\C=C(CO[CH]2O[CH](C)[CH](OC(=O)C3=C(O)C(Cl)=C(O)C(Cl)=C3CC)[CH](O)[CH]2OC)\C(=O)O1)[CH](C)O
Fingolimod Hydrochloride,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1,Hepatobiliary disorders,Human,-1.3979400086720377,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022527/S-000 Part 09, page:11 PDF 398k",https://www.pharmapendium.com/browse/fda/Fingolimod Hydrochloride/9bb72c61d342b78ade7e913cd0f3dd3c?reference=11,2009.0,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1
Glycopyrrolate,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,Hepatobiliary disorders,Human,-1.6989700043360187,Repeated,Inhalation,"FDA approval package document: Medical/Clinical Review 208437/S-000 Part 05, page:16 PDF 677k",https://www.pharmapendium.com/browse/fda/Glycopyrrolate/3e837b9c14e41cecba0bc8ae8ba6c98f?reference=16,2016.0,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1
Ibrutinib,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Hepatobiliary disorders,Human,-2.6232492903979003,Repeated,Oral,"EMA approval document: Assessment Report EMA/373867/2016; EMEA/H/C/003791/II/0016, page:55 PDF 4989k",https://www.pharmapendium.com/browse/ema/Ibrutinib/1ae8299578a99071602d1f71990059f4?reference=55,2016.0,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[CH]1CCCN(C1)C(=O)C=C
Ivacaftor,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C,Hepatobiliary disorders,Human,-1.0791812460476249,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 203188/S-000 Part 06, page:18 PDF 3676k",https://www.pharmapendium.com/browse/fda/Ivacaftor/dea42faf9d55aef501f243c607521f57?reference=18,2011.0,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C
Lacosamide,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1,Hepatobiliary disorders,Human,-2.7781512503836434,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022253/S-000; 022254/S-000 Part 03, page:92 PDF 6885k",https://www.pharmapendium.com/browse/fda/Lacosamide/e8591abb7cc398480feaf4f98f1b54e2?reference=92,2008.0,COC[CH](NC(C)=O)C(=O)NCC1=CC=CC=C1
Lamotrigine,NC1=NC(N)=C(N=N1)C1=CC=CC(Cl)=C1Cl,Hepatobiliary disorders,Human,-2.7781512503836434,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022509/S-000 Part 03, page:11 PDF 405k",https://www.pharmapendium.com/browse/fda/Lamotrigine/7a906752dd615052ec50add93b5ada30?reference=11,2009.0,NC1=NC(N)=C(N=N1)C1=CC=CC(Cl)=C1Cl
Lenalidomide,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Hepatobiliary disorders,Human,-1.4471580313422192,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/108277/2017; EMEA/H/C/000717/II/0089/G, page:61 PDF 3010k",https://www.pharmapendium.com/browse/ema/Lenalidomide/53d7d52fce5760b22f1840ede974c260?reference=61,2017.0,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O
Lesinurad,OC(=O)CSC1=NN=C(Br)N1C1=C2C=CC=CC2=C(C=C1)C1CC1,Hepatobiliary disorders,Human,-2.6020599913279625,Repeated,Oral,"EMA approval document: Assessment Report EMA/6459/2016; EMEA/H/C/003932/0000, page:110 PDF 5667k",https://www.pharmapendium.com/browse/ema/Lesinurad/d22d8c9f5d65c0aae620ada4cabc6eaa?reference=110,2015.0,OC(=O)CSC1=NN=C(Br)N1C1=C2C=CC=CC2=C(C=C1)C1CC1
Linagliptin,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,Hepatobiliary disorders,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 201280/S-000 Part 04, page:89 PDF 5485k",https://www.pharmapendium.com/browse/fda/Linagliptin/4040600348d5f8e24c3f5c858638a448?reference=89,2010.0,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C)N1CCC[CH](N)C1
Liraglutide,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC1=CN=CN1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O,Hepatobiliary disorders,Human,-0.47712125471966244,Repeated,Subcutaneous,"FDA approval package document: Medical/Clinical Review 206321/S-000 Part 07, page:5 PDF 476k",https://www.pharmapendium.com/browse/fda/Liraglutide/3200929bc5c94d88e57d606e364297ae?reference=5,2014.0,CCCCCCCCCCCCCCCC(=O)N[CH](CCC(=O)NCCCC[CH](NC(=O)[CH](C)NC(=O)[CH](C)NC(=O)[CH](CCC(N)=O)NC(=O)CNC(=O)[CH](CCC(O)=O)NC(=O)[CH](CC(C)C)NC(=O)[CH](CC1=CC=C(O)C=C1)NC(=O)[CH](CO)NC(=O)[CH](CO)NC(=O)[CH](NC(=O)[CH](CC(O)=O)NC(=O)[CH](CO)NC(=O)[CH](NC(=O)[CH](CC1=CC=CC=C1)NC(=O)[CH](NC(=O)CNC(=O)[CH](CCC(O)=O)NC(=O)[CH](C)NC(=O)[CH](N)CC1=CN=CN1)[CH](C)O)[CH](C)O)C(C)C)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CC1=CC=CC=C1)C(=O)N[CH]([CH](C)CC)C(=O)N[CH](C)C(=O)N[CH](CC1=CNC2=C1C=CC=C2)C(=O)N[CH](CC(C)C)C(=O)N[CH](C(C)C)C(=O)N[CH](CCCNC(N)=N)C(=O)NCC(=O)N[CH](CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O
Lorcaserin Hydrochloride,C[C@H]1CNCCC2=CC=C(Cl)C=C12,Hepatobiliary disorders,Human,-1.0,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022529/S-000 Part 09, page:10 PDF 2134k",https://www.pharmapendium.com/browse/fda/Lorcaserin Hydrochloride/290b233d73c8c3628efb1f5e7797d526?reference=10,2012.0,C[CH]1CNCCC2=CC=C(Cl)C=C12
Maraviroc,[H][C@]12CC[C@]([H])(C[C@H](C1)N1C(C)=NN=C1C(C)C)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,Hepatobiliary disorders,Human,-2.1760912590556813,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 208984/S-017 Part 02, page:11 PDF 406k",https://www.pharmapendium.com/browse/fda/Maraviroc/13a38ddf3198ad19f88ef484538c815a?reference=11,2016.0,[H][C]12CC[C]([H])(C[CH](C1)N1C(C)=NN=C1C(C)C)N2CC[CH](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1
Micafungin Sodium,[H][C@@]12C[C@@H](O)CN1C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@]1([H])[C@@H](O)[C@@H](C)CN1C(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C(OS([O-])(=O)=O)=C1)[C@H](O)CC(N)=O)NC(=O)C1=CC=C(C=C1)C1=NOC(=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O,Hepatobiliary disorders,Human,-1.0,Repeated,Intravenous,"EMA approval document: Assessment Report EMA/CHMP/804861/2015; EMEA/H/C/000734/P46/038, page:12 PDF 313k",https://www.pharmapendium.com/browse/ema/Micafungin Sodium/462949c2dcb917251daf6f4cb6602ec1?reference=12,2015.0,[H][C]12C[CH](O)CN1C(=O)[CH](NC(=O)[CH](C[CH](O)[CH](O)NC(=O)[C]1([H])[CH](O)[CH](C)CN1C(=O)[CH](NC(=O)[CH](NC2=O)[CH](O)[CH](O)C1=CC=C(O)C(OS([O-])(=O)=O)=C1)[CH](O)CC(N)=O)NC(=O)C1=CC=C(C=C1)C1=NOC(=C1)C1=CC=C(OCCCCC)C=C1)[CH](C)O
Mitotane,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1,Hepatobiliary disorders,Human,-3.7781512503836434,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/419286/2013; EMEA/H/C/000521/II/0014, page:18 PDF 825k",https://www.pharmapendium.com/browse/ema/Mitotane/7bc18fcf288cf07b3c8ba3f8938708bd?reference=18,2013.0,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1
Nifurtimox,CC1CS(=O)(=O)CCN1\N=C\C1=CC=C(O1)N(=O)=O,Hepatobiliary disorders,Human,-1.0,Repeated,Oral,"FDA approval package document: Approval Package 213464/S-000 Part 11, page:14 PDF 1328k",https://www.pharmapendium.com/browse/fda/Nifurtimox/e9d4eb0685abf6ace1b8ed30e239e58d?reference=14,2020.0,CC1CS(=O)(=O)CCN1\N=C\C1=CC=C(O1)N(=O)=O
Olaparib,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,Hepatobiliary disorders,Human,-2.6020599913279625,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/789139/2014; EMEA/H/C/003726/0000, page:146 PDF 3649k",https://www.pharmapendium.com/browse/ema/Olaparib/4a8bb43cae260418da7bc88978d36d6d?reference=146,2014.0,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1
Olodaterol Hydrochloride,COC1=CC=C(CC(C)(C)NC[C@H](O)C2=C3OCC(=O)NC3=CC(O)=C2)C=C1,Hepatobiliary disorders,Human,-1.0,Repeated,Inhalation,"FDA approval package document: Medical/Clinical Review 203108/S-000, page:344 PDF 47237k",https://www.pharmapendium.com/browse/fda/Olodaterol Hydrochloride/68fb24453b3f342f829e3fee17616baa?reference=344,2012.0,COC1=CC=C(CC(C)(C)NC[CH](O)C2=C3OCC(=O)NC3=CC(O)=C2)C=C1
