Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Dolutegravir Sodium,[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C([O-])=C3C(=O)N1[C@H](C)CCO2,Hepatitis acute,Human,-2.0,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 204790 Part 04, page:29 PDF 7848k",https://www.pharmapendium.com/browse/fda/Dolutegravir Sodium/1ad0a2b9727ce58261902f144c3cb335?reference=29,2012.0,[H][C]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C([O-])=C3C(=O)N1[CH](C)CCO2
Efavirenz,FC(F)(F)[C@]1(OC(=O)NC2=CC=C(Cl)C=C12)C#CC1CC1,Hepatitis acute,Human,-2.7781512503836434,Repeated,Oral,"EMA approval document: ANNEX I, page:24 PDF 861k",https://www.pharmapendium.com/browse/ema/Efavirenz/096c26d9f63461f688969abc7108c6b3?reference=24,2019.0,FC(F)(F)[C]1(OC(=O)NC2=CC=C(Cl)C=C12)C#CC1CC1
Fexofenadine Hydrochloride,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Hepatitis acute,Human,-2.0791812460476247,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 201373/S-000 Part 11, page:24 PDF 876k",https://www.pharmapendium.com/browse/fda/Fexofenadine Hydrochloride/d7059e44b20a49f9940c212d18b49443?reference=24,2010.0,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
Ketoprofen,CC(C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1,Hepatitis acute,Human,-0.6020599913279624,Repeated,Oral,"FDA approval package document: Environmental Review 020499/S-000 Part 03, page:11 PDF 1169k",https://www.pharmapendium.com/browse/fda/Ketoprofen/1290668264afac43a077029ae7c5def7?reference=11,1995.0,CC(C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1
Liraglutide,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC1=CN=CN1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O,Hepatitis acute,Human,-0.9030899869919435,Repeated,Subcutaneous,"FDA approval package document: Approval Package 022341/S-027 Part 23, page:46 PDF 9721k",https://www.pharmapendium.com/browse/fda/Liraglutide/b5167110732dfcd7a8cc0c3da576ecf4?reference=46,2016.0,CCCCCCCCCCCCCCCC(=O)N[CH](CCC(=O)NCCCC[CH](NC(=O)[CH](C)NC(=O)[CH](C)NC(=O)[CH](CCC(N)=O)NC(=O)CNC(=O)[CH](CCC(O)=O)NC(=O)[CH](CC(C)C)NC(=O)[CH](CC1=CC=C(O)C=C1)NC(=O)[CH](CO)NC(=O)[CH](CO)NC(=O)[CH](NC(=O)[CH](CC(O)=O)NC(=O)[CH](CO)NC(=O)[CH](NC(=O)[CH](CC1=CC=CC=C1)NC(=O)[CH](NC(=O)CNC(=O)[CH](CCC(O)=O)NC(=O)[CH](C)NC(=O)[CH](N)CC1=CN=CN1)[CH](C)O)[CH](C)O)C(C)C)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CC1=CC=CC=C1)C(=O)N[CH]([CH](C)CC)C(=O)N[CH](C)C(=O)N[CH](CC1=CNC2=C1C=CC=C2)C(=O)N[CH](CC(C)C)C(=O)N[CH](C(C)C)C(=O)N[CH](CCCNC(N)=N)C(=O)NCC(=O)N[CH](CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O
Mexiletine Hydrochloride,CC(N)COC1=C(C)C=CC=C1C,Hepatitis acute,Human,-0.47712125471966244,Repeated,Oral,"EMA approval document: Public Assessment Report EMA/831802/2018; EMEA/H/C/004584/0000, page:116 PDF 3055k",https://www.pharmapendium.com/browse/ema/Mexiletine Hydrochloride/0339e2432f1279187517a7d5ce5d49a6?reference=116,2018.0,CC(N)COC1=C(C)C=CC=C1C
Nevirapine,CC1=CC=NC2=C1NC(=O)C1=C(N=CC=C1)N2C1CC1,Hepatitis acute,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Label 201152/S-000, page:6 PDF 507k",https://www.pharmapendium.com/browse/fda/Nevirapine/18b79028e6ff80260708a5a806a0b4ce?reference=6,2011.0,CC1=CC=NC2=C1NC(=O)C1=C(N=CC=C1)N2C1CC1
Olopatadine Hydrochloride,CN(C)CC\C=C1\C2=CC=CC=C2COC2=CC=C(CC(O)=O)C=C12,Hepatitis acute,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021861/S-000 Part 01, page:68 PDF 1704k",https://www.pharmapendium.com/browse/fda/Olopatadine Hydrochloride/9eb9dbed0818da3a35597e43417acc9f?reference=68,2006.0,CN(C)CC\C=C1\C2=CC=CC=C2COC2=CC=C(CC(O)=O)C=C12
Raltegravir Potassium,CN1C(=O)C([O-])=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1,Hepatitis acute,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022145/S-000 Part 01, page:80 PDF 6696k",https://www.pharmapendium.com/browse/fda/Raltegravir Potassium/af40780e21e1a3c69e5027a0fcf4730c?reference=80,2007.0,CN1C(=O)C([O-])=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1
Rivaroxaban,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,Hepatitis acute,Human,-0.3010299956639812,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022406/S-000 Part 16, page:6 PDF 394k",https://www.pharmapendium.com/browse/fda/Rivaroxaban/ba755011cb37ec9d494dd6be76a6ea40?reference=6,2009.0,ClC1=CC=C(S1)C(=O)NC[CH]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O
Selpercatinib,COC1=CC=C(CN2C3CC2CN(C3)C2=CC=C(C=N2)C2=CC(OCC(C)(C)O)=CN3N=CC(C#N)=C23)C=N1,Hepatitis acute,Human,-2.380211241711606,Repeated,Oral,"FDA approval package document: Approval Package 213246/S-000 Part 08, page:76 PDF 1950k",https://www.pharmapendium.com/browse/fda/Selpercatinib/0bc2eb29c35e2815b928188021ea505d?reference=76,2020.0,COC1=CC=C(CN2C3CC2CN(C3)C2=CC=C(C=N2)C2=CC(OCC(C)(C)O)=CN3N=CC(C#N)=C23)C=N1
Teriflunomide,C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F,Hepatitis acute,Human,-1.146128035678238,Repeated,Oral,"EMA approval document: ANNEX I, page:10 PDF 581k",https://www.pharmapendium.com/browse/ema/Teriflunomide/c8d2e93a6d675dc92650f7e25b1ec03a?reference=10,2021.0,C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F
Ulipristal Acetate,[H][C@@]12CCC3=CC(=O)CCC3=C1[C@H](C[C@@]1(C)[C@@]2([H])CC[C@]1(OC(C)=O)C(C)=O)C1=CC=C(C=C1)N(C)C,Hepatitis acute,Human,-0.6989700043360189,Repeated,Oral,"EMA approval document: Assessment Report EMA/70192/2018; EMEA/H/A-31/1496, page:4 PDF 374k",https://www.pharmapendium.com/browse/ema/Ulipristal Acetate/c129333ea657fa9e9bb2fdc3911b5801?reference=4,2020.0,[H][C]12CCC3=CC(=O)CCC3=C1[CH](C[C]1(C)[C]2([H])CC[C]1(OC(C)=O)C(C)=O)C1=CC=C(C=C1)N(C)C
Vigabatrin,NC(CCC(O)=O)C=C,Hepatitis acute,Human,-3.6989700043360187,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020427/S-000 Part 02, page:46 PDF 6981k",https://www.pharmapendium.com/browse/fda/Vigabatrin/8df119ca2ebfd8c7300d5bc513a92a8d?reference=46,2009.0,NC(CCC(O)=O)C=C
Voxelotor,CC(C)N1N=CC=C1C1=NC=CC=C1COC1=C(C=O)C(O)=CC=C1,Hepatitis acute,Human,-2.9542425094393248,Repeated,Oral,"FDA approval package document: Approval Package 213137/S-000 Part 07, page:10 PDF 2058k",https://www.pharmapendium.com/browse/fda/Voxelotor/809742f5ff5d7ddd3d32484c317d6a07?reference=10,2019.0,CC(C)N1N=CC=C1C1=NC=CC=C1COC1=C(C=O)C(O)=CC=C1
