Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Ceftriaxone Sodium,CO\N=C(C(=O)N[C@H]1[C@H]2SCC(CSC3=NC(=O)C(O)=NN3C)=C(N2C1=O)C([O-])=O)/C1=CSC(N)=N1,Cholestasis,Human,-3.3010299956639813,Repeated,Parenteral,"FDA approval package document: Approval Package 050585 Part 06, page:24 PDF 7328k",https://www.pharmapendium.com/browse/fda/Ceftriaxone Sodium/12c252b83bc92a9fc2555e0e278fb2b2?reference=24,1984.0,CO\N=C(C(=O)N[CH]1[CH]2SCC(CSC3=NC(=O)C(O)=NN3C)=C(N2C1=O)C([O-])=O)/C1=CSC(N)=N1
Cefuroxime Axetil,CO\N=C(C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(=O)OC(C)OC(C)=O)\C1=CC=CO1,Cholestasis,Human,-3.0,Repeated,Oral,"FDA approval package document: Approval Package 050605 Part 09, page:77 PDF 5645k",https://www.pharmapendium.com/browse/fda/Cefuroxime Axetil/d6ec5b3db48f2d5405a5e3835b2265a1?reference=77,1985.0,CO\N=C(C(=O)N[CH]1[CH]2SCC(COC(N)=O)=C(N2C1=O)C(=O)OC(C)OC(C)=O)\C1=CC=CO1
Ceritinib,CC(C)OC1=C(NC2=NC=C(Cl)C(NC3=C(C=CC=C3)S(=O)(=O)C(C)C)=N2)C=C(C)C(=C1)C1CCNCC1,Cholestasis,Human,-2.8750612633917,Repeated,Oral,"EMA approval document: Assessment Report EMA/386332/2017; EMEA/H/C/003819/II/0012, page:71 PDF 6439k",https://www.pharmapendium.com/browse/ema/Ceritinib/0ce99201261a9d8e84a0cbcfc52ed714?reference=71,2017.0,CC(C)OC1=C(NC2=NC=C(Cl)C(NC3=C(C=CC=C3)S(=O)(=O)C(C)C)=N2)C=C(C)C(=C1)C1CCNCC1
Cetirizine Hydrochloride,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,Cholestasis,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Approval Package 211415 Part 02, page:23 PDF 633k",https://www.pharmapendium.com/browse/fda/Cetirizine Hydrochloride/8dde7db6745268cda600303e6898c430?reference=23,2019.0,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
Cholic acid,[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(O)=O,Cholestasis,Human,-1.1760912590556813,Repeated,Oral,"EMA approval document: Assessment Report EMA/689761/2015; EMEA/H/C/002081/0000, page:80 PDF 2581k",https://www.pharmapendium.com/browse/ema/Cholic acid/16f0969d53af4cf8b70716b378a4f9d6?reference=80,2015.0,[H][C]12C[CH](O)CC[C]1(C)[C]1([H])C[CH](O)[C]3(C)[C]([H])(CC[C]3([H])[C]1([H])[CH](O)C2)[CH](C)CCC(O)=O
Cimetidine,CN\C(NC#N)=N/CCSCC1=C(C)NC=N1,Cholestasis,Human,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Approval Package 020238 Part 03, page:88 PDF 7977k",https://www.pharmapendium.com/browse/fda/Cimetidine/34f280f054a5a4e91c78bf34d1aa8f5b?reference=88,1995.0,CN\C(NC#N)=N/CCSCC1=C(C)NC=N1
Clopidogrel Hydrochloride,COC(=O)[C@@H](N1CCC2=C(C1)C=CS2)C1=CC=CC=C1Cl,Cholestasis,Human,-1.8750612633917,Repeated,Oral,Reference from PharmaPendium Published Toxicity: Clopidogrel Besilate394.full   ---   DOI:10.7326/0003-4819-129-5-199809010-00009   JOURNAL:Annals of Internal Medicine   PAGES:394   VOLUME:129,http://dx.doi.org/10.7326/0003-4819-129-5-199809010-00009,1998.0,COC(=O)[CH](N1CCC2=C(C1)C=CS2)C1=CC=CC=C1Cl
Clozapine,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2,Cholestasis,Human,-2.6532125137753435,Repeated,Oral,"FDA approval package document: Review 019758/S-047, page:33 PDF 10755k",https://www.pharmapendium.com/browse/fda/Clozapine/074375bc33fa11cc8237082bf942999f?reference=33,2002.0,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2
Cobicistat,CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,Cholestasis,Human,-2.1760912590556813,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 203094/S-000 Part 05, page:74 PDF 15871k",https://www.pharmapendium.com/browse/fda/Cobicistat/cf97ec370dc39aa6baa9336ae252e4c6?reference=74,2012.0,CC(C)C1=NC(CN(C)C(=O)N[CH](CCN2CCOCC2)C(=O)N[CH](CC[CH](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1
Conivaptan Hydrochloride,CC1=NC2=C(N1)C1=CC=CC=C1N(CC2)C(=O)C1=CC=C(NC(=O)C2=CC=CC=C2C2=CC=CC=C2)C=C1,Cholestasis,Human,-1.9030899869919435,Repeated,Oral/intravenous,"FDA approval package document: Medical/Clinical Review 021697/S-000 Part 03, page:67 PDF 4991k",https://www.pharmapendium.com/browse/fda/Conivaptan Hydrochloride/011e8a458cc05207fd7bccbe97a4a265?reference=67,2005.0,CC1=NC2=C(N1)C1=CC=CC=C1N(CC2)C(=O)C1=CC=C(NC(=O)C2=CC=CC=C2C2=CC=CC=C2)C=C1
Cyclobenzaprine Hydrochloride,CN(C)CC\C=C1\C2=C(C=CC=C2)C=CC2=C1C=CC=C2,Cholestasis,Human,-1.4771212547196624,Repeated,Oral,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 021777/S-000, page:21 PDF 6375k",https://www.pharmapendium.com/browse/fda/Cyclobenzaprine Hydrochloride/d2cb881e69752f874659302be787c471?reference=21,2005.0,CN(C)CC\C=C1\C2=C(C=CC=C2)C=CC2=C1C=CC=C2
Cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1,Cholestasis,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Label 203856/S-000, page:7 PDF 333k",https://www.pharmapendium.com/browse/fda/Cyclophosphamide/d134b6b0c0f1d60144f6d82dbd25f9e9?reference=7,2013.0,ClCCN(CCCl)P1(=O)NCCCO1
Dasatinib,CC1=NC(=CC(NC2=NC=C(S2)C(=O)NC2=C(Cl)C=CC=C2C)=N1)N1CCN(CCO)CC1,Cholestasis,Human,-2.146128035678238,Repeated,Oral,"FDA approval package document: Approval Package 021986/S-001, S-002 Part 01, page:24 PDF 1825k",https://www.pharmapendium.com/browse/fda/Dasatinib/3d6b547558ea3de73b9adee20b77c38a?reference=24,2007.0,CC1=NC(=CC(NC2=NC=C(S2)C(=O)NC2=C(Cl)C=CC=C2C)=N1)N1CCN(CCO)CC1
Desloratadine,ClC1=CC2=C(C=C1)\C(=C1\CCNCC1)C1=C(CC2)C=CC=N1,Cholestasis,Human,-0.6989700043360189,Repeated,Oral,Reference from PharmaPendium Published Toxicity: desloratadine_3647   ---   DOI:10.3748/wjg.v11.i23.3647   JOURNAL:World Journal of Gastroenterology   PAGES:3647   VOLUME:11,http://dx.doi.org/10.3748/wjg.v11.i23.3647,2005.0,ClC1=CC2=C(C=C1)\C(=C1\CCNCC1)C1=C(CC2)C=CC=N1
Diazepam,CN1C(=O)CN=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C12,Cholestasis,Human,-1.1760912590556813,Repeated,Oral,"FDA approval package document: Approval Package 013263/S-003, S-008, S-019, S-040, S-041, S-042, S-043, S-046, S-049, S-054; 016087/S-040, S-042, S-045; 017984/S-010; 018179/S-001 Part 01, page:23 PDF 4467k",https://www.pharmapendium.com/browse/fda/Diazepam/c07af973f7b6af41e0a0b1e6c18fe979?reference=23,1963.0,CN1C(=O)CN=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C12
Empagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C(Cl)C=C1,Cholestasis,Human,-1.3979400086720377,Repeated,Oral,"FDA approval package document: Approval Package 204629/S-001, S-002, S-003 Part 02, page:20 PDF 4874k",https://www.pharmapendium.com/browse/fda/Empagliflozin/d9389650199146fc07985b7833daf787?reference=20,2015.0,OC[CH]1O[CH]([CH](O)[CH](O)[CH]1O)C1=CC(CC2=CC=C(O[CH]3CCOC3)C=C2)=C(Cl)C=C1
Felodipine,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,Cholestasis,Human,-1.3010299956639813,Repeated,Oral,"FDA approval package document: Approval Package 019834/S-001, S-002, S-009 Part 12, page:4 PDF 8679k",https://www.pharmapendium.com/browse/fda/Felodipine/616fdcf13eea5049c9b29b37b2a513f4?reference=4,1997.0,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC
Fexofenadine Hydrochloride,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Cholestasis,Human,-2.5563025007672873,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 201373/S-000 Part 01, page:20 PDF 743k",https://www.pharmapendium.com/browse/fda/Fexofenadine Hydrochloride/7282c9edf57b7af5577d3d55b966b526?reference=20,2010.0,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
Flucloxacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl)C(O)=O,Cholestasis,Human,-4.653212513775344,Repeated,Unreported,Reference from PharmaPendium Published Toxicity: Flucloxacillin-0076   ---   DOI:10.1111/j.1365-2125.2005.02370.x   JOURNAL:British Journal of Clinical Pharmacology   PAGES:76   VOLUME:60,http://dx.doi.org/10.1111/j.1365-2125.2005.02370.x,2005.0,[H][C]12SC(C)(C)[CH](N1C(=O)[CH]2NC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl)C(O)=O
Ganciclovir,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,Cholestasis,Human,-1.0,Repeated,Intravenous,"FDA approval package document: Approval Package 020460/S-005 Part 01, page:40 PDF 5337k",https://www.pharmapendium.com/browse/fda/Ganciclovir/af8b89aafda27afd4ca3e4f3b3ba71ff?reference=40,1994.0,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1
Ganciclovir Sodium,NC1=NC2=C(N=CN2COC(CO)CO)C([O-])=N1,Cholestasis,Human,-3.4771212547196626,Repeated,Oral,"FDA approval package document: Label 019661/S-030, page:20 PDF 690k",https://www.pharmapendium.com/browse/fda/Ganciclovir Sodium/0078e0911648eae74c95fa905199c725?reference=20,2006.0,NC1=NC2=C(N=CN2COC(CO)CO)C([O-])=N1
Glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,Cholestasis,Human,-0.9030899869919435,Repeated,Oral,"FDA approval package document: Label 020496/S-015, page:10 PDF 279k",https://www.pharmapendium.com/browse/fda/Glimepiride/78c66922e53dc9a8e6ff87e31f73c73f?reference=10,2005.0,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[CH]2CC[CH](C)CC2)C1=O
Ibrutinib,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Cholestasis,Human,-2.6232492903979003,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/473724/2015; EMEA/H/C/003791/II/0001, page:40 PDF 2703k",https://www.pharmapendium.com/browse/ema/Ibrutinib/3509c053a50f597a98dadfa00620acfc?reference=40,2015.0,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[CH]1CCCN(C1)C(=O)C=C
Itraconazole,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,Cholestasis,Human,-2.6020599913279625,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 020966, page:10 PDF 2870k",https://www.pharmapendium.com/browse/fda/Itraconazole/e816200206ea1ca7ddfdaba8985ae24d?reference=10,1998.0,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
Labetalol Hydrochloride,CC(CCC1=CC=CC=C1)NCC(O)C1=CC=C(O)C(=C1)C(N)=O,Cholestasis,Human,-2.9030899869919438,Repeated,Oral,"FDA approval package document: Approval Package 018687/S-002, S-005, S-008; 018686/S-005, S-006 Part 07, page:5 PDF 1143k",https://www.pharmapendium.com/browse/fda/Labetalol Hydrochloride/1d66471c2f8636c04d66cea9d2ff1557?reference=5,1989.0,CC(CCC1=CC=CC=C1)NCC(O)C1=CC=C(O)C(=C1)C(N)=O
Lansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,Cholestasis,Human,-1.7781512503836436,Repeated,Oral,"FDA approval package document: Approval Package 020406 Part 03, page:57 PDF 4102k",https://www.pharmapendium.com/browse/fda/Lansoprazole/09618525313fa9c4e0aeb7c47359985f?reference=57,1995.0,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1
Leflunomide,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,Cholestasis,Human,-1.3010299956639813,Repeated,Oral,"EMA approval document: ANNEX I, page:12 PDF 479k",https://www.pharmapendium.com/browse/ema/Leflunomide/143ff05cfedd6e28c7e1a3db69e310f5?reference=12,2018.0,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F
Lenalidomide,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Cholestasis,Human,-1.3979400086720377,Repeated,Oral,"EMA approval document: ANNEX I, page:40 PDF 659k",https://www.pharmapendium.com/browse/ema/Lenalidomide/085a38d0a6c5475c2831f18710affde9?reference=40,2020.0,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O
Levocetirizine Dihydrochloride,OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1,Cholestasis,Human,-1.0,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022064/S-000 Part 02, page:11 PDF 6317k",https://www.pharmapendium.com/browse/fda/Levocetirizine Dihydrochloride/6e77c5fb26d411d9f53632e63bde15a2?reference=11,2007.0,OC(=O)COCCN1CCN(CC1)[CH](C1=CC=CC=C1)C1=CC=C(Cl)C=C1
Linagliptin,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,Cholestasis,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 201280/S-000 Part 04, page:98 PDF 5485k",https://www.pharmapendium.com/browse/fda/Linagliptin/4040600348d5f8e24c3f5c858638a448?reference=98,2010.0,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C)N1CCC[CH](N)C1
Liraglutide,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC1=CN=CN1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O,Cholestasis,Human,-0.9030899869919435,Repeated,Subcutaneous,"FDA approval package document: Approval Package 022341/S-027 Part 19, page:14 PDF 1904k",https://www.pharmapendium.com/browse/fda/Liraglutide/45c372c948e76993f3ca08708a92b5ea?reference=14,2016.0,CCCCCCCCCCCCCCCC(=O)N[CH](CCC(=O)NCCCC[CH](NC(=O)[CH](C)NC(=O)[CH](C)NC(=O)[CH](CCC(N)=O)NC(=O)CNC(=O)[CH](CCC(O)=O)NC(=O)[CH](CC(C)C)NC(=O)[CH](CC1=CC=C(O)C=C1)NC(=O)[CH](CO)NC(=O)[CH](CO)NC(=O)[CH](NC(=O)[CH](CC(O)=O)NC(=O)[CH](CO)NC(=O)[CH](NC(=O)[CH](CC1=CC=CC=C1)NC(=O)[CH](NC(=O)CNC(=O)[CH](CCC(O)=O)NC(=O)[CH](C)NC(=O)[CH](N)CC1=CN=CN1)[CH](C)O)[CH](C)O)C(C)C)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CC1=CC=CC=C1)C(=O)N[CH]([CH](C)CC)C(=O)N[CH](C)C(=O)N[CH](CC1=CNC2=C1C=CC=C2)C(=O)N[CH](CC(C)C)C(=O)N[CH](C(C)C)C(=O)N[CH](CCCNC(N)=N)C(=O)NCC(=O)N[CH](CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O
Micafungin Sodium,[H][C@@]12C[C@@H](O)CN1C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@]1([H])[C@@H](O)[C@@H](C)CN1C(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C(OS([O-])(=O)=O)=C1)[C@H](O)CC(N)=O)NC(=O)C1=CC=C(C=C1)C1=NOC(=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O,Cholestasis,Human,-1.0413926851582251,Repeated,Intravenous,"FDA approval package document: Approval Package 021506/S-023 Part 04, page:18 PDF 843k",https://www.pharmapendium.com/browse/fda/Micafungin Sodium/dca39f0e0ffa249fabd42e4f2e600cd3?reference=18,2019.0,[H][C]12C[CH](O)CN1C(=O)[CH](NC(=O)[CH](C[CH](O)[CH](O)NC(=O)[C]1([H])[CH](O)[CH](C)CN1C(=O)[CH](NC(=O)[CH](NC2=O)[CH](O)[CH](O)C1=CC=C(O)C(OS([O-])(=O)=O)=C1)[CH](O)CC(N)=O)NC(=O)C1=CC=C(C=C1)C1=NOC(=C1)C1=CC=C(OCCCCC)C=C1)[CH](C)O
Nifedipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1N(=O)=O)C(=O)OC,Cholestasis,Human,-1.954242509439325,Repeated,Oral,"FDA approval package document: Approval Package 077410/S-000 Part 01, page:18 PDF 8529k",https://www.pharmapendium.com/browse/fda/Nifedipine/fd1fd8c55b113ef9c9793784895e6f15?reference=18,2007.0,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1N(=O)=O)C(=O)OC
Nilotinib Hydrochloride Monohydrate,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CC=CN=C3)=C(C)C=C2)=C1)C(F)(F)F,Cholestasis,Human,-2.9030899869919438,Repeated,Oral,"EMA approval document: ANNEX I, page:17 PDF 1383k",https://www.pharmapendium.com/browse/ema/Nilotinib Hydrochloride Monohydrate/f1f0d28ac04823330e8921a3f480f0ab?reference=17,2021.0,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CC=CN=C3)=C(C)C=C2)=C1)C(F)(F)F
Obeticholic Acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)[C@H](CC)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,Cholestasis,Human,-1.6989700043360187,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 207999/S-000 Part 04, page:69 PDF 18785k",https://www.pharmapendium.com/browse/fda/Obeticholic Acid/fd9575acfa8e5dadbfa0aa39e5adfd26?reference=69,2016.0,[H][C]1(CC[C]2([H])[C]3([H])[CH](O)[CH](CC)[C]4([H])C[CH](O)CC[C]4(C)[C]3([H])CC[C]12C)[CH](C)CCC(O)=O
