Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Argatroban,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=C2NCC(C)CC2=CC=C1,Hepatomegaly,Human,-2.6989700043360187,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 020883/S-000 Part 02, page:16 PDF 1482k",https://www.pharmapendium.com/browse/fda/Argatroban/b122a5989d050ed712a3caf647e9286a?reference=16,2000.0,C[CH]1CCN([CH](C1)C(O)=O)C(=O)[CH](CCCNC(N)=N)NS(=O)(=O)C1=C2NCC(C)CC2=CC=C1
Aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl,Hepatomegaly,Human,-1.4771212547196624,Repeated,Oral,"FDA approval package document: Label 021866/S-000, page:40 PDF 464k",https://www.pharmapendium.com/browse/fda/Aripiprazole/6a89a6a2723734450c87486dd0773968?reference=40,2006.0,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl
Bicalutamide,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC=C(C#N)C(=C1)C(F)(F)F,Hepatomegaly,Human,-2.1760912590556813,Repeated,Oral,"FDA approval package document: Medical Officer Review 020498, page:38 PDF 1520k",https://www.pharmapendium.com/browse/fda/Bicalutamide/26cfbf43583d2bad973a800b4f36b836?reference=38,1995.0,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC=C(C#N)C(=C1)C(F)(F)F
Bumetanide,CCCCNC1=CC(=CC(=C1OC1=CC=CC=C1)S(N)(=O)=O)C(O)=O,Hepatomegaly,Human,-1.0791812460476249,Repeated,Oral,"FDA approval package document: Approval Package 018225/S-009, S-002; 018226/S-002 Part 01, page:50 PDF 5704k",https://www.pharmapendium.com/browse/fda/Bumetanide/ccbaea76c742e58a5b1b19da2c946c6d?reference=50,1981.0,CCCCNC1=CC(=CC(=C1OC1=CC=CC=C1)S(N)(=O)=O)C(O)=O
Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O,Hepatomegaly,Human,-0.3010299956639812,Repeated,Intravenous,"EMA approval document: Scientific Discussion, page:27 PDF 365k",https://www.pharmapendium.com/browse/ema/Busulfan/9b13314c4a9e12e77ec80862e3f4e232?reference=27,2005.0,CS(=O)(=O)OCCCCOS(C)(=O)=O
Calcium Aminosalicylate,NC1=CC=C(C([O-])=O)C(O)=C1,Hepatomegaly,Human,-4.176091259055681,Repeated,Oral,"FDA approval package document: Approval Package 008108, page:4 PDF 937k",https://www.pharmapendium.com/browse/fda/Calcium Aminosalicylate/26730871390f9325d6ca09ff1720264a?reference=4,,NC1=CC=C(C([O-])=O)C(O)=C1
Candesartan Cilexetil,CCOC1=NC2=CC=CC(C(=O)OC(C)OC(=O)OC3CCCCC3)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1,Hepatomegaly,Human,-0.6020599913279624,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020838/S-000 Part 05, page:51 PDF 3251k",https://www.pharmapendium.com/browse/fda/Candesartan Cilexetil/ff9fc4e4eb81b85934b4d21429126596?reference=51,1998.0,CCOC1=NC2=CC=CC(C(=O)OC(C)OC(=O)OC3CCCCC3)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1
Ceftibuten Dihydrate,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=C/CC(O)=O)\C1=CSC(N)=N1)C(O)=O,Hepatomegaly,Human,-0.9542425094393249,Repeated,Oral,"FDA approval package document: Medical Officer Review 050686 Part 02, page:63 PDF 1968k",https://www.pharmapendium.com/browse/fda/Ceftibuten Dihydrate/19da00005bdaba7e23fc7326c2e3c0d5?reference=63,1994.0,[H][C]12SCC=C(N1C(=O)[CH]2NC(=O)C(=C/CC(O)=O)\C1=CSC(N)=N1)C(O)=O
Chlorpromazine Hydrochloride,CN(C)CCCN1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2,Hepatomegaly,Human,-0.47712125471966244,Repeated,Oral,Reference from PharmaPendium Published Toxicity: Chlorpromazine0041a   ---   JOURNAL:British Medical Journal   PAGES:579   VOLUME:2,,1954.0,CN(C)CCCN1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2
Ciprofloxacin Hydrochloride,OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O,Hepatomegaly,Human,-2.6020599913279625,Repeated,Intravenous,"FDA approval package document: Approval Package 019847/S-002, S-008, S-015; 019857/S-004, S-008, S-017; 019858/S-004, S-007, S-008, S-009, S-015 Part 11, page:28 PDF 7200k",https://www.pharmapendium.com/browse/fda/Ciprofloxacin Hydrochloride/dd6537ddafede0a5ba169663a935dd82?reference=28,1991.0,OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O
Clofazimine,CC(C)\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C/1NC1=CC=C(Cl)C=C1,Hepatomegaly,Human,-2.0,Repeated,Oral,"FDA approval package document: Approval Package 019500/S-000, page:14 PDF 2175k",https://www.pharmapendium.com/browse/fda/Clofazimine/698747737f2e7d99da9cfa67f709a871?reference=14,1985.0,CC(C)\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C/1NC1=CC=C(Cl)C=C1
Clonazepam,ClC1=CC=CC=C1C1=NCC(=O)NC2=CC=C(C=C12)N(=O)=O,Hepatomegaly,Human,-1.3010299956639813,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 017533, page:60 PDF 2064k",https://www.pharmapendium.com/browse/fda/Clonazepam/a6e7a302f077bbf67a8d740cfef0493f?reference=60,1996.0,ClC1=CC=CC=C1C1=NCC(=O)NC2=CC=C(C=C12)N(=O)=O
Cobicistat,CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,Hepatomegaly,Human,-2.1760912590556813,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 203094/S-000 Part 05, page:75 PDF 15871k",https://www.pharmapendium.com/browse/fda/Cobicistat/cf97ec370dc39aa6baa9336ae252e4c6?reference=75,2012.0,CC(C)C1=NC(CN(C)C(=O)N[CH](CCN2CCOCC2)C(=O)N[CH](CC[CH](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1
Cocaine Hydrochloride,COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)C1=CC=CC=C1,Hepatomegaly,Human,0,Repeated,,Meylers Side Effects of Drugs: Cocaine,https://www.pharmapendium.com/browse/meyler/Cocaine#7,2006.0,COC(=O)[CH]1[CH](C[CH]2CC[CH]1N2C)OC(=O)C1=CC=CC=C1
Conivaptan Hydrochloride,CC1=NC2=C(N1)C1=CC=CC=C1N(CC2)C(=O)C1=CC=C(NC(=O)C2=CC=CC=C2C2=CC=CC=C2)C=C1,Hepatomegaly,Human,-1.9030899869919435,Repeated,Oral/intravenous,"FDA approval package document: Medical/Clinical Review 021697/S-000 Part 04, page:9 PDF 4481k",https://www.pharmapendium.com/browse/fda/Conivaptan Hydrochloride/ceccafb860ed08e83384df89ea48fc47?reference=9,2005.0,CC1=NC2=C(N1)C1=CC=CC=C1N(CC2)C(=O)C1=CC=C(NC(=O)C2=CC=CC=C2C2=CC=CC=C2)C=C1
Cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1,Hepatomegaly,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Label 203856/S-000, page:7 PDF 333k",https://www.pharmapendium.com/browse/fda/Cyclophosphamide/d134b6b0c0f1d60144f6d82dbd25f9e9?reference=7,2013.0,ClCCN(CCCl)P1(=O)NCCCO1
Darunavir Ethanolate,[H][C@]12OCC[C@@]1([H])[C@H](CO2)OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,Hepatomegaly,Human,-3.0791812460476247,Repeated,Oral,"EMA approval document: ANNEX I, page:28 PDF 1145k",https://www.pharmapendium.com/browse/ema/Darunavir Ethanolate/78f0306d47cd485fa60f2cbf44cd810a?reference=28,2020.0,[H][C]12OCC[C]1([H])[CH](CO2)OC(=O)N[CH](CC1=CC=CC=C1)[CH](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1
Deferasirox,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,Hepatomegaly,Human,-1.6020599913279623,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/763315/2016; EMEA/H/C/000670/P46/060.1, page:41 PDF 2575k",https://www.pharmapendium.com/browse/ema/Deferasirox/84caa1d7e3747e30027b83e9c1c039ab?reference=41,2016.0,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O
Deferiprone,CN1C=CC(=O)C(O)=C1C,Hepatomegaly,Human,-0.47712125471966244,Repeated,Oral,"FDA approval package document: Label 021825/S-000, page:5 PDF 480k",https://www.pharmapendium.com/browse/fda/Deferiprone/0234805df6e5bfb94e2a43e5b0274c2b?reference=5,2011.0,CN1C=CC(=O)C(O)=C1C
Diclofenac Sodium,[O-]C(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,Hepatomegaly,Human,-2.1760912590556813,Repeated,Oral,"FDA approval package document: Approval Package 019201/S-001, S-002, S-003, S-005, S-007, S-009, S-010, S-013, S-014, S-015, S-019, S-021 Part 06, page:3 PDF 5413k",https://www.pharmapendium.com/browse/fda/Diclofenac Sodium/c56ad2267611ad95c9ab82329518aad8?reference=3,1988.0,[O-]C(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
Didanosine,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1N=CNC2=O,Hepatomegaly,Human,-2.8750612633917,Repeated,Oral,"FDA approval package document: Approval Package 020154/S-009, S-011, S-020; 020155/S-007, S-016; 020156/S-007, S-016 Part 10, page:1 PDF 7736k",https://www.pharmapendium.com/browse/fda/Didanosine/92b2914714832f57db669f7ea5f017e2?reference=1,1991.0,OC[CH]1CC[CH](O1)N1C=NC2=C1N=CNC2=O
Dirithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,Hepatomegaly,Human,-2.6989700043360187,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 050678/S-000 Part 01, page:184 PDF 3302k",https://www.pharmapendium.com/browse/fda/Dirithromycin/af6a49e295bfd106ac77745460448eca?reference=184,1994.0,CC[CH]1OC(=O)[CH](C)[CH](O[CH]2C[C](C)(OC)[CH](O)[CH](C)O2)[CH](C)[CH](O[CH]2O[CH](C)C[CH]([CH]2O)N(C)C)[C](C)(O)C[CH](C)[CH]2N[CH](COCCOC)O[CH]([CH]2C)[C]1(C)O
Dolutegravir Sodium,[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C([O-])=C3C(=O)N1[C@H](C)CCO2,Hepatomegaly,Human,-2.0,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 204790 Part 04, page:26 PDF 7848k",https://www.pharmapendium.com/browse/fda/Dolutegravir Sodium/1ad0a2b9727ce58261902f144c3cb335?reference=26,2012.0,[H][C]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C([O-])=C3C(=O)N1[CH](C)CCO2
Duloxetine Hydrochloride,CNCC[C@H](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1,Hepatomegaly,Human,-2.0791812460476247,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022516/S-000 Part 05, page:6 PDF 3695k",https://www.pharmapendium.com/browse/fda/Duloxetine Hydrochloride/3ed9280aca33f23e1768c276527318ea?reference=6,2010.0,CNCC[CH](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1
Efavirenz,FC(F)(F)[C@]1(OC(=O)NC2=CC=C(Cl)C=C12)C#CC1CC1,Hepatomegaly,Human,-2.7781512503836434,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020972 Part 04, page:16 PDF 2284k",https://www.pharmapendium.com/browse/fda/Efavirenz/50c52a0b7bf21ab36d86753c5edbbb6d?reference=16,2013.0,FC(F)(F)[C]1(OC(=O)NC2=CC=C(Cl)C=C12)C#CC1CC1
Emtricitabine,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1,Hepatomegaly,Human,-2.3010299956639813,Repeated,Oral,"FDA approval package document: Label 021896/S-000, page:9 PDF 531k",https://www.pharmapendium.com/browse/fda/Emtricitabine/41cf838d80daffa9e287976391931f78?reference=9,2005.0,NC1=NC(=O)N(C=C1F)[CH]1CS[CH](CO)O1
Encainide,COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C,Hepatomegaly,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Approval Package 018981 Part 03, page:3 PDF 5529k",https://www.pharmapendium.com/browse/fda/Encainide/0fe0f3f80a4c466e1e23ade8fcf3f9c5?reference=3,1986.0,COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C
Enfuvirtide,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,Hepatomegaly,Human,-1.954242509439325,Repeated,Subcutaneous,"FDA approval package document: Medical/Clinical Review 021481/S-000 Part 03, page:15 PDF 1579k",https://www.pharmapendium.com/browse/fda/Enfuvirtide/9c859d46bfd410da3c7c3fe0f16ead14?reference=15,2003.0,CC[CH](C)[CH](NC(=O)[CH](CC(C)C)NC(=O)[CH](CO)NC(=O)[CH](CC1=CNC=N1)NC(=O)[CH](NC(=O)[CH](CC(C)C)NC(=O)[CH](CO)NC(=O)[CH](NC(=O)[CH](CC1=CC=C(O)C=C1)NC(C)=O)[CH](C)O)[CH](C)CC)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CO)C(=O)N[CH](CCC(N)=O)C(=O)N[CH](CC(N)=O)C(=O)N[CH](CCC(N)=O)C(=O)N[CH](CCC(N)=O)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CCCCN)C(=O)N[CH](CC(N)=O)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CCC(N)=O)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CC(C)C)C(=O)N[CH](CC(C)C)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CC(C)C)C(=O)N[CH](CC(O)=O)C(=O)N[CH](CCCCN)C(=O)N[CH](CC1=CNC2=CC=CC=C12)C(=O)N[CH](C)C(=O)N[CH](CO)C(=O)N[CH](CC(C)C)C(=O)N[CH](CC1=CNC2=CC=CC=C12)C(=O)N[CH](CC(N)=O)C(=O)N[CH](CC1=CNC2=CC=CC=C12)C(=O)N[CH](CC1=CC=CC=C1)C(N)=O
Entecavir,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)C2=C)C(=O)N1,Hepatomegaly,Human,-0.0,Repeated,Oral,"EMA approval document: ANNEX I, page:5 PDF 710k",https://www.pharmapendium.com/browse/ema/Entecavir/5b6560e04aa97d9036925f00190345f0?reference=5,2021.0,NC1=NC2=C(N=CN2[CH]2C[CH](O)[CH](CO)C2=C)C(=O)N1
Eszopiclone,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=C1N=CC=N2)C1=NC=C(Cl)C=C1,Hepatomegaly,Human,-0.3010299956639812,Repeated,Oral,Reference from PharmaPendium Published Toxicity: eszopiclone_cia-2-313   ---   JOURNAL:Clinical Interventions in Aging   PAGES:313   VOLUME:2,,2007.0,CN1CCN(CC1)C(=O)O[CH]1N(C(=O)C2=C1N=CC=N2)C1=NC=C(Cl)C=C1
Etravirine,CC1=CC(=CC(C)=C1OC1=NC(NC2=CC=C(C=C2)C#N)=NC(N)=C1Br)C#N,Hepatomegaly,Human,-2.3010299956639813,Repeated,Oral,"EMA approval document: ANNEX I, page:16 PDF 415k",https://www.pharmapendium.com/browse/ema/Etravirine/3469d9aad58f6d653ff84ead2c2a84f9?reference=16,2020.0,CC1=CC(=CC(C)=C1OC1=NC(NC2=CC=C(C=C2)C#N)=NC(N)=C1Br)C#N
Febuxostat,CC(C)COC1=CC=C(C=C1C#N)C1=NC(C)=C(S1)C(O)=O,Hepatomegaly,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Label 021856/S-000, page:4 PDF 329k",https://www.pharmapendium.com/browse/fda/Febuxostat/cb2dd76be1473b65cae6848e33169719?reference=4,2009.0,CC(C)COC1=CC=C(C=C1C#N)C1=NC(C)=C(S1)C(O)=O
Fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,Hepatomegaly,Human,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Approval Package 019304 Part 02, page:39 PDF 5630k",https://www.pharmapendium.com/browse/fda/Fenofibrate/415bb5e46e4297edba28fcab10d7d046?reference=39,1993.0,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1
Fexofenadine Hydrochloride,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Hepatomegaly,Human,-2.255272505103306,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 201373/S-000 Part 11, page:6 PDF 876k",https://www.pharmapendium.com/browse/fda/Fexofenadine Hydrochloride/d7059e44b20a49f9940c212d18b49443?reference=6,2010.0,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
Fingolimod Hydrochloride,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1,Hepatomegaly,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022527/S-000 Part 08, page:48 PDF 1113k",https://www.pharmapendium.com/browse/fda/Fingolimod Hydrochloride/972ed03239ccc918de6c168481c7e6ec?reference=48,2009.0,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1
Fluoxetine Hydrochloride,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,Hepatomegaly,Human,-1.3010299956639813,Repeated,Oral,"FDA approval package document: Approval Package 020101; 018936/S-009, S-010, S-036 Part 04, page:8 PDF 6896k",https://www.pharmapendium.com/browse/fda/Fluoxetine Hydrochloride/400c3179fc3bfe4ea04a606dce4b2736?reference=8,1991.0,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
Fosinopril Sodium,CCC(=O)O[C@@H](O[P@@](=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C([O-])=O)C1CCCCC1)C(C)C,Hepatomegaly,Human,-1.6020599913279623,Repeated,Oral,"FDA approval package document: Approval Package 019915/S-009, S-013, S-017, S-021 Part 16, page:24 PDF 8347k",https://www.pharmapendium.com/browse/fda/Fosinopril Sodium/007f5e5c421330f2f7ec870f97409a9b?reference=24,1991.0,CCC(=O)O[CH](O[P](=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[CH](C[CH]1C([O-])=O)C1CCCCC1)C(C)C
Gabapentin,NCC1(CCCCC1)CC(O)=O,Hepatomegaly,Human,-3.255272505103306,Repeated,Oral,"FDA approval package document: Approval Package 020235 Part 02, page:62 PDF 9213k",https://www.pharmapendium.com/browse/fda/Gabapentin/67094440a930bb80b15a0248ac7e240c?reference=62,1993.0,NCC1(CCCCC1)CC(O)=O
