Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Dolutegravir Sodium,[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C([O-])=C3C(=O)N1[C@H](C)CCO2,Hepatic steatosis,Human,-2.0,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 204790 Part 04, page:26 PDF 7848k",https://www.pharmapendium.com/browse/fda/Dolutegravir Sodium/1ad0a2b9727ce58261902f144c3cb335?reference=26,2012.0,[H][C]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C([O-])=C3C(=O)N1[CH](C)CCO2
Duloxetine Hydrochloride,CNCC[C@H](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1,Hepatic steatosis,Human,-2.0791812460476247,Repeated,Oral,"FDA approval package document: Label 021427/S-012; 021520/S-011; 021235/S-007; 020974/S-008; 020101/S-035; 018936/S-076, page:92 PDF 964k",https://www.pharmapendium.com/browse/fda/Duloxetine Hydrochloride/3b69d8bbe852a64df615fb05309f07c6?reference=92,2006.0,CNCC[CH](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1
Empagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C(Cl)C=C1,Hepatic steatosis,Human,-1.3979400086720377,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/137741/2014; EMEA/H/C/002677/0000, page:77 PDF 1395k",https://www.pharmapendium.com/browse/ema/Empagliflozin/436354e1f4b6b84ebc2d059cab3caf56?reference=77,2014.0,OC[CH]1O[CH]([CH](O)[CH](O)[CH]1O)C1=CC(CC2=CC=C(O[CH]3CCOC3)C=C2)=C(Cl)C=C1
Emtricitabine,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1,Hepatic steatosis,Human,-2.3010299956639813,Repeated,Oral,"FDA approval package document: Label 021500/S-003, page:9 PDF 422k",https://www.pharmapendium.com/browse/fda/Emtricitabine/ec1c7a72b306942b3121d9035f68f912?reference=9,2005.0,NC1=NC(=O)N(C=C1F)[CH]1CS[CH](CO)O1
Enfuvirtide,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,Hepatic steatosis,Human,-1.954242509439325,Repeated,Subcutaneous,"FDA approval package document: Medical/Clinical Review 021481/S-000 Part 03, page:15 PDF 1579k",https://www.pharmapendium.com/browse/fda/Enfuvirtide/9c859d46bfd410da3c7c3fe0f16ead14?reference=15,2003.0,CC[CH](C)[CH](NC(=O)[CH](CC(C)C)NC(=O)[CH](CO)NC(=O)[CH](CC1=CNC=N1)NC(=O)[CH](NC(=O)[CH](CC(C)C)NC(=O)[CH](CO)NC(=O)[CH](NC(=O)[CH](CC1=CC=C(O)C=C1)NC(C)=O)[CH](C)O)[CH](C)CC)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CO)C(=O)N[CH](CCC(N)=O)C(=O)N[CH](CC(N)=O)C(=O)N[CH](CCC(N)=O)C(=O)N[CH](CCC(N)=O)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CCCCN)C(=O)N[CH](CC(N)=O)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CCC(N)=O)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CC(C)C)C(=O)N[CH](CC(C)C)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CC(C)C)C(=O)N[CH](CC(O)=O)C(=O)N[CH](CCCCN)C(=O)N[CH](CC1=CNC2=CC=CC=C12)C(=O)N[CH](C)C(=O)N[CH](CO)C(=O)N[CH](CC(C)C)C(=O)N[CH](CC1=CNC2=CC=CC=C12)C(=O)N[CH](CC(N)=O)C(=O)N[CH](CC1=CNC2=CC=CC=C12)C(=O)N[CH](CC1=CC=CC=C1)C(N)=O
Entecavir,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)C2=C)C(=O)N1,Hepatic steatosis,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021797/S-000, page:99 PDF 6640k",https://www.pharmapendium.com/browse/fda/Entecavir/4e8b214a689c08907da074b52f3b58a4?reference=99,2005.0,NC1=NC2=C(N=CN2[CH]2C[CH](O)[CH](CO)C2=C)C(=O)N1
Eslicarbazepine Acetate,CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=C1C=CC=C2,Hepatic steatosis,Human,-2.9542425094393248,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022416/S-000 Part 32, page:5 PDF 3195k",https://www.pharmapendium.com/browse/fda/Eslicarbazepine Acetate/f2d85852b29e4b93519f0aa1431fd325?reference=5,2013.0,CC(=O)O[CH]1CC2=C(C=CC=C2)N(C(N)=O)C2=C1C=CC=C2
Etravirine,CC1=CC(=CC(C)=C1OC1=NC(NC2=CC=C(C=C2)C#N)=NC(N)=C1Br)C#N,Hepatic steatosis,Human,-2.3010299956639813,Repeated,Oral,"FDA approval package document: Label 022187/S-000, page:4 PDF 627k",https://www.pharmapendium.com/browse/fda/Etravirine/f3b75529b34b132b9caa21156867fa4e?reference=4,2008.0,CC1=CC(=CC(C)=C1OC1=NC(NC2=CC=C(C=C2)C#N)=NC(N)=C1Br)C#N
Febuxostat,CC(C)COC1=CC=C(C=C1C#N)C1=NC(C)=C(S1)C(O)=O,Hepatic steatosis,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Label 021856/S-000, page:4 PDF 329k",https://www.pharmapendium.com/browse/fda/Febuxostat/cb2dd76be1473b65cae6848e33169719?reference=4,2009.0,CC(C)COC1=CC=C(C=C1C#N)C1=NC(C)=C(S1)C(O)=O
Fingolimod Hydrochloride,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1,Hepatic steatosis,Human,-1.3979400086720377,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022527/S-000 Part 13, page:3 PDF 559k",https://www.pharmapendium.com/browse/fda/Fingolimod Hydrochloride/defc16f7a20b3608da55dfb4be34f3c9?reference=3,2009.0,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1
Fluoxetine Hydrochloride,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,Hepatic steatosis,Human,-1.3010299956639813,Repeated,Oral,"FDA approval package document: Label 021860/S-000, page:17 PDF 396k",https://www.pharmapendium.com/browse/fda/Fluoxetine Hydrochloride/2cf746d62681e1c36fa43d4fa430d1e7?reference=17,2005.0,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
Fluvastatin Sodium,CC(C)N1C2=CC=CC=C2C(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O,Hepatic steatosis,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Approval Package 020261/S-046 Part 03, page:14 PDF 808k",https://www.pharmapendium.com/browse/fda/Fluvastatin Sodium/4845d89ec455c3d165fc7e5de2f27555?reference=14,2012.0,CC(C)N1C2=CC=CC=C2C(C2=CC=C(F)C=C2)=C1\C=C\[CH](O)C[CH](O)CC([O-])=O
Ketoprofen,CC(C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1,Hepatic steatosis,Human,-2.3010299956639813,Repeated,Oral,"FDA approval package document: Approval Package 019816/S-001, S-002 Part 09, page:35 PDF 4729k",https://www.pharmapendium.com/browse/fda/Ketoprofen/7c397d32cb867f8f0414b6db39cc368c?reference=35,1993.0,CC(C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1
Lamivudine,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,Hepatic steatosis,Human,-2.4771212547196626,Repeated,Oral,"EMA approval document: Scientific Discussion, page:14 PDF 229k",https://www.pharmapendium.com/browse/ema/Lamivudine/015492768804d3ae3c08845b0b8ea92f?reference=14,2005.0,NC1=NC(=O)N(C=C1)[CH]1CS[CH](CO)O1
Lasofoxifene,OC1=CC=C2[C@H]([C@H](CCC2=C1)C1=CC=CC=C1)C1=CC=C(OCCN2CCCC2)C=C1,Hepatic steatosis,Human,-0.6989700043360189,Repeated,Oral,"EMA approval document: ANNEX I, page:7 PDF 474k",https://www.pharmapendium.com/browse/ema/Lasofoxifene/4a30d26487d86d298e55209f18660544?reference=7,2013.0,OC1=CC=C2[CH]([CH](CCC2=C1)C1=CC=CC=C1)C1=CC=C(OCCN2CCCC2)C=C1
Lesinurad,OC(=O)CSC1=NN=C(Br)N1C1=C2C=CC=CC2=C(C=C1)C1CC1,Hepatic steatosis,Human,-2.6020599913279625,Repeated,Oral,"EMA approval document: Assessment Report EMA/6459/2016; EMEA/H/C/003932/0000, page:110 PDF 5667k",https://www.pharmapendium.com/browse/ema/Lesinurad/d22d8c9f5d65c0aae620ada4cabc6eaa?reference=110,2015.0,OC(=O)CSC1=NN=C(Br)N1C1=C2C=CC=CC2=C(C=C1)C1CC1
Levofloxacin,C[C@H]1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,Hepatic steatosis,Human,-2.380211241711606,Repeated,Inhalation,"EMA approval document: Assessment Report EMA/CHMP/676680/2014; EMEA/H/C/002789/0000, page:89 PDF 2953k",https://www.pharmapendium.com/browse/ema/Levofloxacin/2191eac850f7b5fc0a4f9614accec6cd?reference=89,2014.0,C[CH]1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O
Linagliptin,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,Hepatic steatosis,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 201280/S-000 Part 04, page:98 PDF 5485k",https://www.pharmapendium.com/browse/fda/Linagliptin/4040600348d5f8e24c3f5c858638a448?reference=98,2010.0,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C)N1CCC[CH](N)C1
Liraglutide,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC1=CN=CN1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O,Hepatic steatosis,Human,-0.9030899869919435,Repeated,Subcutaneous,"FDA approval package document: Approval Package 022341/S-027 Part 23, page:46 PDF 9721k",https://www.pharmapendium.com/browse/fda/Liraglutide/b5167110732dfcd7a8cc0c3da576ecf4?reference=46,2016.0,CCCCCCCCCCCCCCCC(=O)N[CH](CCC(=O)NCCCC[CH](NC(=O)[CH](C)NC(=O)[CH](C)NC(=O)[CH](CCC(N)=O)NC(=O)CNC(=O)[CH](CCC(O)=O)NC(=O)[CH](CC(C)C)NC(=O)[CH](CC1=CC=C(O)C=C1)NC(=O)[CH](CO)NC(=O)[CH](CO)NC(=O)[CH](NC(=O)[CH](CC(O)=O)NC(=O)[CH](CO)NC(=O)[CH](NC(=O)[CH](CC1=CC=CC=C1)NC(=O)[CH](NC(=O)CNC(=O)[CH](CCC(O)=O)NC(=O)[CH](C)NC(=O)[CH](N)CC1=CN=CN1)[CH](C)O)[CH](C)O)C(C)C)C(=O)N[CH](CCC(O)=O)C(=O)N[CH](CC1=CC=CC=C1)C(=O)N[CH]([CH](C)CC)C(=O)N[CH](C)C(=O)N[CH](CC1=CNC2=C1C=CC=C2)C(=O)N[CH](CC(C)C)C(=O)N[CH](C(C)C)C(=O)N[CH](CCCNC(N)=N)C(=O)NCC(=O)N[CH](CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O
Lorlatinib,C[C@H]1OC2=CC(=CN=C2N)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=C1C=C(F)C=C2,Hepatic steatosis,Human,-2.0,Repeated,Oral,"FDA approval package document: Approval Package 210868/S-000 Part 09, page:57 PDF 1228k",https://www.pharmapendium.com/browse/fda/Lorlatinib/bd3ecb44dfc93ea65ade6b9e1d3ea355?reference=57,2018.0,C[CH]1OC2=CC(=CN=C2N)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=C1C=C(F)C=C2
Methylphenidate Hydrochloride,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,Hepatic steatosis,Human,-1.7323937598229686,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021121/S-008, page:7 PDF 3054k",https://www.pharmapendium.com/browse/fda/Methylphenidate Hydrochloride/65f65d8be767721bf087630ec070a5ca?reference=7,2004.0,COC(=O)C(C1CCCCN1)C1=CC=CC=C1
Micafungin Sodium,[H][C@@]12C[C@@H](O)CN1C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@]1([H])[C@@H](O)[C@@H](C)CN1C(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C(OS([O-])(=O)=O)=C1)[C@H](O)CC(N)=O)NC(=O)C1=CC=C(C=C1)C1=NOC(=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O,Hepatic steatosis,Human,-2.1760912590556813,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 021754/S-000 Part 03, page:6 PDF 7132k",https://www.pharmapendium.com/browse/fda/Micafungin Sodium/0e7d32ac0bd233b9c781a736663a1981?reference=6,2005.0,[H][C]12C[CH](O)CN1C(=O)[CH](NC(=O)[CH](C[CH](O)[CH](O)NC(=O)[C]1([H])[CH](O)[CH](C)CN1C(=O)[CH](NC(=O)[CH](NC2=O)[CH](O)[CH](O)C1=CC=C(O)C(OS([O-])(=O)=O)=C1)[CH](O)CC(N)=O)NC(=O)C1=CC=C(C=C1)C1=NOC(=C1)C1=CC=C(OCCCCC)C=C1)[CH](C)O
Milnacipran Hydrochloride,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1,Hepatic steatosis,Human,-2.3010299956639813,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022256/S-000 Part 02, page:30 PDF 6827k",https://www.pharmapendium.com/browse/fda/Milnacipran Hydrochloride/4c84f50c0997fbb4cfe3c70b7e24504a?reference=30,2008.0,CCN(CC)C(=O)[C]1(C[CH]1CN)C1=CC=CC=C1
Nifurtimox,CC1CS(=O)(=O)CCN1\N=C\C1=CC=C(O1)N(=O)=O,Hepatic steatosis,Human,-1.3010299956639813,Repeated,Oral,"FDA approval package document: Approval Package 213464/S-000 Part 11, page:16 PDF 1328k",https://www.pharmapendium.com/browse/fda/Nifurtimox/e9d4eb0685abf6ace1b8ed30e239e58d?reference=16,2020.0,CC1CS(=O)(=O)CCN1\N=C\C1=CC=C(O1)N(=O)=O
Nizatidine,CN\C(NCCSCC1=CSC(CN(C)C)=N1)=C\N(=O)=O,Hepatic steatosis,Human,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Approval Package 019508/S-012, S-016, S-012, S-013 Part 05, page:15 PDF 7677k",https://www.pharmapendium.com/browse/fda/Nizatidine/1cb2680c26165bb3235acb6c5a56a5db?reference=15,1991.0,CN\C(NCCSCC1=CSC(CN(C)C)=N1)=C\N(=O)=O
Obeticholic Acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)[C@H](CC)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,Hepatic steatosis,Human,-1.6989700043360187,Repeated,Oral,"EMA approval document: Assessment Report EMA/725757/2016; EMEA/H/C/004093/0000, page:108 PDF 5361k",https://www.pharmapendium.com/browse/ema/Obeticholic Acid/422df873233a9e9688cb536508125184?reference=108,2016.0,[H][C]1(CC[C]2([H])[C]3([H])[CH](O)[CH](CC)[C]4([H])C[CH](O)CC[C]4(C)[C]3([H])CC[C]12C)[CH](C)CCC(O)=O
Olanzapine,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,Hepatic steatosis,Human,-1.3010299956639813,Repeated,Oral,"FDA approval package document: Label 020592/S-040, S-041, page:22 PDF 524k",https://www.pharmapendium.com/browse/fda/Olanzapine/123fdf978c5c8f8e5346b56d8750ede2?reference=22,2009.0,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
Omeprazole,COC1=CC=C2NC(=NC2=C1)S(=O)CC1=NC=C(C)C(OC)=C1C,Hepatic steatosis,Human,-1.3010299956639813,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022032/S-000, page:92 PDF 6854k",https://www.pharmapendium.com/browse/fda/Omeprazole/f6b25703d5175f3e9cf24629ad788b65?reference=92,2006.0,COC1=CC=C2NC(=NC2=C1)S(=O)CC1=NC=C(C)C(OC)=C1C
Orlistat,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,Hepatic steatosis,Human,-2.0791812460476247,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021887/S-000 Part 01, page:43 PDF 4480k",https://www.pharmapendium.com/browse/fda/Orlistat/3f97e8190e694a8cb2e2e90a1f1afa61?reference=43,2005.0,CCCCCCCCCCC[CH](C[CH]1OC(=O)[CH]1CCCCCC)OC(=O)[CH](CC(C)C)NC=O
Pantoprazole Sodium,COC1=C(OC)C(=NC=C1)\C=S([O-])\C1=NC2=CC(OC(F)F)=CC=C2N1,Hepatic steatosis,Human,-2.380211241711606,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020987/S-007, page:44 PDF 1373k",https://www.pharmapendium.com/browse/fda/Pantoprazole Sodium/fc792609ea1639d725d409fa83f0f250?reference=44,2002.0,COC1=C(OC)C(=NC=C1)\C=S([O-])\C1=NC2=CC(OC(F)F)=CC=C2N1
Pexidartinib Hydrochloride,FC(F)(F)C1=CC=C(CNC2=NC=C(CC3=CNC4=NC=C(Cl)C=C34)C=C2)C=N1,Hepatic steatosis,Human,-3.0,Repeated,Oral,"FDA approval package document: Approval Package 211810/S-000 Part 07, page:43 PDF 855k",https://www.pharmapendium.com/browse/fda/Pexidartinib Hydrochloride/b8014b9a95e2f8615062ebf1f04be996?reference=43,2019.0,FC(F)(F)C1=CC=C(CNC2=NC=C(CC3=CNC4=NC=C(Cl)C=C34)C=C2)C=N1
Pitavastatin Calcium,O[C@H](C[C@H](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC([O-])=O,Hepatic steatosis,Human,-0.6020599913279624,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022363/S-000 Part 02, page:29 PDF 7655k",https://www.pharmapendium.com/browse/fda/Pitavastatin Calcium/e8281e4f223086197f54edda5d0b953e?reference=29,2008.0,O[CH](C[CH](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC([O-])=O
Posaconazole,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@@](C2)(CN2C=NC=N2)C2=C(F)C=C(F)C=C2)C=C1,Hepatic steatosis,Human,-2.3010299956639813,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022003/S-000, page:125 PDF 8671k",https://www.pharmapendium.com/browse/fda/Posaconazole/f5037214d79cab10872dcc1e689683b6?reference=125,2005.0,CC[CH]([CH](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[CH]2CO[C](C2)(CN2C=NC=N2)C2=C(F)C=C(F)C=C2)C=C1
