Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Carbamazepine,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,Jaundice cholestatic,Human,-3.0791812460476247,Repeated,Oral,"FDA approval package document: Approval Package 018927/S-061, S-011, S-003, S-001, S-002, S-010, S-004, S-018, S-059, S-019 Part 01, page:51 PDF 4867k",https://www.pharmapendium.com/browse/fda/Carbamazepine/c72a28ad5effebdc76cd6f2d9ad3ec86?reference=51,1987.0,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12
Ciprofloxacin Hydrochloride,OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O,Jaundice cholestatic,Human,-3.6989700043360187,Repeated,Intravenous,"FDA approval package document: Approval Package 019857/S-031; 019537/S-049; 020780/S-013; 019847/S-027, page:23 PDF 11732k",https://www.pharmapendium.com/browse/fda/Ciprofloxacin Hydrochloride/f4b9718ff9ad1163153f92de818f8c34?reference=23,2004.0,OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O
Conivaptan Hydrochloride,CC1=NC2=C(N1)C1=CC=CC=C1N(CC2)C(=O)C1=CC=C(NC(=O)C2=CC=CC=C2C2=CC=CC=C2)C=C1,Jaundice cholestatic,Human,-2.0791812460476247,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 021697/S-000 Part 02, page:5 PDF 5071k",https://www.pharmapendium.com/browse/fda/Conivaptan Hydrochloride/eb21a0a1e562afbb4a8bd68a4d6f80cb?reference=5,2005.0,CC1=NC2=C(N1)C1=CC=CC=C1N(CC2)C(=O)C1=CC=C(NC(=O)C2=CC=CC=C2C2=CC=CC=C2)C=C1
Danazol,[H][C@@]12CCC3=CC4=C(C[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@@]1(O)C#C)C=NO4,Jaundice cholestatic,Human,-0.6020599913279624,Repeated,Oral,Reference from PharmaPendium Published Toxicity: Danazol-0049b   ---   DOI:10.1620/tjem.182.249   JOURNAL:Tohoku Journal of Experimental Medicine   PAGES:249   VOLUME:182,http://dx.doi.org/10.1620/tjem.182.249,1997.0,[H][C]12CCC3=CC4=C(C[C]3(C)[C]1([H])CC[C]1(C)[C]2([H])CC[C]1(O)C#C)C=NO4
Diazepam,CN1C(=O)CN=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C12,Jaundice cholestatic,Human,-1.1760912590556813,Repeated,Oral,"FDA approval package document: Approval Package 013263/S-003, S-008, S-019, S-040, S-041, S-042, S-043, S-046, S-049, S-054; 016087/S-040, S-042, S-045; 017984/S-010; 018179/S-001 Part 02, page:10 PDF 5421k",https://www.pharmapendium.com/browse/fda/Diazepam/ac9c225b3c0577ecf9a7cb5b9d8cc553?reference=10,1963.0,CN1C(=O)CN=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C12
Diclofenac Sodium,[O-]C(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,Jaundice cholestatic,Human,-2.1760912590556813,Repeated,Oral,"FDA approval package document: Approval Package 019201/S-001, S-002, S-003, S-005, S-007, S-009, S-010, S-013, S-014, S-015, S-019, S-021 Part 05, page:2 PDF 6101k",https://www.pharmapendium.com/browse/fda/Diclofenac Sodium/f085f32441bae56f520b20bdc6c36284?reference=2,1988.0,[O-]C(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
Duloxetine Hydrochloride,CNCC[C@H](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1,Jaundice cholestatic,Human,-2.0791812460476247,Repeated,Oral,"FDA approval package document: Approval Package 021427/S-039 Part 03, page:3 PDF 377k",https://www.pharmapendium.com/browse/fda/Duloxetine Hydrochloride/0ac4e3a6151ac4f052501244685e01ea?reference=3,2011.0,CNCC[CH](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1
Enalaprilat,C[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,Jaundice cholestatic,Human,-0.6989700043360189,Repeated,Intravenous,"FDA approval package document: Approval Package 019309/S-015, S-017, S-012, S-020, S-021; 018998/S-038, S-034, S-043, S-053; 019558/S-022; 019778/S-016; 019221/S-019, S-017, S-023 Part 01, page:54 PDF 5466k",https://www.pharmapendium.com/browse/fda/Enalaprilat/c1ded210f1e864707ec587e500079284?reference=54,1994.0,C[CH](N[CH](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[CH]1C(O)=O
Estradiol,[H][C@]12CC[C@]3(C)[C@@H](O)CC[C@@]3([H])[C@]1([H])CCC1=C2C=CC(O)=C1,Jaundice cholestatic,Human,-0.3010299956639812,Repeated,Oral,"FDA approval package document: Approval Package 040138/S-000, page:15 PDF 1092k",https://www.pharmapendium.com/browse/fda/Estradiol/efe31d0fe859e152a68361e11a274551?reference=15,1998.0,[H][C]12CC[C]3(C)[CH](O)CC[C]3([H])[C]1([H])CCC1=C2C=CC(O)=C1
Etodolac,CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O,Jaundice cholestatic,Human,-3.0,Repeated,Oral,"FDA approval package document: Approval Package 018922/S-007, S-008, S-013, S-014, S-015 Part 26, page:94 PDF 6654k",https://www.pharmapendium.com/browse/fda/Etodolac/cf790bf1f865041d2f2acca39e9be5e3?reference=94,1991.0,CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O
Famotidine,N\C(N)=N/C1=NC(CSCCC(=N)NS(N)(=O)=O)=CS1,Jaundice cholestatic,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Approval Package 019462/S-010; 019527/S-007; 019510/S-010 Part 02, page:31 PDF 3116k",https://www.pharmapendium.com/browse/fda/Famotidine/3e11e7dd402e91e731fe187e3970f97c?reference=31,1991.0,N\C(N)=N/C1=NC(CSCCC(=N)NS(N)(=O)=O)=CS1
Fentanyl,CCC(=O)N(C1CCN(CC1)CCC1=CC=CC=C1)C1=CC=CC=C1,Jaundice cholestatic,Human,-0.6020599913279624,Repeated,Sublingual,"FDA approval package document: Medical/Clinical Review 202788/S-000 Part 06, page:36 PDF 5525k",https://www.pharmapendium.com/browse/fda/Fentanyl/76d14c87c7a21c7cc63492cba5614420?reference=36,2011.0,CCC(=O)N(C1CCN(CC1)CCC1=CC=CC=C1)C1=CC=CC=C1
Fluoxetine Hydrochloride,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,Jaundice cholestatic,Human,-1.3010299956639813,Repeated,Oral,"FDA approval package document: Label 021860/S-000, page:18 PDF 396k",https://www.pharmapendium.com/browse/fda/Fluoxetine Hydrochloride/2cf746d62681e1c36fa43d4fa430d1e7?reference=18,2005.0,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
Fluvastatin Sodium,CC(C)N1C2=CC=CC=C2C(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O,Jaundice cholestatic,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Approval Package 021192/S-019 Part 03, page:14 PDF 809k",https://www.pharmapendium.com/browse/fda/Fluvastatin Sodium/6c3d059c3bc7898c92085b58d0b458d7?reference=14,2012.0,CC(C)N1C2=CC=CC=C2C(C2=CC=C(F)C=C2)=C1\C=C\[CH](O)C[CH](O)CC([O-])=O
Glipizide,CC1=CN=C(C=N1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,Jaundice cholestatic,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Approval Package 020329 Part 03, page:6 PDF 5422k",https://www.pharmapendium.com/browse/fda/Glipizide/8ef5e03985ad1ed29c7d2cdf22ab8219?reference=6,1994.0,CC1=CN=C(C=N1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
Glyburide,COC1=CC=C(Cl)C=C1C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,Jaundice cholestatic,Human,-1.0,Repeated,Oral,"FDA approval package document: Approval Package 017498/S-001, S-002, S-004, S-005; 010670/S-045; 015500/S-045, S-006, S-007, S-047, S-008, S-009, S-010, S-015 Part 02, page:12 PDF 2091k",https://www.pharmapendium.com/browse/fda/Glyburide/89151883741ef06273f2912085791014?reference=12,1984.0,COC1=CC=C(Cl)C=C1C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,Jaundice cholestatic,Human,-0.7781512503836436,Repeated,Oral,"FDA approval package document: Approval Package 019012/S-012 Part 01, page:35 PDF 5400k",https://www.pharmapendium.com/browse/fda/Ibuprofen/3c13b1da349f2a0642f7d49f64b1613a?reference=35,1984.0,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
Labetalol Hydrochloride,CC(CCC1=CC=CC=C1)NCC(O)C1=CC=C(O)C(=C1)C(N)=O,Jaundice cholestatic,Human,-2.9030899869919438,Repeated,Oral,"FDA approval package document: Approval Package 018687/S-002, S-005, S-008; 018686/S-005, S-006 Part 02, page:52 PDF 4737k",https://www.pharmapendium.com/browse/fda/Labetalol Hydrochloride/d2aee4cc6683343a8bfb0e0757f634df?reference=52,1989.0,CC(CCC1=CC=CC=C1)NCC(O)C1=CC=C(O)C(=C1)C(N)=O
Lisinopril,[H][C@]1(CCCN1C(=O)[C@H](CCCCN)N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(O)=O,Jaundice cholestatic,Human,-1.0,Repeated,Oral,"FDA approval package document: Approval Package 019777/S-007, S-010, S-014, S-016, S-019, S-021, S-022, S-023, S-024, S-025; 019888/S-007, S-009, S-014, S-021; 019558 Part 19, page:6 PDF 1299k",https://www.pharmapendium.com/browse/fda/Lisinopril/45a3cc5ad12dbaca25c0f68924996ac1?reference=6,1988.0,[H][C]1(CCCN1C(=O)[CH](CCCCN)N[CH](CCC1=CC=CC=C1)C(O)=O)C(O)=O
Lovastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,Jaundice cholestatic,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Approval Package 019643/S-008, S-012, S-028, S-032, S-033, S-035, S-036, S-037, S-041, S-034, S-009, S-018, S-039, S-040, S-042 Part 11, page:50 PDF 5264k",https://www.pharmapendium.com/browse/fda/Lovastatin/95f4d825554551efe2761d8826963afb?reference=50,1990.0,[H][C]12[CH](C[CH](C)C=C1C=C[CH](C)[CH]2CC[CH]1C[CH](O)CC(=O)O1)OC(=O)[CH](C)CC
Maraviroc,[H][C@]12CC[C@]([H])(C[C@H](C1)N1C(C)=NN=C1C(C)C)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,Jaundice cholestatic,Human,-2.7781512503836434,Repeated,Oral,"FDA approval package document: Label 022128/S-000, page:6 PDF 446k",https://www.pharmapendium.com/browse/fda/Maraviroc/5b6de430ec14e9ce14b2f35c613c3550?reference=6,2007.0,[H][C]12CC[C]([H])(C[CH](C1)N1C(C)=NN=C1C(C)C)N2CC[CH](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1
Mepazine,CN1CCCC(C1)CN1C2=C(SC3=C1C=CC=C3)C=CC=C2,Jaundice cholestatic,Human,-2.7781512503836434,Repeated,Oral,"FDA approval package document: Review 010559, page:11 PDF 1365k",https://www.pharmapendium.com/browse/fda/Mepazine/5005c2ea90be09c57f70c7c3e3a97ae3?reference=11,,CN1CCCC(C1)CN1C2=C(SC3=C1C=CC=C3)C=CC=C2
Mercaptopurine,S=C1NC=NC2=C1NC=N2,Jaundice cholestatic,Human,-0.3010299956639812,Repeated,Oral,"EMA approval document: Assessment Report EMA/CHMP/668488/2011, page:39 PDF 471k",https://www.pharmapendium.com/browse/ema/Mercaptopurine/ee36dd4dcfb3729be646c19807255f32?reference=39,2011.0,S=C1NC=NC2=C1NC=N2
Meropenem,[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,Jaundice cholestatic,Human,-0.9030899869919435,Repeated,Intravenous,"FDA approval package document: Approval Package 050706/S-034, page:15 PDF 842k",https://www.pharmapendium.com/browse/fda/Meropenem/92831c508d9b53c9444030ab8cb98ee9?reference=15,2013.0,[H][C]12[CH](C)C(S[CH]3CN[CH](C3)C(=O)N(C)C)=C(N1C(=O)[C]2([H])[CH](C)O)C(O)=O
Mesalamine,NC1=CC(C(O)=O)=C(O)C=C1,Jaundice cholestatic,Human,-3.9030899869919438,Repeated,Oral,"FDA approval package document: Approval Package 022000/S-005 Part 01, page:16 PDF 317k",https://www.pharmapendium.com/browse/fda/Mesalamine/833afc36908ddc632fe5ff200e9e53d9?reference=16,2011.0,NC1=CC(C(O)=O)=C(O)C=C1
Micafungin Sodium,[H][C@@]12C[C@@H](O)CN1C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@]1([H])[C@@H](O)[C@@H](C)CN1C(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C(OS([O-])(=O)=O)=C1)[C@H](O)CC(N)=O)NC(=O)C1=CC=C(C=C1)C1=NOC(=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O,Jaundice cholestatic,Human,-2.1760912590556813,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 021754/S-000 Part 03, page:6 PDF 7132k",https://www.pharmapendium.com/browse/fda/Micafungin Sodium/0e7d32ac0bd233b9c781a736663a1981?reference=6,2005.0,[H][C]12C[CH](O)CN1C(=O)[CH](NC(=O)[CH](C[CH](O)[CH](O)NC(=O)[C]1([H])[CH](O)[CH](C)CN1C(=O)[CH](NC(=O)[CH](NC2=O)[CH](O)[CH](O)C1=CC=C(O)C(OS([O-])(=O)=O)=C1)[CH](O)CC(N)=O)NC(=O)C1=CC=C(C=C1)C1=NOC(=C1)C1=CC=C(OCCCCC)C=C1)[CH](C)O
Moxifloxacin Hydrochloride,[H][C@@]12CCCN[C@]1([H])CN(C2)C1=C(OC)C2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O,Jaundice cholestatic,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021085/S-000 Part 03, page:47 PDF 1604k",https://www.pharmapendium.com/browse/fda/Moxifloxacin Hydrochloride/6bb569f28a4a4af8f5c2b5d6dfb26567?reference=47,1999.0,[H][C]12CCCN[C]1([H])CN(C2)C1=C(OC)C2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O
Mycophenolate Mofetil,COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(=O)OCCN1CCOCC1,Jaundice cholestatic,Human,-3.4771212547196626,Repeated,Multiple,"FDA approval package document: Medical/Clinical Review 050722/S-005; 050723/S-005; 050758/S-004; 050759/S-006, page:47 PDF 1890k",https://www.pharmapendium.com/browse/fda/Mycophenolate Mofetil/6a37819bb169f4f2a7bf971cb6cb5007?reference=47,2000.0,COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(=O)OCCN1CCOCC1
Nabumetone,COC1=CC2=CC=C(CCC(C)=O)C=C2C=C1,Jaundice cholestatic,Human,-3.3010299956639813,Repeated,Oral,"FDA approval package document: Approval Package 019583/S-011 Part 04, page:17 PDF 5905k",https://www.pharmapendium.com/browse/fda/Nabumetone/1535f4946aea8632b96024e6dff7271f?reference=17,1995.0,COC1=CC2=CC=C(CCC(C)=O)C=C2C=C1
Norfloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Jaundice cholestatic,Human,-2.9030899869919438,Repeated,Oral,"FDA approval package document: Approval Package 019757/S-001, S-003, S-002, S-006 Part 06, page:4 PDF 1496k",https://www.pharmapendium.com/browse/fda/Norfloxacin/08b165de31f4ce5b7756b1f6a1b4eb34?reference=4,1991.0,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1
Olaparib,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,Jaundice cholestatic,Human,-2.6020599913279625,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 206162/S-000 Part 03, page:15 PDF 492k",https://www.pharmapendium.com/browse/fda/Olaparib/a1dab9322676ea46eb41c88339270f39?reference=15,2014.0,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1
Pantoprazole Sodium,COC1=C(OC)C(=NC=C1)\C=S([O-])\C1=NC2=CC(OC(F)F)=CC=C2N1,Jaundice cholestatic,Human,-2.2041199826559246,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 020987/S-007, page:36 PDF 1373k",https://www.pharmapendium.com/browse/fda/Pantoprazole Sodium/fc792609ea1639d725d409fa83f0f250?reference=36,2002.0,COC1=C(OC)C(=NC=C1)\C=S([O-])\C1=NC2=CC(OC(F)F)=CC=C2N1
Penicillamine,CC(C)(S)[C@H](N)C(O)=O,Jaundice cholestatic,Human,-3.3010299956639813,Repeated,Oral,"FDA approval package document: Approval Package 050491 Part 01, page:12 PDF 5024k",https://www.pharmapendium.com/browse/fda/Penicillamine/f4eac439c72373bbc74fda5c16f8e622?reference=12,1978.0,CC(C)(S)[CH](N)C(O)=O
Pioglitazone Hydrochloride,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,Jaundice cholestatic,Human,-1.6532125137753437,Repeated,Oral,"FDA approval package document: Approval Package 021073/S-020, page:68 PDF 7248k",https://www.pharmapendium.com/browse/fda/Pioglitazone Hydrochloride/a133fbf468341fd1df476acae7c8b16d?reference=68,2003.0,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
Pitavastatin Calcium,O[C@H](C[C@H](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC([O-])=O,Jaundice cholestatic,Human,-0.0,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022363/S-000 Part 02, page:29 PDF 7655k",https://www.pharmapendium.com/browse/fda/Pitavastatin Calcium/e8281e4f223086197f54edda5d0b953e?reference=29,2008.0,O[CH](C[CH](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC([O-])=O
Posaconazole,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@@](C2)(CN2C=NC=N2)C2=C(F)C=C(F)C=C2)C=C1,Jaundice cholestatic,Human,-2.3010299956639813,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022003/S-000, page:125 PDF 8671k",https://www.pharmapendium.com/browse/fda/Posaconazole/f5037214d79cab10872dcc1e689683b6?reference=125,2005.0,CC[CH]([CH](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[CH]2CO[C](C2)(CN2C=NC=N2)C2=C(F)C=C(F)C=C2)C=C1
Pravastatin Sodium,[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC([O-])=O)OC(=O)[C@@H](C)CC,Jaundice cholestatic,Human,-1.3010299956639813,Repeated,Oral,"FDA approval package document: Printed Labeling 019898, page:3 PDF 401k",https://www.pharmapendium.com/browse/fda/Pravastatin Sodium/4f90bed075761ca17fb84367ebe416f7?reference=3,1996.0,[H][C]12[CH](C[CH](O)C=C1C=C[CH](C)[CH]2CC[CH](O)C[CH](O)CC([O-])=O)OC(=O)[CH](C)CC
Pregabalin,CC(C)C[C@H](CN)CC(O)=O,Jaundice cholestatic,Human,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021724/S-000 Part 02, page:38 PDF 6799k",https://www.pharmapendium.com/browse/fda/Pregabalin/4c007e1e38c4a693d58614dbb362044b?reference=38,2005.0,CC(C)C[CH](CN)CC(O)=O
Promethazine Hydrochloride,CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C,Jaundice cholestatic,Human,-1.6989700043360187,Repeated,Intramuscular,"FDA approval package document: Approval Package 040454/S-006, page:11 PDF 1775k",https://www.pharmapendium.com/browse/fda/Promethazine Hydrochloride/fb2fd43d86292d6c210aee70364601b2?reference=11,2011.0,CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C
Propylthiouracil,CCCC1=CC(=O)NC(=S)N1,Jaundice cholestatic,Human,-2.9542425094393248,Repeated,Oral,"FDA approval package document: Approval Package 006212, page:4 PDF 563k",https://www.pharmapendium.com/browse/fda/Propylthiouracil/78a3e61edf288fdc068bd6474d24d5f3?reference=4,1947.0,CCCC1=CC(=O)NC(=S)N1
Ramipril,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,Jaundice cholestatic,Human,-0.3010299956639812,Repeated,Oral,"FDA approval package document: Approval Package 019901/S-046, page:5 PDF 315k",https://www.pharmapendium.com/browse/fda/Ramipril/65423e37e6b2eb8bb13b7fd605ec1be6?reference=5,2005.0,[H][C]12CCC[C]1([H])N([CH](C2)C(O)=O)C(=O)[CH](C)N[CH](CCC1=CC=CC=C1)C(=O)OCC
Ranitidine Hydrochloride,CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C\N(=O)=O,Jaundice cholestatic,Human,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Approval Package 018703/S-042, S-002, S-022, S-001, S-003, S-004, S-006, S-007, S-008, S-028, S-041, S-050, S-034, S-048, S-035 Part 20, page:21 PDF 8014k",https://www.pharmapendium.com/browse/fda/Ranitidine Hydrochloride/19943a6b560bb76bafb06095d46346be?reference=21,1992.0,CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C\N(=O)=O
